Date,10_9,10_10,15_8,7_8,17_3,6_6,10_6,10_7,13_2,13_9,14_9,16_1,20_1,4_7,11_10,12_9,15_1,15_2,15_9,18_6
20240225,1,1,2,0,1,0,1,1,1,0,0,1,0,2,0,1,0,0,1,0
20240227,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,2,2,1,3
20240229,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
20240303,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0
20240305,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
20240307,0,1,0,0,0,2,3,0,0,1,0,1,0,1,3,0,0,1,0,0
20240310,1,1,1,0,2,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
20240312,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1
20240314,0,1,1,0,2,2,2,1,1,0,0,0,2,0,0,1,0,0,1,1
20240317,2,0,2,0,1,0,2,1,1,0,1,0,0,0,0,1,2,1,0,2
20240319,0,0,2,1,1,0,0,1,0,2,1,0,0,1,1,1,0,0,1,0
20240321,1,0,1,1,0,1,2,0,1,0,0,0,1,1,1,0,0,0,0,0
20240324,0,0,2,0,1,1,0,0,0,1,1,1,1,1,2,1,0,1,2,1
20240326,2,1,0,1,0,0,1,2,0,1,1,2,0,0,1,2,0,0,2,1
20240328,2,0,2,0,0,0,1,0,0,2,0,0,1,1,1,1,1,0,1,0
20240331,0,1,0,0,3,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0
20240402,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
20240404,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,1
20240407,0,1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,2,3,2,0
20240409,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2
20240411,1,0,2,1,1,0,0,2,1,2,1,0,0,2,2,1,1,2,0,0
20240414,0,0,0,1,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0
20240416,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
20240418,0,0,1,2,1,0,0,1,0,0,0,1,0,2,0,2,1,0,1,2
20240421,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,1,1
20240423,1,0,0,2,0,0,0,2,2,1,1,0,1,1,0,1,1,2,0,1
20240425,0,0,2,0,0,1,0,0,1,0,2,0,1,1,1,0,3,1,2,1
20240428,0,0,1,0,2,1,1,1,1,0,0,0,1,2,0,0,1,0,0,0
20240430,0,1,0,3,0,1,1,0,2,1,0,1,0,0,1,0,1,0,1,0
20240502,0,2,0,1,0,0,2,1,0,1,2,4,0,2,0,0,1,0,0,0
20240505,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1
20240507,2,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,1
20240509,0,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,2,1,1,2
