Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230411,23040,3,9,14,8,1,15,31,3,40,22,45,13,41,7,1,7,5,2,3,12,1
20230413,23041,11,12,4,1,10,32,7,1,25,23,21,9,25,5,6,1,2,9,3,4,5
20230413,400_1,1,11,13,4,1,21,25,1,34,25,33,18,31,3,2,10,5,3,4,12,8
20230413,400_2,3,9,11,4,1,22,24,1,34,25,32,16,31,3,3,9,4,5,4,13,6
20230413,400_3,3,12,10,2,1,25,21,1,32,24,29,20,27,1,4,9,6,3,3,12,10
20230413,400_4,9,7,9,4,3,25,20,0,37,27,34,20,33,2,4,9,5,5,3,13,4
20230413,400_5,12,6,8,3,3,27,18,0,36,26,33,17,33,2,3,9,4,6,3,11,4
20230413,600_1,3,8,14,5,0,23,23,3,37,22,39,15,35,4,2,7,6,2,3,10,4
20230413,600_2,2,8,13,3,0,32,15,2,36,20,35,13,31,2,2,4,6,4,3,8,8
20230413,600_3,1,11,13,3,0,31,16,1,36,21,35,15,30,2,2,5,7,3,3,9,9
20230413,600_4,2,9,11,4,0,27,20,2,37,22,37,15,32,3,2,7,6,3,2,9,0
20230413,600_5,4,8,10,3,0,29,18,1,37,21,36,15,31,2,1,7,6,3,2,8,0
20230413,1000_1,3,10,13,6,1,19,26,1,38,20,39,13,35,3,1,6,5,3,3,9,5
20230413,1000_2,4,10,13,5,1,22,24,1,38,19,38,12,34,3,0,6,5,3,3,9,5
20230413,1000_3,5,10,13,5,2,22,23,1,37,18,36,11,34,3,2,4,4,3,3,7,9
20230413,1000_4,7,8,9,4,2,25,20,1,42,22,44,14,42,4,2,6,5,2,2,10,1
20230413,1000_5,10,6,8,3,3,28,17,0,42,21,45,13,43,5,2,5,5,2,2,8,2
