Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21
23041,20230413,4,2,7,7,11,1,15,8,1,8,1,1,1,1,1,1,1,7,3,2,5
23041,20230413,4,,,6,,,5,,,6,,,4,,,3,,,6,,,6,,,3,,,2,,,2,,,0,,,4,,,4,,,0,,,3,,,6,,,1,,,5,,,6,,,9
