Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240714,24080,1,5,6,1,1,12,7,0,115,36,24,40,18,39,5,1,15,2,1,4,5,13,9
20240716,100_1,3,4,1,1,1,12,5,0,69,26,18,23,12,18,1,2,5,5,4,2,2,8,7
20240716,100_2,2,3,1,0,1,13,4,0,79,31,17,27,10,23,1,1,2,6,5,1,0,8,8
20240716,100_3,3,2,1,0,1,12,5,0,88,33,20,30,13,23,1,1,1,9,3,1,1,8,8
20240716,100_4,5,2,1,0,3,12,5,0,104,39,23,35,16,36,3,5,1,8,4,0,0,10,7
20240716,100_5,5,2,0,0,3,11,5,0,100,35,24,35,18,34,3,5,3,8,3,0,0,11,8
20240716,200_1,3,4,1,0,2,9,7,1,76,31,23,24,14,19,1,2,4,7,7,3,4,4,12
20240716,200_2,5,3,1,0,3,14,2,0,89,33,25,31,17,24,2,4,1,10,5,1,2,4,12
20240716,200_3,5,1,2,0,2,12,4,0,99,35,27,34,17,29,3,6,1,10,5,2,2,6,13
20240716,200_4,9,0,1,0,3,14,2,0,114,37,26,40,18,36,4,6,2,8,2,1,2,8,10
20240716,200_5,10,1,0,0,4,13,2,0,112,36,28,39,21,36,4,7,6,7,2,0,1,10,12
20240716,300_1,2,3,1,0,0,11,6,1,92,35,22,31,13,27,2,2,4,6,6,2,2,8,5
20240716,300_2,3,3,1,0,1,11,5,1,105,38,20,35,15,32,0,4,3,8,3,1,1,9,6
20240716,300_3,2,3,1,0,1,9,7,1,109,40,23,38,18,31,1,4,2,12,3,1,2,7,7
20240716,300_4,4,2,1,0,2,11,5,0,108,39,24,36,20,33,0,7,1,10,3,0,1,11,10
20240716,300_5,5,2,1,0,2,10,6,0,110,37,24,35,20,38,0,9,4,6,2,0,2,11,9
