Date,16_7,7_7,5_9,6_1,6_9,10_1,17_2,6_7,12_10,13_7,16_6,1_7,3_9,4_2,5_8,6_2,6_6,16_1,17_3,1_1
20240430,1,1,1,1,0,0,0,0,1,1,2,1,1,0,1,1,1,1,0,0
20240502,0,0,2,1,2,0,1,1,0,1,1,1,1,2,0,2,0,4,0,1
20240505,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
20240507,1,1,0,0,1,1,2,0,0,1,1,0,1,0,1,1,1,0,0,1
20240509,1,1,1,0,2,1,1,2,1,1,1,0,0,0,1,0,2,1,0,1
20240512,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,3,0,1,1,1
20240514,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
20240516,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
20240519,0,1,2,0,2,1,0,1,2,2,0,1,1,0,2,0,1,1,2,0
20240521,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
20240523,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
20240526,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20240528,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20240530,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0
20240602,0,0,2,0,0,1,1,1,0,0,0,1,0,1,1,0,0,2,1,0
20240604,0,1,0,1,1,1,1,0,0,0,1,2,0,1,2,1,0,1,0,0
20240606,1,1,2,0,0,0,1,2,1,1,1,0,2,1,0,1,1,0,0,1
20240609,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,2,1,0
20240611,0,0,1,1,1,0,0,2,1,1,1,0,1,1,0,1,0,2,1,1
20240613,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
20240616,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,2,0,1,0
20240618,1,1,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,2
20240620,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,1,1
20240623,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1
20240625,0,1,1,1,0,2,0,0,0,1,1,2,1,1,1,1,1,1,0,0
20240627,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0
20240630,0,0,0,1,1,2,0,1,0,0,1,0,0,1,1,1,0,1,2,0
20240702,0,0,0,1,0,0,1,2,0,0,1,1,2,1,0,0,1,0,2,0
20240704,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
20240707,1,0,2,1,0,1,0,0,0,0,1,1,1,1,2,1,1,1,0,1
20240709,0,0,0,0,0,0,1,2,1,0,1,1,2,1,1,1,1,2,2,2
20240711,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,3
20240714,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,2
