Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240423,24045,1,6,5,2,0,10,9,1,102,28,24,32,16,42,6,11,4,1,2,2,5,3,10
20240425,100_1,1,5,4,2,0,12,5,1,114,35,22,36,17,44,2,10,4,3,1,1,4,2,7
20240425,100_2,0,6,4,3,0,7,10,2,103,31,18,35,13,38,4,5,4,3,0,2,5,3,3
20240425,100_3,0,6,5,3,0,8,9,2,103,33,17,37,12,34,5,3,2,6,1,2,7,3,0
20240425,100_4,0,6,5,3,0,5,12,2,99,29,16,33,9,34,5,3,1,3,2,2,5,7,4
20240425,100_5,0,7,7,3,0,7,10,1,111,34,18,36,10,39,5,6,1,3,3,2,8,4,1
20240425,200_1,2,6,6,0,0,10,8,0,119,37,21,40,20,41,2,7,6,6,-1,2,6,6,4
20240425,200_2,1,5,6,1,0,8,10,0,114,35,21,40,17,39,4,5,6,6,0,2,7,8,4
20240425,200_3,1,4,6,2,0,8,10,0,110,35,21,39,17,36,4,5,4,8,0,2,7,8,3
20240425,200_4,0,5,6,2,0,6,11,1,97,30,21,34,13,30,5,4,2,8,1,2,6,12,4
20240425,200_5,0,5,6,1,0,7,11,1,109,34,22,37,16,36,4,6,3,6,1,2,7,10,0
20240425,300_1,0,6,4,1,0,11,6,0,110,32,22,38,12,39,8,5,3,4,0,2,5,5,7
20240425,300_2,1,6,3,0,0,12,5,1,96,32,23,36,13,28,6,1,4,8,2,2,4,7,3
20240425,300_3,1,6,3,0,1,11,5,1,91,31,22,35,13,26,6,1,3,9,2,2,4,7,2
20240425,300_4,3,4,2,0,1,13,4,1,95,33,20,33,11,28,4,2,2,6,4,2,3,12,4
20240425,300_5,1,6,5,1,0,10,6,1,100,32,20,35,10,33,6,3,2,4,3,3,6,6,4
