red1
0:(0, 30.4), (0, 64.3), (0, 158.3)
1:(0.4, 30.0), (1.7, 62.6), (3.6, 154.7)
2:(30.4, 0), (64.3, 0), (158.3, 0)
3:(30.0, 0.4), (62.6, 1.7), (154.7, 3.6)
4:(21.0, 9.4), (50.6, 13.7), (121.5, 36.8)
5:(14.6, 15.8), (35.2, 29.1), (84.5, 73.8)
6:(7.3, 23.1), (21.5, 42.8), (49.3, 109.0)
7:(4.9, 25.5), (13.4, 50.9), (31.4, 126.9)
8:(2.2, 28.2), (4.8, 59.5), (11.1, 147.2)
9:(1.5, 28.9), (0.5, 63.8), (2.4, 155.9)
10:(1.5, 28.9), (0.5, 63.8), (2.4, 155.9)
11:(1.5, 28.9), (0.5, 63.8), (2.4, 155.9)
12:(1.5, 28.9), (0.5, 63.8), (2.4, 155.9)
13:(0, 30.4), (0, 64.3), (0, 158.3)

red2
5:(0, 53.7), (0, 52.5), (0, 153.7)
6:(4.4, 49.3), (1.4, 51.1), (7.5, 146.2)
7:(6.6, 47.1), (1.7, 50.8), (9.1, 144.6)
8:(53.7, 0), (52.5, 0), (153.7, 0)
9:(35.2, 18.5), (35.6, 16.9), (102.7, 51.0)
10:(31.4, 22.3), (29.8, 22.7), (87.6, 66.1)
11:(19.4, 34.3), (23.1, 29.4), (61.8, 91.9)
12:(11.9, 41.8), (19.0, 33.5), (47.2, 106.5)
13:(8.2, 45.5), (10.8, 41.7), (27.8, 125.9)
14:(6.1, 47.6), (9.5, 43.0), (23.2, 130.5)
15:(3.3, 50.4), (5.6, 46.9), (12.9, 140.8)
16:(0.9, 52.8), (3.2, 49.3), (5.5, 148.2)
17:(0.9, 52.8), (3.2, 49.3), (5.5, 148.2)
18:(0, 53.7), (0, 52.5), (0, 153.7)

red3
10:(0, 102.0), (0, 34.4), (0, 81.9)
11:(7.2, 94.8), (0.7, 33.7), (5.8, 76.1)
12:(20.6, 81.4), (3.4, 31.0), (14.9, 67.0)
13:(38.6, 63.4), (8.6, 25.8), (28.2, 53.7)
14:(52.5, 49.5), (20.0, 14.4), (38.0, 43.9)
15:(69.5, 32.5), (24.5, 9.9), (51.0, 30.9)
16:(79.2, 22.8), (26.4, 8.0), (59.2, 22.7)
