Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231029,23124,0,15,15,6,0,29,19,2,32,28,28,22,35,1,14,1,7,5,4,13,9
20231031,23125,15,8,4,0,12,34,4,0,44,22,44,16,42,3,1,12,3,3,2,4,5
20231031,400_1,10,9,4,1,0,36,13,0,31,26,25,13,29,3,5,7,1,9,1,2,7
20231031,400_2,6,10,12,2,1,28,19,0,27,21,29,13,32,5,3,7,1,3,1,2,7
20231031,400_3,4,11,15,1,1,26,20,1,29,22,30,13,31,4,3,6,3,4,3,9,3
20231031,400_4,2,10,17,3,2,24,20,2,29,22,28,14,30,3,5,5,3,4,3,7,6
20231031,400_5,2,12,18,4,1,18,25,4,31,21,30,13,34,3,6,4,2,4,4,11,5
20231031,600_1,7,13,10,2,2,35,11,0,34,27,27,17,26,1,4,7,5,8,2,7,10
20231031,600_2,6,11,13,2,1,27,17,2,29,21,23,12,27,1,5,5,1,7,2,7,8
20231031,600_3,8,9,10,1,2,29,14,2,26,23,23,15,25,2,4,8,2,5,3,6,8
20231031,600_4,5,9,12,2,2,24,19,3,26,22,20,11,26,2,6,4,0,8,3,11,10
20231031,600_5,7,9,13,1,2,24,19,2,27,21,24,12,28,3,4,6,0,6,3,8,10
20231031,1000_1,15,8,2,1,2,29,17,0,35,28,29,17,33,2,8,4,4,8,0,1,8
20231031,1000_2,2,13,10,3,0,32,15,1,39,25,33,16,33,1,3,9,3,7,2,8,9
20231031,1000_3,1,11,15,2,2,27,18,1,36,25,33,18,31,1,4,8,5,5,3,13,8
20231031,1000_4,3,10,15,1,3,27,18,0,37,24,33,17,33,2,3,8,4,5,2,12,8
20231031,1000_5,1,11,15,2,2,22,23,1,36,23,35,18,33,2,3,8,6,3,3,12,7
