row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,8,13,16,26,30,96,33,27,34,18,29,5,5,3,10,4,9
1_2,3,7,12,18,26,30,96,33,27,33,19,30,4,5,6,8,4,6
1_3,3,6,10,16,21,28,84,31,25,27,15,26,3,4,6,5,7,8
1_4,3,8,13,18,23,28,93,31,25,31,15,31,5,5,5,5,5,8
1_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
1_6,3,9,13,15,19,28,87,31,25,28,10,28,6,4,2,4,9,10
1_7,4,10,13,16,21,28,92,32,24,31,11,29,6,3,3,5,7,8
1_8,5,8,12,15,22,29,91,34,24,30,14,27,3,4,3,7,7,7
1_9,6,11,13,17,25,28,100,34,22,36,14,30,5,2,4,8,3,1
1_10,7,11,13,18,26,29,104,36,22,37,15,31,4,2,5,8,3,2
2_1,2,3,7,15,23,28,78,30,26,26,20,22,1,4,8,8,5,8
2_2,2,8,13,18,23,29,93,31,27,31,15,31,6,5,5,5,6,11
2_3,3,8,12,18,23,29,93,32,26,31,15,30,5,4,6,5,6,8
2_4,3,7,13,19,24,28,94,31,25,31,17,32,4,6,6,5,4,7
2_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
2_6,3,10,16,19,24,30,102,33,27,34,14,35,7,6,3,5,6,11
2_7,3,13,15,20,25,30,106,33,27,38,12,35,10,2,5,5,5,8
2_8,4,11,15,17,21,26,94,30,22,32,10,32,7,4,2,4,5,5
2_9,4,11,15,18,25,28,101,32,24,36,14,33,7,4,3,7,3,6
2_10,6,10,14,19,25,30,104,36,24,35,15,33,4,4,5,6,5,5
3_1,1,6,10,11,18,26,72,27,25,24,12,21,5,4,1,7,8,6
3_2,1,9,15,21,25,30,101,31,29,34,16,36,8,6,6,4,5,7
3_3,3,9,13,21,24,29,99,32,26,33,15,34,6,4,8,3,5,5
3_4,4,8,14,20,24,29,99,33,25,32,16,34,4,6,6,4,5,7
3_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
3_6,2,6,11,19,25,30,93,32,28,31,19,30,4,5,8,6,5,10
3_7,3,5,11,17,24,28,88,31,25,29,19,28,2,6,6,7,4,7
3_8,3,8,12,22,23,28,96,31,25,31,15,34,5,4,10,1,5,4
3_9,3,8,12,21,23,28,95,31,25,31,15,33,5,4,9,2,5,3
3_10,4,9,14,21,24,30,102,34,26,33,15,35,5,5,7,3,6,2
4_1,1,6,10,17,25,32,91,33,31,31,19,27,5,4,7,8,7,9
4_2,3,8,12,17,23,25,88,28,22,31,15,29,5,4,5,6,2,5
4_3,3,7,12,18,21,27,88,30,24,28,14,30,4,5,6,3,6,6
4_4,3,7,13,18,23,28,92,31,25,30,16,31,4,6,5,5,5,8
4_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
4_6,2,14,17,20,26,30,109,32,28,40,12,37,12,3,3,6,4,8
4_7,2,15,18,21,26,30,112,32,28,41,11,39,13,3,3,5,4,7
4_8,7,16,20,20,25,30,118,37,23,41,9,40,9,4,0,5,5,6
4_9,6,17,19,23,27,28,120,34,22,44,10,42,11,2,4,4,1,7
4_10,6,14,17,22,27,30,116,36,24,41,13,39,8,3,5,5,3,7
5_1,0,6,10,17,24,28,85,28,28,30,18,27,6,4,7,7,4,11
5_2,4,10,14,18,21,28,95,32,24,31,11,32,6,4,4,3,7,5
5_3,2,8,13,17,22,27,89,29,25,30,14,30,6,5,4,5,5,5
5_4,3,8,13,19,23,28,94,31,25,31,15,32,5,5,6,4,5,8
5_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
5_6,3,9,14,20,25,30,101,33,27,34,16,34,6,5,6,5,5,9
5_7,5,8,13,19,25,29,99,34,24,33,17,32,3,5,6,6,4,3
5_8,6,13,18,24,24,29,114,35,23,37,11,42,7,5,6,0,5,7
5_9,5,10,13,20,25,28,101,33,23,35,15,33,5,3,7,5,3,10
5_10,7,12,16,21,26,29,111,36,22,38,14,37,5,4,5,5,3,5
6_1,0,5,6,16,21,26,74,26,26,26,16,22,5,1,10,5,5,11
6_2,2,7,15,21,23,29,97,31,27,30,16,36,5,8,6,2,6,6
6_3,4,9,13,19,23,29,97,33,25,32,14,32,5,4,6,4,6,6
6_4,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,7
6_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
6_6,6,8,11,19,22,29,95,35,23,30,14,30,2,3,8,3,7,10
6_7,7,8,11,19,21,29,95,36,22,29,13,30,1,3,8,2,8,8
6_8,9,12,17,20,22,27,107,36,18,34,10,37,3,5,3,2,5,6
6_9,7,11,16,19,22,25,100,32,18,33,11,35,4,5,3,3,3,6
6_10,7,11,17,20,24,29,108,36,22,35,13,37,4,6,3,4,5,5
7_1,1,5,9,12,22,26,75,27,25,27,17,21,4,4,3,10,4,6
7_2,3,7,14,22,24,28,98,31,25,31,17,36,4,7,8,2,4,3
7_3,2,7,12,18,22,28,89,30,26,29,15,30,5,5,6,4,6,6
7_4,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,8
7_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
7_6,4,7,16,26,27,32,112,36,28,34,20,42,3,9,10,1,5,11
7_7,4,9,16,25,28,32,114,36,28,37,19,41,5,7,9,3,4,10
7_8,9,14,16,23,24,29,115,38,20,38,10,39,5,2,7,1,5,10
7_9,10,15,18,21,25,29,118,39,19,40,10,39,5,3,3,4,4,8
7_10,9,13,16,21,26,30,115,39,21,39,13,37,4,3,5,5,4,7
8_1,3,10,14,19,20,25,91,28,22,30,10,33,7,4,5,1,5,8
8_2,2,9,11,18,21,26,87,28,24,30,12,29,7,2,7,3,5,5
8_3,3,8,11,16,20,27,85,30,24,28,12,27,5,3,5,4,7,7
8_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,7
8_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
8_6,3,11,15,18,23,33,103,36,30,34,12,33,8,4,3,5,10,6
8_7,2,10,14,17,22,32,97,34,30,32,12,31,8,4,3,5,10,4
8_8,7,12,14,17,21,29,100,36,22,33,9,31,5,2,3,4,8,4
8_9,9,12,16,18,21,28,104,37,19,33,9,34,3,4,2,3,7,5
8_10,9,13,15,19,23,30,109,39,21,36,10,34,4,2,4,4,7,4
9_1,3,8,13,16,23,26,89,29,23,31,15,29,5,5,3,7,3,5
9_2,3,9,15,20,24,30,101,33,27,33,15,35,6,6,5,4,6,2
9_3,3,8,15,20,24,29,99,32,26,32,16,35,5,7,5,4,5,5
9_4,3,7,13,18,23,28,92,31,25,30,16,31,4,6,5,5,5,7
9_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
9_6,4,12,15,22,27,32,112,36,28,39,15,37,8,3,7,5,5,7
9_7,4,8,13,20,25,30,100,34,26,33,17,33,4,5,7,5,5,6
9_8,7,10,15,22,25,32,111,39,25,35,15,37,3,5,7,3,7,4
9_9,6,11,15,21,25,30,108,36,24,36,14,36,5,4,6,4,5,6
9_10,8,11,14,20,25,31,109,39,23,36,14,34,3,3,6,5,6,4
10_1,2,8,11,13,21,29,84,31,27,29,13,24,6,3,2,8,8,9
10_2,4,9,14,18,22,28,95,32,24,31,13,32,5,5,4,4,6,6
10_3,2,8,12,18,21,27,88,29,25,29,13,30,6,4,6,3,6,7
10_4,3,7,13,18,23,28,92,31,25,30,16,31,4,6,5,5,5,7
10_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
10_6,2,8,15,25,28,30,108,32,28,36,20,40,6,7,10,3,2,7
10_7,3,10,15,23,26,28,105,31,25,36,16,38,7,5,8,3,2,8
10_8,7,11,16,21,24,27,106,34,20,35,13,37,4,5,5,3,3,7
10_9,6,9,12,17,24,28,96,34,22,33,15,29,3,3,5,7,4,7
10_10,6,11,13,17,24,29,100,35,23,35,13,30,5,2,4,7,5,5
