red1
1:(0, 96.6), (0, 3.2), (0, -90.1)
2:(96.6, 0), (3.2, 0), (-90.1, 0)
3:(93.5, 3.1), (2.5, 0.7), (-88.6, -1.5)
4:(85.9, 10.7), (3.8, -0.6), (-78.5, -11.6)
5:(68.4, 28.2), (2.5, 0.7), (-63.6, -26.5)
6:(24.8, 71.8), (1.1, 2.1), (-22.5, -67.6)
7:(17.5, 79.1), (0.2, 3.0), (-17.2, -72.9)
8:(12.5, 84.1), (0.6, 2.6), (-11.0, -79.1)
9:(10.4, 86.2), (0.2, 3.0), (-9.7, -80.4)
10:(4.2, 92.4), (0.3, 2.9), (-3.6, -86.5)
11:(2.7, 93.9), (0.7, 2.5), (-1.4, -88.7)
12:(0, 96.6), (0, 3.2), (0, -90.1)

red2
4:(0, 68.7), (0, -37.4), (0, -143.7)
5:(3.9, 64.8), (-1.1, -36.3), (-6.7, -137.0)
6:(7.1, 61.6), (-1.4, -36.0), (-10.5, -133.2)
7:(13.5, 55.2), (-0.2, -37.2), (-14.1, -129.6)
8:(29.3, 39.4), (-16.5, -20.9), (-62.0, -81.7)
9:(68.7, 0), (-37.4, 0), (-143.7, 0)
10:(17.2, 51.5), (-12.8, -24.6), (-43.5, -100.2)
11:(13.7, 55.0), (-9.3, -28.1), (-32.6, -111.1)
12:(9.6, 59.1), (-5.3, -32.1), (-20.6, -123.1)
13:(4.7, 64.0), (-3.8, -33.6), (-12.4, -131.3)
14:(4.7, 64.0), (-3.8, -33.6), (-12.4, -131.3)
15:(2.8, 65.9), (-1.6, -35.8), (-6.0, -137.7)
16:(2.8, 65.9), (-1.6, -35.8), (-6.0, -137.7)
17:(2.8, 65.9), (-1.6, -35.8), (-6.0, -137.7)
18:(2.8, 65.9), (-1.6, -35.8), (-6.0, -137.7)
19:(0.2, 68.5), (-2.0, -35.4), (-4.0, -139.7)
20:(0, 68.7), (0, -37.4), (0, -143.7)

red3
6:(0, 84.4), (0, -0.9), (0, -87.0)
7:(0.8, 83.6), (-3.0, 2.1), (-6.5, -80.5)
8:(0.8, 83.6), (-3.0, 2.1), (-6.5, -80.5)
9:(7.2, 77.2), (-2.7, 1.8), (-12.3, -74.7)
10:(18.0, 66.4), (-3.8, 2.9), (-26.6, -60.4)
11:(26.3, 58.1), (-0.1, -0.8), (-27.6, -59.4)
12:(41.1, 43.3), (0.0, -0.9), (-42.1, -44.9)
