key,gap,pro1,pro2,pro3,range1,range2
9_10___1__,1,-0.6,1.4,3.3,2,4
2_1___1__,2,-0.8,1.3,3.3,2,4
3_6___1__,2,-0.7,1.4,3.4,2,9
3_9___1__,2,0.1,2.0,3.8,2,5
4_1___1__,2,-1.0,1.5,4.1,2,5
4_2___1__,0,-1.3,0.7,2.7,2,3
10_6___1__,2,-0.1,1.6,3.3,2,6
14_6___1__,1,-0.5,1.4,3.2,2,10
20_6___1__,2,-0.1,1.6,3.3,2,8
20_8___1__,1,-0.3,1.8,3.8,2,9
20_9___1__,1,-0.7,1.3,3.2,2,5
20_10___1__,0,-0.7,1.3,3.2,2,5
3_7___1__,2,-0.7,1.3,3.4,2,11
4_8___1__,1,-1.1,1.5,4.2,2,7
6_6___1__,2,-0.2,1.9,3.9,2,9
7_6___1__,2,-0.3,1.7,3.3,2,4
7_7___1__,2,-0.6,1.4,3.5,2,5
8_9___1__,1,-1.2,0.9,3.0,2,3
10_9___1__,2,-0.7,1.5,3.5,2,5
11_1___1__,2,-0.2,1.9,4.1,2,3
5_7___1__,2,-0.9,1.6,4.4,2,4
19_3___1__,2,-1.2,1.4,4.3,2,5
5_3___1__,2,-1.4,1.7,4.6,2,5
15_8___1__,2,-1.1,1.5,3.9,2,6
16_3___1__,2,-1.2,1.3,3.7,2,5
20_3___1__,2,-1.7,1.4,4.4,2,5
1_6___1__,2,-0.9,1.9,5.0,2,7
2_3___1__,0,-1.2,1.5,4.4,2,5
3_3___1__,2,-1.4,1.5,4.5,2,5
5_6___1__,2,-0.4,1.9,4.3,2,4
5_9___1__,2,-1.1,1.3,3.5,2,2
7_3___1__,2,-0.8,2.4,5.8,2,4
8_3___1__,2,-0.8,2.3,5.5,2,5
8_6___1__,2,-0.7,1.4,3.5,2,4
11_8___1__,2,0.2,2.3,4.5,2,5
12_3___1__,2,-0.9,2.0,4.8,2,5
13_3___1__,2,-1.2,1.4,4.0,2,5
13_7___1__,2,-0.2,1.8,4.1,2,5
14_8___1__,2,-0.1,2.0,4.1,2,6
14_9___1__,2,0.1,2.8,5.3,2,3
4_1___2__,0,-1.5,1.2,4.0,8,9
5_8___2__,0,-0.2,1.8,3.9,9,9
12_1___2__,0,-3.2,0.3,3.8,6,9
17_8___2__,0,-1.6,0.5,2.7,8,9
12_6___2__,0,-1.0,1.3,3.6,9,14
3_1___2__,0,-1.8,1.6,4.6,8,9
3_2___2__,0,-1.6,0.6,2.8,5,9
4_10___2__,1,-2.0,-0.1,2.0,9,9
7_1___2__,3,-2.2,0.7,3.2,9,9
8_7___2__,0,-0.3,1.5,3.2,8,9
9_1___2__,0,-2.6,0.6,3.5,8,9
9_6___2__,1,-0.7,1.2,3.2,9,12
9_8___2__,0,-1.3,1.1,3.7,9,11
12_7___2__,0,-0.2,1.7,3.7,8,9
13_1___2__,0,-1.1,1.9,5.2,8,9
14_7___2__,0,-0.6,1.9,4.2,8,9
15_8___2__,0,-0.8,1.1,3.0,9,9
16_8___2__,0,-0.9,1.4,3.8,9,12
19_1___2__,0,-0.4,2.2,4.8,8,9
1_1___2__,0,-1.9,1.0,4.0,9,9
7_3___2__,3,-1.5,2.2,5.9,9,9
14_3___2__,1,-1.3,2.2,5.9,9,10
