red1
1:(0, 64.2), (0, -29.8), (0, -121.9)
2:(6.6, 57.6), (-1.9, -27.9), (-9.8, -112.1)
3:(21.8, 42.4), (-9.5, -20.3), (-40.1, -81.8)
4:(39.6, 24.6), (-15.2, -14.6), (-68.3, -53.6)
5:(48.8, 15.4), (-21.1, -8.7), (-89.1, -32.8)
6:(55.7, 8.5), (-23.4, -6.4), (-100.4, -21.5)
7:(64.2, 0), (-29.8, 0), (-121.9, 0)
8:(3.3, 60.9), (-2.4, -27.4), (-8.4, -113.5)
9:(1.1, 63.1), (-0.9, -28.9), (-3.0, -118.9)
10:(0, 64.2), (0, -29.8), (0, -121.9)

red2
3:(0, 58.7), (0, -44.5), (0, -147.2)
4:(1.4, 57.3), (-0.9, -43.6), (-3.3, -143.9)
5:(1.4, 57.3), (-0.9, -43.6), (-3.3, -143.9)
6:(1.9, 56.8), (-2.3, -42.2), (-6.5, -140.7)
7:(9.4, 49.3), (-5.7, -38.8), (-20.3, -126.9)
8:(58.7, 0), (-44.5, 0), (-147.2, 0)
9:(37.3, 21.4), (-28.4, -16.1), (-93.5, -53.7)
10:(33.0, 25.7), (-21.8, -22.7), (-76.3, -70.9)
11:(20.5, 38.2), (-13.4, -31.1), (-47.5, -99.7)
12:(9.5, 49.2), (-6.4, -38.1), (-22.3, -124.9)
13:(6.9, 51.8), (-4.6, -39.9), (-16.0, -131.2)
14:(0.6, 58.1), (-1.6, -42.9), (-3.8, -143.4)
15:(0.6, 58.1), (-1.6, -42.9), (-3.8, -143.4)
16:(0.6, 58.1), (-1.6, -42.9), (-3.8, -143.4)
17:(0, 58.7), (0, -44.5), (0, -147.2)

red3
6:(0, 181.3), (0, 95.8), (0, 9.4)
7:(4.6, 176.7), (2.6, 93.2), (0.6, 8.8)
8:(4.6, 176.7), (2.6, 93.2), (0.6, 8.8)
9:(21.5, 159.8), (11.2, 84.6), (0.9, 8.5)
10:(39.7, 141.6), (21.1, 74.7), (2.4, 7.0)
11:(53.9, 127.4), (29.0, 66.8), (3.5, 5.9)
12:(85.9, 95.4), (43.3, 52.5), (0.2, 9.2)
13:(111.3, 70.0), (59.5, 36.3), (7.1, 2.3)
14:(131.7, 49.6), (70.4, 25.4), (8.5, 0.9)
15:(144.1, 37.2), (76.5, 19.3), (8.4, 1.0)
16:(156.4, 24.9), (82.7, 13.1), (8.0, 1.4)
17:(166.5, 14.8), (88.2, 7.6), (9.2, 0.2)
18:(170.7, 10.6), (90.1, 5.7), (8.4, 1.0)
19:(175.5, 5.8), (92.7, 3.1), (8.9, 0.5)
20:(181.3, 0), (95.8, 0), (9.4, 0)
21:(181.3, 0), (95.8, 0), (9.4, 0)
22:(0, 181.3), (0, 95.8), (0, 9.4)

red4
12:(0, 107.0), (0, 23.7), (0, -59.3)
13:(7.8, 99.2), (0.5, 23.2), (-6.4, -52.9)
14:(7.8, 99.2), (0.5, 23.2), (-6.4, -52.9)
15:(14.4, 92.6), (1.6, 22.1), (-11.0, -48.3)
16:(26.6, 80.4), (5.0, 18.7), (-16.4, -42.9)
17:(37.0, 70.0), (7.4, 16.3), (-22.6, -36.7)
18:(49.2, 57.8), (9.9, 13.8), (-30.0, -29.3)
19:(58.6, 48.4), (11.0, 12.7), (-36.2, -23.1)
20:(75.9, 31.1), (15.2, 8.5), (-45.4, -13.9)
21:(84.0, 23.0), (18.1, 5.6), (-48.2, -11.1)
22:(99.1, 7.9), (22.1, 1.6), (-54.6, -4.7)
23:(99.1, 7.9), (22.1, 1.6), (-54.6, -4.7)
24:(104.3, 2.7), (23.5, 0.2), (-57.1, -2.2)
25:(107.0, 0), (23.7, 0), (-59.3, 0)
26:(107.0, 0), (23.7, 0), (-59.3, 0)
27:(0, 107.0), (0, 23.7), (0, -59.3)

red5
17:(0, 299.1), (0, 201.7), (0, 104.9)
18:(3.2, 295.9), (0.9, 200.8), (-1.3, 106.2)
19:(12.4, 286.7), (4.7, 197.0), (-2.6, 107.5)
20:(23.2, 275.9), (4.7, 197.0), (-14.1, 119.0)
21:(78.2, 220.9), (45.0, 156.7), (11.4, 93.5)
22:(112.5, 186.6), (69.8, 131.9), (26.7, 78.2)
23:(186.8, 112.3), (126.3, 75.4), (65.7, 39.2)
24:(240.0, 59.1), (162.4, 39.3), (85.1, 19.8)
25:(261.4, 37.7), (176.4, 25.3), (91.9, 13.0)
26:(296.6, 2.5), (201.6, 0.1), (107.1, -2.2)
27:(299.1, 0), (201.7, 0), (104.9, 0)
28:(299.1, 0), (201.7, 0), (104.9, 0)
29:(299.1, 0), (201.7, 0), (104.9, 0)
30:(0, 299.1), (0, 201.7), (0, 104.9)

red6
22:(0, 120.7), (0, 30.8), (0, -59.7)
23:(0.5, 120.2), (-2.0, 32.8), (-4.7, -55.0)
24:(0.4, 120.3), (-4.2, 35.0), (-9.0, -50.7)
25:(8.3, 112.4), (-5.5, 36.3), (-20.0, -39.7)
26:(18.6, 102.1), (0.8, 30.0), (-17.7, -42.0)
27:(39.6, 81.1), (8.2, 22.6), (-24.3, -35.4)
28:(70.0, 50.7), (12.6, 18.2), (-45.5, -14.2)
29:(104.0, 16.7), (29.3, 1.5), (-46.0, -13.7)
30:(120.7, 0), (30.8, 0), (-59.7, 0)
31:(1.7, 119.0), (-2.6, 33.4), (-7.1, -52.6)
32:(0.5, 120.2), (-1.8, 32.6), (-4.2, -55.5)
33:(0, 120.7), (0, 30.8), (0, -59.7)

red_sum_all
77:(0, 178.2), (0, 82.0), (0, -14.5)
78:(2.5, 175.7), (-0.3, 82.3), (-3.0, -11.5)
79:(2.5, 175.7), (-0.3, 82.3), (-3.0, -11.5)
80:(2.5, 175.7), (-0.3, 82.3), (-3.0, -11.5)
81:(2.5, 175.7), (-0.3, 82.3), (-3.0, -11.5)
82:(2.5, 175.7), (-0.3, 82.3), (-3.0, -11.5)
83:(8.3, 169.9), (3.0, 79.0), (-2.1, -12.4)
84:(8.3, 169.9), (3.0, 79.0), (-2.1, -12.4)
85:(8.3, 169.9), (3.0, 79.0), (-2.1, -12.4)
86:(8.3, 169.9), (3.0, 79.0), (-2.1, -12.4)
87:(16.1, 162.1), (6.2, 75.8), (-3.6, -10.9)
88:(22.4, 155.8), (10.2, 71.8), (-2.1, -12.4)
89:(27.4, 150.8), (11.2, 70.8), (-5.4, -9.1)
90:(27.4, 150.8), (11.2, 70.8), (-5.4, -9.1)
91:(27.4, 150.8), (11.2, 70.8), (-5.4, -9.1)
92:(30.1, 148.1), (11.7, 70.3), (-7.3, -7.2)
93:(33.1, 145.1), (12.8, 69.2), (-8.0, -6.5)
94:(44.8, 133.4), (17.8, 64.2), (-9.8, -4.7)
95:(44.8, 133.4), (17.8, 64.2), (-9.8, -4.7)
96:(47.3, 130.9), (18.3, 63.7), (-11.5, -3.0)
97:(50.1, 128.1), (19.2, 62.8), (-12.7, -1.8)
98:(61.9, 116.3), (25.1, 56.9), (-12.1, -2.4)
99:(63.7, 114.5), (24.8, 57.2), (-14.4, -0.1)
100:(63.7, 114.5), (24.8, 57.2), (-14.4, -0.1)
101:(70.3, 107.9), (28.4, 53.6), (-13.5, -1.0)
102:(74.0, 104.2), (29.3, 52.7), (-15.4, 0.9)
103:(98.4, 79.8), (41.9, 40.1), (-14.2, -0.3)
104:(105.6, 72.6), (46.3, 35.7), (-12.6, -1.9)
105:(110.8, 67.4), (49.3, 32.7), (-11.8, -2.7)
106:(110.8, 67.4), (49.3, 32.7), (-11.8, -2.7)
107:(114.3, 63.9), (50.6, 31.4), (-12.6, -1.9)
108:(123.0, 55.2), (55.1, 26.9), (-12.3, -2.2)
