Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230608,23065,15,9,4,0,8,37,5,0,35,31,40,12,37,12,3,3,6,7,2,5,13
20230611,23066,17,11,1,0,5,28,16,1,33,29,33,19,18,5,1,2,16,5,2,2,5
20230611,400_1,12,9,5,2,4,38,7,0,38,30,43,11,42,12,3,3,4,6,2,6,13
20230611,400_2,11,11,5,3,3,39,6,0,40,31,45,12,45,12,3,3,4,6,2,8,12
20230611,400_3,12,10,4,2,4,37,7,0,37,31,43,12,43,13,3,4,4,6,2,6,14
20230611,400_4,8,12,5,3,3,38,8,0,39,31,46,13,46,13,4,3,4,5,2,8,12
20230611,400_5,7,12,6,3,2,38,9,0,40,31,46,13,47,13,4,4,3,5,2,8,12
20230611,600_1,11,11,4,0,6,36,6,0,34,30,37,13,37,10,4,4,5,6,2,7,16
20230611,600_2,10,11,5,0,5,35,7,0,34,30,39,14,38,10,4,4,5,6,2,8,15
20230611,600_3,10,12,5,0,5,34,9,0,35,31,39,13,38,11,4,4,5,6,2,8,14
20230611,600_4,10,12,5,0,4,34,9,0,34,31,40,14,40,11,4,4,4,6,2,7,14
20230611,600_5,11,12,5,0,4,33,11,0,36,30,41,13,41,11,4,4,4,5,2,7,14
20230611,1000_1,13,9,4,0,5,34,10,0,37,30,41,15,40,9,4,5,5,5,2,8,14
20230611,1000_2,13,10,5,0,4,34,10,0,37,30,42,16,41,9,5,5,6,4,2,8,15
20230611,1000_3,12,10,5,0,5,34,10,0,37,30,41,16,40,9,4,5,5,5,2,9,14
20230611,1000_4,12,10,5,0,4,33,11,0,38,30,42,16,41,9,4,5,5,4,2,8,14
20230611,1000_5,11,11,5,0,4,32,12,0,38,30,43,15,41,9,4,5,5,5,2,8,13
