Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230606,23064,16,4,2,0,7,33,7,3,19,17,23,9,23,6,4,1,4,2,4,5,9
20230608,23065,15,9,4,0,8,37,5,0,35,31,40,12,37,12,3,3,6,7,2,5,13
20230608,400_1,8,9,6,0,3,33,11,1,33,26,33,12,29,7,1,5,6,6,3,4,8
20230608,400_2,4,11,10,1,1,30,16,0,35,24,38,12,32,8,0,6,6,4,3,6,8
20230608,400_3,4,12,11,2,2,30,16,0,34,24,36,13,30,6,0,5,7,4,3,6,10
20230608,400_4,4,12,10,2,2,29,17,0,34,27,33,14,29,6,1,8,5,6,3,9,9
20230608,400_5,1,13,10,3,1,21,26,0,34,27,32,16,27,4,1,8,6,6,3,11,10
20230608,600_1,8,11,7,2,1,34,12,1,38,25,38,14,35,5,0,8,4,5,3,9,8
20230608,600_2,5,14,8,4,0,30,17,0,37,25,39,13,37,6,2,7,4,5,3,10,9
20230608,600_3,6,15,8,4,1,31,16,0,38,26,38,16,37,5,2,10,3,4,2,10,9
20230608,600_4,4,14,11,4,0,26,22,0,36,26,37,12,35,7,2,5,4,6,3,11,6
20230608,600_5,3,14,11,5,0,21,27,0,36,26,34,12,30,5,2,4,6,7,3,13,6
20230608,1000_1,7,10,5,2,2,35,10,1,37,23,36,13,40,4,5,5,2,5,2,7,12
20230608,1000_2,3,13,7,1,1,33,14,0,38,24,37,13,39,5,3,7,2,6,2,6,10
20230608,1000_3,4,12,7,1,2,33,13,0,37,25,36,14,38,5,4,7,2,6,2,6,10
20230608,1000_4,3,13,8,1,1,31,16,0,37,26,37,13,38,6,3,7,1,6,2,8,8
20230608,1000_5,4,13,9,2,1,28,20,0,36,28,40,12,39,9,2,7,2,6,2,10,8
