key,gap,pro1,pro2,pro3,range1,range2
6_6___1__,0,-1.1,0.6,2.4,2,7
17_9___1__,0,-1.0,1.1,3.2,2,7
1_7___1__,0,-1.4,0.9,3.1,2,5
4_7___1__,0,-2.2,-0.0,2.0,2,11
4_8___1__,0,-2.0,0.5,3.0,2,10
6_2___1__,0,-0.9,1.1,3.1,2,9
7_7___1__,0,-0.0,2.1,4.3,2,9
8_2___1__,0,-0.7,1.4,3.4,2,7
12_7___1__,0,-1.7,0.5,2.4,2,7
17_2___1__,0,-1.3,1.1,3.4,2,7
19_2___1__,0,-1.4,0.2,1.9,2,8
20_2___1__,0,-0.7,1.0,2.9,2,4
20_7___1__,0,-0.8,1.4,3.6,2,5
1_3___1__,0,-1.8,1.0,3.9,2,7
2_1___1__,0,-0.2,1.8,3.6,2,3
3_7___1__,0,-0.9,1.3,3.5,2,11
7_9___1__,0,-1.8,0.4,3.0,2,9
7_10___1__,0,-1.3,0.9,3.2,2,9
9_10___1__,0,-1.2,0.9,2.9,2,9
10_1___1__,0,-0.7,1.8,4.3,2,7
8_6___1__,0,0.2,2.4,4.8,2,7
9_1___1__,0,-0.3,1.9,4.2,2,8
15_6___1__,0,-0.3,1.6,3.7,2,3
16_3___1__,0,-1.4,1.2,3.7,2,5
20_1___1__,0,-1.0,1.2,3.6,2,5
1_6___1__,0,-1.0,1.9,5.1,2,5
3_9___1__,0,-1.2,1.1,3.5,2,8
5_1___1__,0,-0.7,1.8,4.3,2,7
5_6___1__,0,0.1,2.3,4.8,2,9
5_7___1__,0,-0.5,2.2,5.2,2,10
5_8___1__,0,-1.0,0.8,2.9,2,7
7_1___1__,0,-1.2,1.7,4.2,2,8
9_3___1__,0,-1.6,0.7,3.1,2,5
11_1___1__,0,-1.0,1.3,3.6,2,7
11_6___1__,0,0.5,2.7,4.8,2,11
13_2___1__,0,-1.6,1.0,3.8,2,6
14_3___1__,0,-1.5,1.2,3.7,2,6
15_10___1__,0,-0.9,1.4,3.8,2,5
17_3___1__,0,-0.9,1.6,4.2,2,5
18_8___1__,0,-0.3,1.5,3.7,2,5
4_9___2__,0,-0.8,1.2,3.1,9,18
4_7___2__,0,-1.6,0.8,3.1,9,17
14_8___2__,0,-0.9,1.4,3.7,9,19
2_7___2__,0,-0.3,1.4,3.2,9,17
4_10___2__,0,-0.8,1.1,3.1,9,19
8_8___2__,0,-0.8,1.1,3.0,9,15
12_7___2__,0,-0.6,1.3,3.3,9,19
14_7___2__,0,-1.7,0.6,2.7,9,16
17_9___2__,0,-1.1,0.7,2.4,9,16
3_7___2__,0,-1.4,1.4,4.1,9,17
3_8___2__,0,-1.0,0.9,3.1,9,16
4_8___2__,0,-1.1,1.0,3.1,9,19
5_10___2__,0,-2.0,0.6,3.2,9,14
6_7___2__,0,0.4,2.3,4.2,9,13
6_8___2__,0,-1.8,0.8,3.1,9,15
6_9___2__,0,-0.1,2.2,4.6,9,16
6_10___2__,0,-0.2,2.0,4.0,9,12
8_9___2__,0,-1.2,0.8,2.8,9,14
8_10___2__,0,-1.3,1.2,3.6,9,15
12_9___2__,0,-1.6,0.6,3.3,9,15
1_3___2__,0,-1.2,2.2,6.1,9,10
12_3___2__,0,0.2,3.4,6.9,9,11
1_6___2__,0,-1.7,1.7,5.0,9,10
2_3___2__,0,0.8,3.8,6.5,9,12
7_3___2__,0,-0.1,3.0,6.1,9,9
8_3___2__,0,0.4,3.7,7.0,9,11
14_1___2__,2,-1.0,2.0,5.2,9,13
18_3___2__,0,-0.2,2.9,6.7,9,12
18_6___2__,0,0.9,3.6,6.4,9,10
4_3___2__,0,-2.1,1.2,4.5,9,10
6_3___2__,0,-1.0,2.2,5.6,9,14
7_1___2__,0,0.2,2.8,5.6,9,11
7_6___2__,0,-1.8,1.2,4.1,9,16
9_3___2__,0,-1.1,1.6,4.2,9,9
9_6___2__,0,-1.1,1.0,3.2,9,15
10_6___2__,0,-1.0,1.7,4.2,9,20
13_3___2__,0,-2.2,1.1,4.5,9,10
14_2___2__,2,-2.0,2.1,5.6,9,10
14_3___2__,2,-1.5,1.7,5.2,9,11
15_3___2__,0,-1.4,1.4,4.2,9,10
18_2___3__,2,-1.3,1.0,3.0,12,26
12_8___3__,2,-0.6,1.4,3.4,20,26
13_8___3__,2,-1.0,0.5,2.0,23,26
19_2___3__,2,-1.0,1.0,3.0,13,26
19_7___3__,2,-0.3,2.2,4.6,16,26
19_8___3__,2,-0.9,1.1,3.2,15,26
2_7___3__,2,-0.6,1.6,4.0,16,26
7_1___3__,2,-0.1,1.8,3.9,15,26
11_8___3__,2,-0.8,1.4,3.6,12,26
13_2___3__,2,-0.7,1.0,3.0,14,26
15_6___3__,2,-1.4,0.7,3.0,13,26
16_2___3__,0,-1.3,0.9,3.1,13,26
16_6___3__,5,0.0,1.8,3.6,16,26
16_9___3__,2,0.0,1.7,3.5,15,26
17_7___3__,2,-0.8,0.9,2.6,19,26
17_8___3__,2,-1.6,0.6,2.8,18,26
19_1___3__,2,-0.3,1.9,4.0,16,26
20_7___3__,2,-0.8,1.1,2.9,21,26
2_2___3__,2,-0.0,2.0,4.0,18,26
2_6___3__,5,-0.1,1.6,3.4,14,26
3_6___3__,5,-0.9,1.9,4.7,22,26
4_10___3__,5,-0.1,1.7,3.6,20,26
1_6___3__,4,-0.1,3.0,6.0,18,26
7_10___3__,2,-0.6,1.3,3.2,20,26
9_6___3__,2,-0.4,1.7,4.0,15,26
13_1___3__,5,-1.4,0.9,3.1,17,26
1_1___3__,2,-0.0,2.4,4.9,12,26
2_9___3__,2,0.3,2.2,4.0,18,26
4_6___3__,5,-1.1,1.0,3.1,19,26
4_9___3__,5,-0.6,1.5,3.8,20,26
5_1___3__,5,0.4,2.8,5.2,21,26
5_10___3__,2,-1.1,0.9,3.2,16,26
9_3___3__,5,0.0,2.3,4.8,13,26
9_9___3__,2,0.0,2.3,4.4,16,26
11_6___3__,2,-0.3,1.4,3.3,15,26
11_7___3__,2,-0.1,1.8,3.7,16,26
11_10___3__,2,-1.0,1.1,3.4,16,26
12_2___3__,2,0.0,2.3,4.7,15,26
12_3___3__,5,-0.2,2.4,5.0,13,26
13_3___3__,5,0.2,2.6,4.9,13,26
3_9___4__,3,-1.5,0.6,2.6,19,27
6_1___4__,2,-0.0,2.6,5.2,23,27
9_2___4__,3,-0.6,1.9,4.2,19,27
11_1___4__,4,-1.1,1.6,4.3,21,27
11_2___4__,4,-1.3,1.5,4.2,18,27
11_9___4__,2,-0.6,1.9,4.1,20,27
1_2___4__,4,-0.5,1.9,4.3,16,27
3_2___4__,4,-0.7,1.5,3.9,17,27
5_2___4__,2,0.8,3.4,5.9,20,27
6_2___4__,4,-0.0,2.1,4.2,23,27
7_1___4__,2,-0.1,2.4,5.0,16,27
7_2___4__,3,-0.8,1.2,3.2,19,27
9_1___4__,0,0.0,2.3,4.9,21,27
17_9___4__,4,-0.8,1.2,3.2,20,27
20_2___4__,4,-0.1,2.6,5.1,16,27
2_7___4__,3,-0.2,2.2,4.4,18,27
3_1___4__,4,-0.4,2.3,4.9,22,27
3_8___4__,3,0.1,1.9,3.7,20,27
3_10___4__,4,0.4,2.4,4.5,20,27
6_10___4__,2,0.2,2.5,4.9,18,27
1_6___4__,4,0.2,3.6,7.0,26,27
3_3___4__,4,-0.4,1.9,4.4,17,27
7_3___4__,5,-0.1,2.6,5.3,18,27
