Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230402,23036,5,17,10,6,4,28,16,2,43,17,38,10,37,1,4,1,5,6,4,9,4
20230404,23037,4,12,12,4,4,29,16,1,39,23,52,6,51,15,2,1,3,2,1,12,9
20230404,400_1,14,9,2,1,1,35,11,2,40,17,36,10,40,2,4,4,1,5,2,1,6
20230404,400_2,11,11,1,1,0,32,14,2,40,19,37,12,39,2,3,5,1,5,2,3,7
20230404,400_3,8,15,3,1,0,31,16,2,38,22,39,15,38,4,2,8,3,3,2,5,9
20230404,400_4,9,13,3,1,0,33,13,1,35,18,36,11,35,3,2,6,3,2,2,5,9
20230404,400_5,6,17,6,1,0,32,14,2,35,18,36,12,35,3,2,6,4,2,2,6,8
20230404,600_1,7,16,6,1,3,31,11,2,40,19,41,12,41,3,4,3,4,3,3,6,4
20230404,600_2,6,16,7,2,3,32,12,1,36,19,37,11,37,4,3,3,4,3,2,5,4
20230404,600_3,6,15,7,2,3,32,12,1,36,20,39,11,39,5,4,3,4,3,2,5,7
20230404,600_4,4,16,8,2,3,31,13,1,32,20,35,13,34,4,3,5,4,2,3,6,8
20230404,600_5,3,16,9,1,2,30,15,2,30,21,33,13,31,4,2,6,5,2,3,6,8
20230404,1000_1,7,15,8,3,3,27,17,2,39,17,37,10,37,2,3,2,3,4,3,7,2
20230404,1000_2,6,16,7,2,2,27,17,2,41,19,38,11,38,3,3,3,3,5,3,7,3
20230404,1000_3,7,15,6,2,1,24,19,3,40,21,38,14,36,3,2,6,4,4,3,7,4
20230404,1000_4,9,14,4,0,2,28,16,3,36,22,33,13,27,2,2,4,7,6,3,8,5
20230404,1000_5,7,15,5,0,2,28,15,2,35,22,33,14,28,3,2,3,8,4,3,8,6
