Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240222,24019,3,15,9,0,2,34,13,1,81,25,15,28,6,28,6,1,4,1,3,1,11,8,1
20240225,24020,4,11,4,1,4,26,18,2,87,36,30,25,9,26,5,4,2,3,16,3,7,8,1
20240225,100_1,4,13,7,1,1,33,12,2,103,31,22,36,18,39,3,6,5,4,0,1,5,14,9
20240225,100_2,4,15,10,1,2,29,15,2,107,33,22,36,13,41,4,5,5,2,2,1,6,17,13
20240225,100_3,5,15,7,1,2,27,18,1,120,35,21,40,12,44,6,5,4,2,2,1,6,18,13
20240225,100_4,7,14,5,-1,1,26,21,2,113,31,24,36,16,43,5,9,5,1,1,2,6,18,13
20240225,100_5,7,13,8,1,1,27,20,2,128,37,25,37,20,49,2,11,5,2,2,2,9,19,10
20240225,200_1,7,8,7,1,3,32,13,1,81,27,22,28,10,26,6,2,5,2,5,1,6,10,6
20240225,200_2,7,9,7,1,3,32,12,1,62,22,21,21,10,20,4,3,3,2,6,1,4,13,9
20240225,200_3,9,7,6,0,2,30,16,1,66,22,20,22,11,22,4,4,3,3,4,1,3,12,10
20240225,200_4,12,5,1,1,2,28,19,1,82,26,22,27,13,29,5,6,2,4,4,1,1,11,10
20240225,200_5,10,5,4,0,2,27,19,1,84,27,23,27,14,30,4,7,2,3,5,1,2,11,8
20240225,300_1,5,14,6,2,2,31,15,0,86,32,23,27,18,25,0,5,6,6,5,2,9,9,5
20240225,300_2,6,12,8,2,2,32,13,1,66,26,20,21,15,18,0,3,5,6,5,3,9,12,9
20240225,300_3,4,13,6,1,3,34,11,0,97,34,21,31,16,32,0,6,6,4,4,2,7,11,10
20240225,300_4,4,15,6,1,3,28,15,2,104,33,24,33,18,38,3,9,4,5,3,2,7,12,12
20240225,300_5,6,12,5,1,4,29,14,0,100,33,25,31,16,34,3,8,2,5,5,2,7,12,9
