key,gap,pro1,pro2,pro3,range1,range2
1_1___1__,0,-1.7,0.8,3.2,4,5
16_1___1__,0,-1.8,0.7,3.2,3,5
19_9___1__,1,-2.0,0.3,2.4,5,5
8_6___1__,0,-1.4,0.8,3.1,2,5
8_8___1__,1,-0.5,1.3,3.1,3,5
10_6___1__,0,-1.4,0.3,2.0,1,5
13_1___1__,0,-1.2,1.1,3.5,2,5
13_7___1__,0,-1.5,0.5,2.4,3,5
1_7___1__,1,-1.5,0.8,2.9,5,5
2_1___1__,0,-0.6,1.2,3.1,5,6
3_1___1__,0,-1.2,1.1,3.3,5,10
3_6___1__,1,-1.5,0.2,2.0,5,6
3_9___1__,1,-0.7,1.4,3.4,4,5
5_2___1__,0,-1.0,0.9,2.8,5,6
8_1___1__,3,-1.0,1.2,3.5,5,7
8_7___1__,0,-0.7,1.3,3.5,3,5
9_1___1__,0,-0.8,1.3,3.6,4,5
9_9___1__,1,-1.3,0.7,2.8,3,5
19_7___1__,1,-1.5,0.9,3.2,2,5
1_3___1__,0,-2.3,0.4,3.0,4,5
14_7___1__,1,-0.9,1.7,4.4,2,5
1_6___1__,2,-1.8,1.2,4.1,3,5
6_8___1__,1,-0.9,1.7,4.1,4,5
7_2___1__,1,0.5,2.7,4.8,5,7
14_8___1__,1,-1.2,1.5,4.1,3,5
16_8___1__,1,-0.8,1.4,3.5,2,5
17_2___1__,1,0.2,2.4,4.7,5,5
17_8___1__,1,-0.2,1.7,3.7,2,5
19_8___1__,1,-1.6,0.9,3.3,4,5
2_3___1__,0,-1.9,0.8,3.6,4,5
3_8___1__,1,-0.0,2.2,4.5,5,5
4_1___1__,0,-1.6,0.8,3.3,5,5
4_3___1__,1,-0.6,2.0,4.6,4,5
7_3___1__,1,-0.8,2.4,5.2,5,5
7_7___1__,1,-0.8,1.5,3.8,2,5
7_10___1__,1,0.0,2.4,4.5,5,5
8_2___1__,1,-0.8,1.1,3.1,5,6
11_2___1__,1,-0.7,1.3,3.3,5,6
11_10___1__,1,-1.1,1.8,4.4,3,5
12_6___1__,1,1.1,2.9,5.1,5,5
10_6___2__,0,-1.7,0.9,3.4,8,11
11_7___2__,0,-1.6,0.8,3.0,8,11
2_6___2__,0,-0.5,1.7,3.6,6,11
2_7___2__,1,-0.7,1.0,2.9,7,11
2_9___2__,0,0.0,1.9,3.9,9,11
4_7___2__,0,-2.0,0.4,2.6,9,11
4_8___2__,1,-1.0,0.9,3.1,11,11
5_7___2__,1,-0.4,1.9,4.0,5,11
10_7___2__,1,-0.8,1.8,4.3,4,11
12_6___2__,1,-0.8,1.4,3.6,11,11
12_7___2__,1,-1.3,0.4,2.4,10,11
12_8___2__,1,-1.8,0.5,2.6,10,11
12_9___2__,1,-2.3,-0.0,2.6,7,11
12_10___2__,1,-0.8,1.3,3.5,9,11
13_6___2__,1,-0.4,1.7,4.0,8,11
17_7___2__,1,-0.3,1.7,3.7,5,11
20_9___2__,1,0.1,2.6,4.8,6,11
3_7___2__,0,-1.5,1.2,3.8,10,11
3_9___2__,0,-0.7,1.2,3.2,9,11
3_10___2__,1,-1.5,0.7,3.0,9,11
13_1___2__,1,-1.9,1.1,4.1,8,11
14_2___2__,1,-3.7,0.2,4.1,9,11
14_3___2__,1,-1.4,1.8,5.5,11,11
18_1___2__,1,-0.8,2.4,5.3,11,14
1_6___2__,1,-2.2,1.3,4.9,8,11
