Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241222,24147,5,2,2,1,3,10,5,2,96,35,25,32,10,29,6,2,3,5,9,1,2,10,11
20241224,100_1,1,4,3,2,1,8,7,2,109,37,18,41,8,35,5,0,5,4,3,0,1,12,7
20241224,100_2,0,4,4,3,0,10,6,2,112,38,18,41,10,35,4,2,5,4,2,1,2,13,10
20241224,100_3,0,3,5,3,1,10,6,2,107,37,21,39,13,33,4,2,7,4,3,2,3,14,11
20241224,100_4,1,4,4,2,0,8,8,2,109,38,19,38,10,35,3,2,6,4,3,1,2,11,9
20241224,100_5,0,4,5,3,0,11,6,2,108,36,23,35,17,35,1,3,11,2,4,2,5,11,9
20241224,200_1,2,4,4,2,0,12,5,1,130,41,18,42,8,45,5,4,2,1,4,1,0,11,12
20241224,200_2,1,4,4,3,0,11,6,1,121,38,19,39,10,43,5,6,2,2,4,1,0,10,13
20241224,200_3,0,3,5,3,1,11,5,2,108,34,23,36,13,39,5,5,6,1,4,1,2,10,11
20241224,200_4,2,5,4,2,0,13,4,1,127,40,19,40,9,44,4,5,2,1,4,1,0,11,13
20241224,200_5,2,3,5,3,1,13,4,0,116,37,20,38,11,39,4,3,6,1,4,2,3,9,9
20241224,300_1,0,3,2,4,0,10,7,1,114,36,19,39,11,38,5,2,6,2,2,0,1,10,10
20241224,300_2,1,3,2,3,0,10,6,2,111,34,19,38,11,37,5,3,3,4,2,0,1,10,12
20241224,300_3,1,2,2,2,0,10,7,2,106,35,20,35,11,33,4,3,2,5,4,1,1,13,13
20241224,300_4,1,3,2,4,0,10,7,2,111,35,19,37,11,37,5,3,3,4,3,0,1,10,11
20241224,300_5,1,2,2,2,1,10,5,2,100,36,26,32,17,31,2,4,8,4,6,1,2,11,11
