Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240331,24035,12,8,2,1,6,30,13,1,97,37,27,29,15,31,2,7,3,5,10,4,8,6,8
20240402,24036,7,12,9,1,5,36,8,1,83,33,29,29,13,21,6,1,3,9,10,3,7,2,14
20240402,100_1,10,14,3,1,2,25,20,0,113,35,26,38,14,35,6,2,5,6,4,2,6,0,8
20240402,100_2,14,9,1,0,4,27,15,0,120,38,25,40,15,36,5,4,1,8,3,2,5,6,8
20240402,100_3,9,12,4,1,2,23,21,1,113,35,26,38,16,34,6,3,4,7,3,2,6,6,9
20240402,100_4,8,11,6,1,2,24,21,0,117,38,25,40,19,35,4,3,7,7,1,2,6,4,9
20240402,100_5,6,12,7,1,1,25,22,0,128,41,25,44,20,39,4,3,8,7,0,3,6,6,10
20240402,200_1,9,13,5,1,1,23,23,1,115,37,25,40,14,37,5,3,5,5,4,2,10,2,10
20240402,200_2,11,12,4,0,4,28,15,1,113,39,25,40,18,33,3,3,5,9,3,2,9,1,12
20240402,200_3,8,13,6,0,3,28,17,0,109,37,26,39,19,33,3,3,6,9,2,2,7,5,12
20240402,200_4,9,11,4,0,2,28,18,0,121,39,24,43,18,38,4,4,5,8,1,2,6,4,12
20240402,200_5,10,11,3,0,2,30,15,0,139,43,21,49,15,45,5,3,5,6,0,2,5,1,12
20240402,300_1,12,11,2,1,5,25,17,1,125,41,26,40,17,42,3,7,4,5,4,2,8,8,8
20240402,300_2,15,9,2,1,7,26,12,2,112,37,27,38,18,35,4,5,3,8,3,2,6,7,8
20240402,300_3,11,9,5,1,6,27,13,2,104,36,26,37,19,30,3,4,3,11,2,2,6,11,9
20240402,300_4,9,11,7,1,3,31,12,1,118,41,26,40,22,35,1,5,6,10,1,2,7,10,8
20240402,300_5,7,10,8,1,1,29,17,0,132,43,20,44,16,43,3,4,5,6,0,2,6,4,6
