bravo2.D3_1    131_[4, 11, 0, 1, 3, 6, 4, 0, 6, 5, 0, 0, 0, 4, 17]    (4)
bravo3.A5_6    131_[1, 11, 0, 2, 0, 1, 0, 1, 9, 5, 2, 8, 0, 8, 5]    (26)
bravo3.D3_8    126_[20, 6, 4, 5, 2, 0, 1, 0, 0, 8, 4, 0, 3, 0, 4]    (10)
bravo3.A3_6    124_[3, 1, 2, 11, 2, 1, 7, 1, 3, 1, 8, 2, 4, 3, 3]    (5)
bravo2.A4_2    124_[2, 3, 2, 1, 0, 4, 0, 9, 3, 0, 3, 0, 2, 0, 2]    (7)
bravo1.D3_11    123_[5, 0, 1, 2, 0, 27, 1, 4, 8, 0, 4, 3, 0, 0, 14]    (25)
bravo1.D4_1    123_[4, 2, 3, 0, 2, 5, 6, 0, 2, 0, 3, 2, 1, 13, 0]    (5)
bravo1.D2_15    123_[2, 20, 2, 0, 1, 0, 14, 7, 1, 5, 2, 5, 0, 0, 8]    (-1)
bravo3.A4_2    122_[6, 4, 0, 4, 0, 9, 3, 5, 6, 0, 4, 21, 20, 2, 0]    (18)
bravo2.D2_2    122_[4, 2, 22, 2, 2, 7, 0, 7, 1, 3, 10, 4, 3, 0, 2]    (10)
bravo1.D2_13    122_[1, 2, 1, 6, 8, 2, 11, 10, 16, 1, 0, 5, 4, 1, 5]    (-1)
bravo1.A3_6    121_[8, 4, 0, 0, 4, 6, 5, 3, 14, 0, 1, 0, 4, 8, 1]    (10)
bravo2.A3_6    121_[3, 1, 5, 8, 2, 0, 3, 0, 3, 0, 0, 1, 3, 2, 11]    (11)
bravo3.D3_5    121_[0, 0, 2, 2, 4, 14, 0, 2, 7, 8, 3, 0, 1, 3, 3]    (18)
bravo1.D2_8    120_[10, 2, 23, 2, 2, 2, 2, 0, 0, 2, 6, 1, 5, 5, 14]    (3)
bravo1.A3_16    120_[3, 1, 2, 3, 9, 1, 9, 0, 3, 2, 3, 4, 3, 2, 3]    (22)
bravo2.D2_3    120_[3, 0, 4, 1, 9, 5, 0, 5, 1, 2, 3, 0, 7, 1, 1]    (8)
bravo3.A2_8    119_[9, 4, 7, 3, 0, 8, 13, 0, 2, 4, 4, 6, 0, 2, 5]    (11)
bravo2.D5_4    119_[8, 0, 3, 0, 2, 4, 4, 8, 0, 0, 3, 8, 3, 5, 0]    (21)
bravo1.A2_15    119_[6, 4, 3, 5, 3, 3, 7, 4, 8, 2, 0, 5, 3, 3, 5]    (-1)
bravo1.A3_14    119_[6, 3, 8, 3, 2, 6, 4, 0, 0, 14, 2, 1, 4, 3, 8]    (16)
bravo2.A5_4    119_[6, 1, 3, 5, 2, 0, 5, 3, 3, 4, 5, 12, 0, 10, 5]    (31)
bravo2.A1_4    119_[4, 13, 1, 3, 3, 2, 1, 0, 14, 6, 1, 0, 1, 0, 3]    (3)
bravo2.D1_1    119_[3, 1, 1, 5, 0, 0, 2, 4, 2, 5, 3, 5, 11, 9, 3]    (8)
bravo1.A4_8    119_[1, 1, 7, 0, 7, 9, 2, 0, 11, 7, 10, 5, 1, 1, 0]    (14)
bravo1.D4_3    119_[1, 8, 3, 1, 10, 6, 4, 2, 2, 1, 2, 4, 15, 0, 1]    (31)
bravo3.D2_6    119_[1, 1, 10, 2, 8, 0, 13, 4, 0, 2, 0, 4, 8, 9, 10]    (7)
bravo1.D2_11    118_[14, 1, 6, 5, 2, 2, 9, 4, 1, 0, 1, 0, 1, 3, 1]    (7)
bravo2.D2_1    118_[12, 7, 1, 0, 0, 5, 4, 0, 6, 2, 0, 4, 1, 2, 9]    (11)
bravo3.D4_8    118_[7, 3, 1, 3, 2, 3, 3, 12, 7, 3, 0, 4, 1, 2, 2]    (22)
bravo1.D3_15    118_[4, 1, 3, 8, 1, 1, 2, 6, 4, 0, 2, 12, 2, 1, 8]    (16)
bravo1.A2_12    118_[2, 7, 4, 2, 11, 1, 12, 3, 0, 1, 3, 1, 1, 3, 0]    (17)
bravo3.D1_3    117_[27, 1, 0, 10, 5, 2, 0, 1, 0, 3, 2, 9, 8, 0, 0]    (6)
bravo1.D3_8    117_[22, 3, 1, 0, 1, 5, 0, 3, 5, 1, 3, 1, 2, 0, 9]    (23)
bravo2.A1_9    117_[15, 0, 0, 0, 1, 6, 1, 6, 4, 1, 12, 0, 1, 4, 3]    (-1)
bravo1.A5_2    117_[6, 2, 0, 7, 1, 10, 4, 8, 2, 4, 8, 8, 1, 0, 11]    (25)
bravo1.D5_7    117_[6, 9, 0, 9, 3, 0, 2, 1, 6, 9, 1, 21, 4, 15, 6]    (16)
bravo3.A5_4    117_[6, 3, 0, 0, 8, 0, 4, 0, 3, 3, 4, 5, 12, 0, 10]    (17)
