key,gap,pro1,pro2,pro3,range1,range2
20_7___1__,0,-1.5,0.6,2.7,1,10
1_3___1__,0,-1.0,1.8,4.5,1,5
4_6___1__,0,-0.4,1.8,3.9,1,10
4_7___1__,0,-1.0,1.0,3.1,1,8
4_8___1__,0,-1.2,1.3,3.6,1,12
8_8___1__,0,-0.9,1.1,3.1,1,13
9_10___1__,0,-1.0,1.0,2.9,1,11
10_3___1__,0,-1.6,1.2,4.0,1,2
12_7___1__,0,-2.0,0.1,2.2,1,13
15_8___1__,0,-1.1,1.5,4.1,1,10
17_9___1__,0,-0.1,2.1,4.3,1,11
19_2___1__,0,-0.1,1.6,3.3,1,11
19_8___1__,0,-1.9,0.8,3.5,1,11
2_3___1__,0,-2.0,0.8,3.4,1,3
3_6___1__,0,-0.8,1.1,3.0,1,15
6_2___1__,0,-1.0,1.2,3.3,1,11
6_6___1__,0,-1.0,0.8,2.5,1,5
7_7___1__,0,-1.1,1.1,3.3,1,11
9_9___1__,0,-0.6,1.8,4.1,1,13
10_8___1__,0,-0.8,0.9,2.5,1,9
5_1___1__,0,-0.6,1.9,4.4,1,12
11_1___1__,0,-1.9,0.6,2.9,1,9
20_1___1__,0,-0.7,1.8,4.1,1,12
1_1___1__,0,-1.5,1.0,3.4,1,14
1_6___1__,0,-1.2,1.8,4.7,1,10
3_2___1__,0,-0.2,1.8,3.8,1,10
7_1___1__,0,-0.6,1.9,4.5,1,9
8_6___1__,0,0.1,2.5,4.8,1,10
15_1___1__,0,-2.0,0.8,4.0,1,10
16_1___1__,0,0.7,3.2,5.8,1,14
2_1___1__,0,0.3,2.2,4.1,1,6
4_1___1__,0,-1.1,1.2,3.4,1,14
5_6___1__,0,-0.5,1.7,3.9,1,7
5_7___1__,0,-0.6,2.1,5.0,1,11
5_8___1__,0,0.8,2.9,4.8,1,12
8_1___1__,0,-0.7,1.6,3.8,1,8
9_1___1__,0,-0.7,1.4,3.5,1,13
11_2___1__,0,-0.2,1.7,3.5,1,10
11_6___1__,0,-0.5,1.7,3.8,1,8
12_1___1__,0,-0.6,1.7,4.1,1,12
4_7___2__,0,-0.1,2.4,4.8,8,12
12_9___2__,0,-0.5,2.0,4.5,8,19
17_9___2__,0,0.5,2.3,4.0,8,12
4_8___2__,0,-0.5,1.7,3.8,8,15
4_9___2__,0,-1.2,0.9,3.0,8,16
12_7___2__,0,0.4,2.4,4.3,8,18
14_7___2__,0,-1.2,1.0,3.2,8,14
19_9___2__,0,-1.3,1.4,4.2,8,17
2_7___2__,0,0.1,2.1,3.9,8,16
2_10___2__,0,-0.9,1.2,3.3,8,21
3_6___2__,0,-2.0,0.5,3.0,8,14
7_10___2__,0,-0.2,1.8,3.8,8,18
8_8___2__,0,-0.7,1.2,3.2,8,17
8_9___2__,0,-1.5,0.7,2.8,8,16
11_10___2__,0,-0.3,1.7,3.7,8,15
14_8___2__,0,-2.0,0.4,2.7,8,15
14_9___2__,0,-0.4,1.9,4.3,8,15
16_7___2__,1,-0.6,1.3,3.3,8,9
16_10___2__,0,-1.0,0.9,2.9,8,15
18_10___2__,0,-0.6,1.7,4.2,8,13
1_3___2__,0,-1.4,2.0,5.8,8,15
7_6___2__,2,-1.5,1.1,3.7,8,10
10_6___2__,4,-1.0,1.5,3.7,8,14
11_1___2__,1,-0.5,2.7,6.0,8,13
14_1___2__,4,-1.4,1.9,5.3,8,13
15_7___2__,4,-0.4,1.5,3.4,8,14
18_3___2__,0,-1.6,2.1,5.9,8,14
18_6___2__,2,-0.1,2.4,5.4,8,17
1_6___2__,2,-2.7,0.9,4.1,8,15
2_1___2__,2,-1.3,1.6,4.4,8,9
2_2___2__,0,-0.5,2.5,5.9,8,13
2_3___2__,0,-1.6,1.5,4.5,8,15
4_1___2__,1,-0.5,2.5,5.4,8,16
4_3___2__,0,-0.7,2.4,5.4,8,12
5_1___2__,0,-0.2,3.0,6.2,8,19
5_3___2__,0,-1.3,2.0,5.0,8,13
7_7___2__,0,0.7,3.2,5.4,8,16
8_3___2__,0,-1.3,2.1,5.7,8,15
9_1___2__,1,-1.4,1.7,4.8,8,17
9_8___2__,0,-0.7,1.7,4.1,8,17
13_8___3__,0,-1.1,0.4,2.0,9,19
14_9___3__,0,-1.9,0.4,2.6,9,16
3_8___3__,0,-1.2,0.5,2.3,9,21
5_9___3__,0,-0.8,1.2,3.2,9,21
7_8___3__,0,-1.1,0.6,2.2,9,19
10_7___3__,0,-0.9,1.1,3.1,9,21
11_8___3__,0,-0.9,1.3,3.6,9,18
12_8___3__,0,-1.2,0.8,2.6,9,23
13_7___3__,0,-0.5,1.6,3.7,9,20
14_8___3__,0,-0.4,1.3,3.2,9,16
15_8___3__,0,-1.9,0.2,2.3,9,16
16_9___3__,0,-1.1,0.8,2.7,9,16
17_7___3__,0,-1.0,0.7,2.4,9,16
17_8___3__,0,-1.5,0.8,3.0,9,18
19_8___3__,0,-0.3,1.7,3.8,9,21
4_8___3__,0,-0.8,1.0,2.8,9,22
5_8___3__,0,-1.4,1.2,3.6,9,21
6_9___3__,0,-0.1,1.9,3.9,9,19
7_6___3__,0,-1.0,0.8,2.3,9,16
7_7___3__,0,-1.2,0.6,2.5,9,20
1_1___3__,0,-1.1,1.5,3.8,9,23
1_6___3__,0,-1.0,1.8,5.1,9,18
14_1___3__,0,0.4,2.8,5.1,9,19
16_1___3__,0,-1.6,1.2,4.0,9,22
1_7___3__,0,-1.1,1.7,4.3,9,20
8_2___3__,0,-1.5,1.5,4.5,9,20
9_1___3__,0,-0.3,1.9,3.9,9,22
9_3___3__,0,-0.2,2.2,4.9,9,17
9_6___3__,0,-0.1,2.1,4.3,9,20
12_1___3__,0,-1.2,1.3,3.7,9,21
12_3___3__,0,-0.7,1.8,4.4,9,17
13_3___3__,0,0.7,3.3,6.0,9,20
20_2___3__,0,0.1,2.6,5.0,9,18
1_2___3__,0,-1.0,1.2,3.3,9,20
1_3___3__,0,-1.4,1.5,4.3,9,20
1_8___3__,0,-1.6,0.8,2.9,9,18
1_10___3__,0,-0.4,1.2,2.8,9,18
2_1___3__,0,-1.1,1.2,3.4,9,20
2_3___3__,0,-1.0,1.3,3.6,9,21
2_10___3__,0,-0.4,1.6,3.5,9,18
1_2___4__,1,-0.5,1.9,4.1,22,23
2_7___4__,3,-1.4,0.6,2.7,22,23
2_8___4__,0,-0.8,1.3,3.5,20,23
2_9___4__,0,-0.3,1.7,3.6,21,23
3_9___4__,2,-0.4,1.6,3.6,23,24
11_9___4__,3,-1.7,0.6,2.9,22,23
12_6___4__,3,-1.2,1.1,3.6,21,23
12_8___4__,3,0.1,2.3,4.5,20,23
13_8___4__,3,-1.2,0.9,3.0,22,23
3_8___4__,3,-0.8,0.8,2.7,22,23
4_7___4__,3,-0.5,1.6,3.6,19,23
4_8___4__,3,0.3,2.0,4.0,23,23
4_9___4__,3,-0.5,1.2,3.0,19,23
5_8___4__,0,-0.0,2.1,4.4,23,23
11_1___4__,0,0.3,2.8,5.5,21,23
11_2___4__,1,0.1,2.8,5.3,22,23
11_8___4__,3,-1.0,1.0,3.1,23,24
12_7___4__,0,-0.4,1.6,3.5,21,23
13_6___4__,3,-1.1,1.4,4.0,23,26
13_7___4__,3,-0.7,1.7,4.2,22,23
1_6___4__,2,-0.8,2.6,5.9,21,23
1_7___4__,3,-0.1,2.8,5.7,23,23
9_10___4__,4,-0.1,3.0,6.2,22,23
19_1___4__,1,-1.1,2.4,6.3,22,23
1_10___4__,3,-1.4,1.5,4.2,22,23
3_3___4__,4,-0.8,1.8,4.5,22,23
5_3___4__,4,-0.1,2.8,5.8,23,24
7_3___4__,4,-0.1,2.7,5.6,22,23
7_10___4__,3,-1.0,1.5,4.3,23,23
9_8___4__,4,-1.3,1.3,3.9,23,23
15_2___4__,1,0.2,2.4,4.6,23,24
15_3___4__,4,-0.2,2.1,4.5,23,23
18_3___4__,4,-0.7,2.2,5.0,23,25
20_3___4__,4,-0.0,2.7,5.3,22,23
4_3___4__,4,0.1,2.7,5.3,20,23
6_3___4__,4,-0.8,1.7,4.8,23,23
8_10___4__,4,0.5,2.8,5.3,22,23
9_3___4__,0,-1.2,1.6,4.5,23,24
11_3___4__,3,-0.3,2.4,5.2,23,24
14_10___4__,3,-0.9,1.9,4.4,22,23
6_8___5__,0,-1.1,1.0,3.1,24,27
15_6___5__,0,-0.2,2.0,4.1,21,24
16_2___5__,0,-1.3,1.5,4.7,24,29
2_6___5__,0,-0.5,1.4,3.5,23,24
4_6___5__,0,-1.1,1.4,4.0,24,27
8_6___5__,0,1.1,3.5,5.9,24,26
2_2___5__,1,0.1,2.9,5.6,24,28
2_7___5__,0,0.6,2.8,4.9,24,27
2_8___5__,0,-1.1,0.9,3.1,24,25
2_9___5__,0,-0.2,1.9,4.1,24,26
4_9___5__,0,-0.1,2.0,4.3,24,27
6_6___5__,0,-0.7,1.9,4.5,24,25
11_2___5__,0,-1.3,1.7,4.5,24,28
13_8___5__,4,-0.1,2.1,4.5,24,25
16_7___5__,0,0.1,2.1,3.9,24,28
1_2___5__,1,-1.0,2.3,5.7,24,27
3_8___5__,0,-0.8,1.5,4.0,24,28
3_10___5__,0,-0.9,1.6,4.1,24,26
4_7___5__,0,-0.8,1.3,3.7,24,28
4_8___5__,0,-0.5,1.4,3.4,24,29
1_8___5__,0,-0.9,3.0,7.0,24,27
1_7___5__,4,0.4,3.2,5.8,24,27
20_10___5__,0,-0.8,2.3,5.4,24,26
1_9___5__,0,-0.3,2.8,5.8,24,26
1_10___5__,0,-1.4,1.8,5.4,24,26
3_3___5__,0,-0.9,2.1,5.1,24,28
10_9___5__,0,0.2,2.3,4.4,24,28
11_10___5__,0,0.4,2.7,5.0,24,28
15_1___5__,0,-0.2,2.5,5.3,24,28
19_3___5__,0,0.0,2.6,5.5,24,30
20_9___5__,0,-0.0,2.9,5.4,24,26
1_3___5__,0,-1.2,2.1,5.1,24,28
7_3___5__,0,1.0,3.8,6.7,24,28
9_3___5__,0,-1.0,2.1,5.4,24,28
10_8___5__,0,-0.3,2.0,4.6,24,27
11_3___5__,4,-1.1,2.1,5.0,24,29
12_3___5__,0,-1.3,2.1,5.4,24,29
13_3___5__,0,-0.4,2.7,5.7,24,29
15_10___5__,0,0.3,2.6,4.8,24,25
16_10___5__,0,0.1,2.8,5.4,24,26
20_7___6__,0,-1.2,1.2,3.9,30,30
20_8___6__,0,-1.7,1.1,4.1,29,30
19_6___6__,0,-1.0,1.0,2.9,30,31
19_7___6__,0,-0.6,1.3,3.1,29,30
20_6___6__,0,-1.0,1.5,4.2,28,30
6_7___6__,0,-0.2,1.8,3.6,30,32
7_8___6__,0,-1.4,1.1,3.9,30,30
9_7___6__,0,-0.8,0.9,2.8,28,30
17_2___6__,0,0.4,2.2,4.0,30,30
19_9___6__,0,-1.7,0.3,2.2,29,30
20_9___6__,0,-2.0,0.2,2.6,30,30
2_7___6__,0,-0.7,1.3,3.3,28,30
3_8___6__,0,-0.9,1.4,3.6,30,30
4_9___6__,0,-1.9,0.3,2.6,29,30
5_6___6__,0,-1.1,1.0,3.2,28,30
5_7___6__,0,-0.5,1.6,3.6,29,30
6_8___6__,0,-1.1,0.9,2.9,30,31
7_2___6__,0,-1.0,0.8,2.7,30,30
7_6___6__,0,-0.8,1.5,3.7,29,30
7_9___6__,0,-1.0,0.9,2.8,30,31
2_1___6__,2,-0.3,1.6,3.6,29,30
11_1___6__,0,0.6,2.7,4.8,30,31
12_1___6__,2,-0.2,2.4,4.9,30,32
15_1___6__,2,-0.1,2.2,4.5,30,31
4_1___6__,2,-1.6,0.9,3.6,30,31
5_1___6__,2,-0.6,1.8,4.1,30,32
1_3___6__,0,-1.2,1.5,3.9,30,30
1_8___6__,2,-1.5,0.7,3.0,30,30
2_8___6__,0,0.2,2.4,4.5,26,30
8_8___6__,2,1.3,3.9,6.2,30,30
14_1___6__,2,-0.1,2.2,4.4,30,32
14_10___6__,2,-0.6,1.6,3.7,29,30
16_1___6__,2,-0.1,1.6,3.3,30,32
17_1___6__,2,0.9,2.8,5.0,30,30
18_6___6__,0,-0.5,1.9,4.4,28,30
20_1___6__,2,0.3,2.3,4.3,30,30
1_6___6__,0,1.1,3.5,5.8,30,31
1_7___6__,2,-0.8,1.9,4.6,29,30
3_1___6__,2,0.2,2.6,4.9,30,30
3_3___6__,2,0.1,2.2,4.4,30,31
2_7___7__,0,-0.2,2.1,4.3,95,128
7_9___7__,0,-0.6,1.9,4.3,95,143
8_6___7__,0,-1.0,1.1,3.5,95,125
10_7___7__,0,-0.9,1.3,3.7,95,138
10_9___7__,0,-1.1,1.8,4.6,95,139
19_8___7__,0,0.6,3.0,5.3,95,136
20_7___7__,0,-0.2,2.0,4.1,95,140
2_6___7__,0,-1.4,0.3,2.1,95,119
2_8___7__,0,0.0,2.3,4.6,95,119
3_7___7__,0,-0.6,1.8,4.2,95,152
4_9___7__,0,-0.5,1.4,3.2,95,136
6_7___7__,3,-0.2,1.7,3.7,95,130
6_8___7__,0,-1.5,0.9,3.3,95,126
8_7___7__,0,-0.1,1.9,3.9,95,127
14_8___7__,0,-1.0,1.0,3.1,95,116
14_9___7__,0,-0.6,1.6,3.8,95,127
15_6___7__,0,-0.8,1.9,4.4,95,103
20_9___7__,0,-1.5,1.0,3.6,95,131
2_9___7__,0,-0.3,2.6,5.4,95,134
3_8___7__,0,-0.4,1.9,4.1,95,146
14_1___7__,4,-1.9,2.1,5.9,95,140
1_1___7__,1,-1.1,3.0,7.2,95,143
1_2___7__,4,-0.1,3.0,6.3,95,134
2_1___7__,4,-0.8,2.1,5.4,95,118
8_2___7__,0,-0.7,2.2,5.0,95,139
15_3___7__,0,-0.3,3.1,6.6,95,124
19_3___7__,0,-0.1,3.0,5.8,95,131
20_3___7__,0,0.5,3.6,7.0,95,122
1_6___7__,2,-0.7,2.6,5.7,95,126
2_3___7__,0,0.4,3.1,6.2,95,126
3_3___7__,0,-0.4,2.7,5.9,95,126
4_1___7__,0,0.9,3.8,7.0,95,145
4_2___7__,0,-0.8,2.1,4.9,95,116
4_3___7__,0,0.1,3.4,6.7,95,116
6_1___7__,1,0.2,3.5,6.7,95,128
7_3___7__,0,0.0,3.0,6.4,95,119
9_1___7__,1,-0.6,2.6,5.7,95,143
12_3___7__,0,1.4,4.6,7.9,95,123
14_2___7__,0,-0.3,2.8,6.0,95,139
15_2___7__,0,-1.3,1.7,4.5,95,135
13_7___8__,0,-0.5,1.7,4.0,31,40
14_8___8__,0,-1.7,0.8,3.5,31,42
17_7___8__,0,-0.4,2.0,4.3,31,43
19_8___8__,0,-0.9,1.4,3.6,31,40
