row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,4,9,15,18,23,27,96,31,23,32,14,33,5,6,3,5,4,4
1_2,2,6,12,15,19,25,79,27,23,25,13,27,4,6,3,4,6,5
1_3,4,8,14,19,24,30,99,34,26,32,16,33,4,6,5,5,6,6
1_4,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,4,8,15,20,25,29,101,33,25,33,17,35,4,7,5,5,4,6
1_7,7,9,12,16,23,28,95,35,21,32,14,28,2,3,4,7,5,4
1_8,2,6,13,21,26,29,97,31,27,32,20,34,4,7,8,5,3,7
1_9,3,7,14,20,26,28,98,31,25,33,19,34,4,7,6,6,2,8
1_10,2,8,15,21,27,29,102,31,27,35,19,36,6,7,6,6,2,10
2_1,5,9,16,19,23,29,101,34,24,32,14,35,4,7,3,4,6,11
2_2,2,6,11,16,20,27,82,29,25,26,14,27,4,5,5,4,7,6
2_3,3,8,14,18,24,30,97,33,27,32,16,32,5,6,4,6,6,6
2_4,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,7
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,4,11,12,16,23,28,94,32,24,34,12,28,7,1,4,7,5,3
2_7,6,10,11,15,24,29,95,35,23,34,14,26,4,1,4,9,5,5
2_8,3,12,16,20,27,29,107,32,26,39,15,36,9,4,4,7,2,3
2_9,2,9,12,17,26,29,95,31,27,35,17,29,7,3,5,9,3,6
2_10,1,10,14,19,26,28,98,29,27,36,16,33,9,4,5,7,2,8
3_1,3,10,17,19,24,32,105,35,29,34,14,36,7,7,2,5,8,6
3_2,5,11,17,21,26,30,110,35,25,37,15,38,6,6,4,5,4,8
3_3,2,8,14,18,27,31,100,33,29,35,19,32,6,6,4,9,4,6
3_4,3,9,14,18,24,29,97,32,26,33,15,32,6,5,4,6,5,8
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,1,5,9,16,23,27,81,28,26,28,18,25,4,4,7,7,4,5
3_7,2,4,8,16,25,29,84,31,27,29,21,24,2,4,8,9,4,2
3_8,1,3,8,16,22,28,78,29,27,25,19,24,2,5,8,6,6,4
3_9,2,4,11,19,26,31,93,33,29,30,22,30,2,7,8,7,5,6
3_10,1,4,11,19,24,30,89,31,29,28,20,30,3,7,8,5,6,5
4_1,3,9,15,17,22,26,92,29,23,31,13,32,6,6,2,5,4,9
4_2,3,7,13,16,19,25,83,28,22,26,12,29,4,6,3,3,6,8
4_3,3,8,15,20,25,30,101,33,27,33,17,35,5,7,5,5,5,8
4_4,3,8,14,18,24,29,96,32,26,32,16,32,5,6,4,6,5,8
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
4_6,3,4,11,16,25,29,88,32,26,29,21,27,1,7,5,9,4,9
4_7,2,5,13,19,27,30,96,32,28,32,22,32,3,8,6,8,3,9
4_8,2,5,16,22,25,29,99,31,27,30,20,38,3,11,6,3,4,10
4_9,3,6,14,22,27,31,103,34,28,33,21,36,3,8,8,5,4,9
4_10,3,7,15,21,27,29,102,32,26,34,20,36,4,8,6,6,2,10
5_1,3,8,14,15,22,29,91,32,26,30,14,29,5,6,1,7,7,10
5_2,2,5,8,14,19,23,71,25,21,24,14,22,3,3,6,5,4,7
5_3,4,8,15,18,25,31,101,35,27,33,17,33,4,7,3,7,6,7
5_4,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
5_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
5_6,2,6,9,12,22,24,75,26,22,28,16,21,4,3,3,10,2,2
5_7,3,5,9,12,21,23,73,26,20,26,16,21,2,4,3,9,2,3
5_8,5,8,13,18,26,30,100,35,25,34,18,31,3,5,5,8,4,3
5_9,5,8,13,17,26,29,98,34,24,34,18,30,3,5,4,9,3,6
5_10,5,9,14,20,27,31,106,36,26,36,18,34,4,5,6,7,4,8
6_1,4,10,15,17,21,28,95,32,24,31,11,32,6,5,2,4,7,6
6_2,3,8,14,16,19,25,85,28,22,27,11,30,5,6,2,3,6,7
6_3,5,9,17,19,25,31,106,36,26,34,16,36,4,8,2,6,6,8
6_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,7
6_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
6_6,0,7,17,18,28,33,103,33,33,35,21,35,7,10,1,10,5,7
6_7,5,10,17,16,25,32,105,37,27,35,15,33,5,7,-1,9,7,8
6_8,3,6,13,19,23,28,92,31,25,29,17,32,3,7,6,4,5,4
6_9,3,7,14,18,23,29,94,32,26,30,16,32,4,7,4,5,6,7
6_10,1,7,15,19,25,29,96,30,28,32,18,34,6,8,4,6,4,6
7_1,4,11,18,19,24,28,104,32,24,35,13,37,7,7,1,5,4,8
7_2,1,7,13,17,22,26,86,27,25,29,15,30,6,6,4,5,4,5
7_3,3,8,14,18,24,29,96,32,26,32,16,32,5,6,4,6,5,6
7_4,4,8,15,19,23,29,98,33,25,31,15,34,4,7,4,4,6,8
7_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
7_6,2,12,18,20,23,27,102,29,25,35,11,38,10,6,2,3,4,4
7_7,3,7,14,15,21,28,88,31,25,28,14,29,4,7,1,6,7,3
7_8,3,9,18,21,26,30,107,33,27,35,17,39,6,9,3,5,4,6
7_9,2,7,15,18,24,30,96,32,28,31,17,33,5,8,3,6,6,6
7_10,3,8,15,21,25,30,102,33,27,33,17,36,5,7,6,4,5,8
8_1,2,7,12,14,19,27,81,29,25,26,12,26,5,5,2,5,8,9
8_2,1,7,11,18,22,25,84,26,24,29,15,29,6,4,7,4,3,5
8_3,3,8,15,18,24,30,98,33,27,32,16,33,5,7,3,6,6,6
8_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,8
8_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
8_6,5,7,13,21,28,31,105,36,26,35,21,34,2,6,8,7,3,9
8_7,2,6,12,18,26,30,94,32,28,32,20,30,4,6,6,8,4,11
8_8,1,5,12,21,27,32,98,33,31,32,22,33,4,7,9,6,5,6
8_9,1,5,11,19,26,32,94,33,31,31,21,30,4,6,8,7,6,9
8_10,0,6,15,21,27,32,101,32,32,33,21,36,6,9,6,6,5,7
9_1,4,9,17,18,23,29,100,33,25,32,14,35,5,8,1,5,6,9
9_2,2,8,13,15,18,24,80,26,22,26,10,28,6,5,2,3,6,6
9_3,3,7,13,16,24,30,93,33,27,31,17,29,4,6,3,8,6,5
