Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230601,23062,11,10,7,2,0,43,7,0,44,22,45,7,47,8,4,1,2,7,4,6,15
20230604,23063,3,11,6,5,1,30,17,2,31,23,30,14,37,4,9,3,2,5,3,11,13
20230604,400_1,8,8,6,2,0,27,20,1,34,25,34,14,30,5,2,5,6,4,2,7,6
20230604,400_2,8,9,6,2,0,26,21,1,34,25,36,15,31,5,3,5,7,4,2,7,5
20230604,400_3,7,10,6,3,0,26,21,1,34,24,35,15,29,4,2,4,7,4,2,8,5
20230604,400_4,8,9,6,2,0,26,21,1,35,25,36,15,31,5,2,4,7,4,2,8,5
20230604,400_5,8,9,6,2,0,26,22,1,35,25,37,15,32,5,3,4,7,3,2,8,5
20230604,600_1,8,8,8,3,0,29,18,1,37,27,39,19,31,5,3,3,12,3,3,10,8
20230604,600_2,7,8,8,3,0,29,18,0,37,27,39,19,30,5,3,3,12,3,3,9,8
20230604,600_3,8,9,8,3,0,29,19,0,37,27,40,19,30,5,3,3,12,2,3,9,8
20230604,600_4,7,8,7,2,0,29,19,1,37,28,40,20,30,5,3,3,12,2,3,9,7
20230604,600_5,7,8,7,2,0,29,19,1,37,29,40,22,31,5,4,3,13,1,3,10,7
20230604,1000_1,6,7,9,2,-1,27,22,1,34,25,38,14,36,6,4,3,6,3,3,9,8
20230604,1000_2,6,7,9,2,-1,26,22,1,34,25,37,15,35,6,4,3,6,3,2,8,7
20230604,1000_3,6,7,8,2,-1,27,22,1,33,25,36,15,34,6,4,3,7,3,2,8,6
20230604,1000_4,5,8,9,2,-1,26,23,2,33,25,37,15,35,7,5,3,7,2,2,10,7
20230604,1000_5,5,8,9,2,-1,26,23,2,33,25,37,16,37,6,6,3,7,2,2,10,7
