Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230601,23062,11,10,7,2,0,43,7,0,44,22,45,7,47,8,4,1,2,7,4,6,15
20230604,23063,3,11,6,5,1,30,17,2,31,23,30,14,37,4,9,3,2,5,3,11,13
20230604,400_1,6,11,4,2,0,24,22,3,34,28,35,18,37,5,7,5,5,5,4,15,8
20230604,400_2,1,15,10,4,-1,27,19,3,35,26,34,15,30,4,4,1,8,5,4,15,9
20230604,400_3,1,13,10,3,0,29,19,2,35,27,37,14,36,7,5,2,6,4,3,12,11
20230604,400_4,1,13,14,3,0,32,17,0,37,26,39,13,37,7,3,2,6,5,3,9,10
20230604,400_5,0,13,13,3,0,31,17,1,35,28,37,14,31,7,3,2,8,5,3,10,10
20230604,600_1,4,12,10,2,0,28,19,2,27,23,24,13,23,3,3,3,5,6,3,16,3
20230604,600_2,3,13,11,3,1,27,19,2,31,23,28,14,23,3,0,8,5,6,3,11,9
20230604,600_3,1,12,10,4,0,29,17,2,29,23,26,13,25,4,4,3,5,6,2,14,3
20230604,600_4,1,12,11,5,0,28,18,1,33,26,31,10,29,7,2,4,3,9,3,11,6
20230604,600_5,0,12,12,6,0,28,17,2,35,26,32,12,27,6,1,3,6,8,4,10,7
20230604,1000_1,7,9,5,0,1,34,12,1,34,23,31,15,27,2,2,6,6,5,3,11,6
20230604,1000_2,7,12,8,1,1,37,10,1,31,24,28,16,21,2,1,6,8,5,3,10,8
20230604,1000_3,8,8,6,2,1,34,12,0,34,26,31,13,27,5,2,3,7,7,2,11,5
20230604,1000_4,6,10,8,4,1,33,15,0,35,27,35,13,31,6,3,1,8,6,2,12,7
20230604,1000_5,6,10,8,3,1,33,15,0,34,27,34,14,29,6,4,1,9,6,2,11,8
