Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230914,23107,1,18,9,4,2,25,21,2,36,30,36,22,43,4,11,7,4,4,2,7,14
20230917,23108,3,13,11,3,2,23,20,5,25,23,21,15,14,2,3,2,10,6,4,8,8
20230917,400_1,3,14,9,1,3,29,16,0,34,25,32,19,37,1,6,10,1,3,2,4,8
20230917,400_2,1,15,10,2,3,27,17,1,36,26,34,18,41,2,8,9,1,5,2,5,11
20230917,400_3,1,15,10,3,3,27,17,1,37,25,34,19,41,2,7,10,1,4,2,6,10
20230917,400_4,4,12,8,3,3,27,16,1,37,27,36,20,43,3,9,8,2,3,2,5,8
20230917,400_5,4,12,9,4,2,29,15,1,39,25,40,18,50,4,11,3,2,2,2,7,9
20230917,600_1,3,12,9,3,3,32,14,0,33,21,35,14,36,4,2,9,2,2,2,8,4
20230917,600_2,1,12,9,5,1,31,16,0,38,19,39,13,44,3,6,6,1,2,2,6,6
20230917,600_3,2,12,9,4,1,33,14,0,36,19,37,12,41,3,4,7,0,2,2,9,5
20230917,600_4,7,11,8,3,3,30,14,0,35,23,38,17,39,4,5,7,4,1,2,9,6
20230917,600_5,5,10,7,2,2,28,17,1,39,23,42,16,44,5,6,6,4,1,2,8,9
20230917,1000_1,4,14,8,5,2,29,17,0,35,25,35,19,39,3,5,11,2,2,2,5,11
20230917,1000_2,3,14,8,5,2,27,19,0,37,27,37,19,42,3,8,7,3,3,2,5,11
20230917,1000_3,2,15,9,6,1,26,20,0,36,24,36,19,43,2,10,5,3,2,2,7,12
20230917,1000_4,2,11,8,3,0,29,18,1,37,21,37,17,43,2,10,2,4,1,2,9,10
20230917,1000_5,6,11,5,1,1,33,13,1,39,25,40,19,46,3,9,5,4,2,2,9,9
