Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230806,23090,10,7,9,1,6,35,9,0,32,30,32,28,35,1,7,17,4,1,3,7,2
20230808,23091,24,5,0,0,8,35,7,0,48,16,50,10,48,4,2,4,4,2,2,2,16
20230808,400_1,6,9,9,1,3,31,13,0,36,27,29,23,32,-1,7,12,3,5,3,10,0
20230808,400_2,8,8,8,0,4,31,12,0,35,27,28,24,33,-1,8,12,3,5,3,10,1
20230808,400_3,7,10,8,1,3,32,12,0,37,26,29,22,33,-1,8,10,4,5,3,9,2
20230808,400_4,5,10,8,2,2,32,13,0,38,26,30,21,34,-1,8,9,4,6,3,10,2
20230808,400_5,5,10,9,2,2,30,15,1,38,25,30,21,35,-1,8,9,3,6,3,11,2
20230808,600_1,6,8,7,1,3,28,16,1,30,25,28,21,32,1,5,14,1,2,3,8,2
20230808,600_2,9,7,8,1,5,29,13,1,30,25,27,21,33,1,6,13,1,3,3,7,4
20230808,600_3,9,8,7,2,5,30,12,1,30,24,27,20,32,0,5,13,1,4,3,6,4
20230808,600_4,7,9,8,2,4,28,15,1,30,24,27,19,32,1,5,12,0,3,3,7,4
20230808,600_5,6,10,9,2,2,25,18,2,31,23,28,19,31,0,5,12,1,4,3,7,4
20230808,1000_1,5,8,10,2,4,35,10,0,30,27,28,23,32,0,6,14,2,3,3,7,3
20230808,1000_2,7,8,10,0,7,34,8,0,29,28,28,24,32,1,6,14,2,2,3,7,3
20230808,1000_3,6,9,10,0,8,34,7,0,29,28,29,22,32,2,6,11,3,3,3,7,4
20230808,1000_4,5,11,10,0,6,34,8,0,31,27,29,21,31,2,7,9,4,4,3,7,4
20230808,1000_5,4,10,11,1,4,33,11,0,29,28,27,22,31,1,7,10,4,3,3,8,5
