Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231219,23146,10,12,0,0,2,24,22,2,34,30,23,17,17,1,3,5,9,12,3,11,3
20231221,23147,8,15,4,0,1,37,10,2,37,27,25,13,30,1,8,2,3,13,2,14,8
20231221,400_1,0,15,16,9,0,14,28,6,33,22,37,13,40,6,5,5,1,2,3,13,8
20231221,400_2,0,14,17,8,0,11,33,5,36,21,39,13,41,6,4,4,2,2,4,18,6
20231221,400_3,-1,16,16,6,0,10,33,6,34,23,37,13,40,6,5,5,2,3,4,15,5
20231221,400_4,-1,18,15,4,0,12,33,4,32,23,33,14,38,5,6,5,2,3,4,13,5
20231221,400_5,0,16,15,6,0,9,34,5,32,23,35,13,37,6,4,6,2,3,4,17,9
20231221,600_1,3,14,8,4,0,24,23,2,32,24,36,13,40,7,6,4,2,3,4,12,10
20231221,600_2,0,14,10,8,0,21,25,3,32,21,36,12,40,6,5,5,1,2,4,14,7
20231221,600_3,1,14,10,6,0,22,24,2,32,22,37,14,42,6,7,4,2,1,4,12,9
20231221,600_4,1,16,11,5,0,18,27,3,33,23,37,14,42,6,7,4,2,2,4,15,9
20231221,600_5,1,15,13,7,0,15,32,2,35,24,36,13,38,5,4,6,2,4,4,15,11
20231221,1000_1,0,14,14,8,0,18,26,3,33,23,33,13,37,4,6,4,3,5,4,12,9
20231221,1000_2,0,14,14,9,0,7,36,6,32,22,36,10,37,7,3,4,2,3,4,15,4
20231221,1000_3,0,14,14,8,0,7,35,6,34,22,37,11,37,6,3,5,3,4,4,17,5
20231221,1000_4,0,15,14,6,0,9,34,6,35,21,37,13,38,4,5,5,3,3,3,16,5
20231221,1000_5,-1,15,15,9,0,6,36,7,34,22,36,9,36,7,2,4,2,5,5,15,8
