Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230518,23056,2,19,10,2,0,29,21,0,41,25,37,9,33,6,1,3,5,10,4,14,1
20230521,23057,10,10,6,3,5,30,14,1,34,30,29,19,27,3,5,7,7,8,4,11,10
20230521,400_1,3,18,10,2,0,27,21,1,40,24,37,9,32,5,1,1,6,9,3,13,3
20230521,400_2,2,15,12,3,-1,29,19,1,35,24,31,12,31,4,4,2,5,8,2,14,3
20230521,400_3,4,14,9,2,-1,30,19,1,35,25,32,13,30,4,3,3,5,7,2,12,2
20230521,400_4,5,14,9,1,-1,31,18,1,37,23,35,12,30,4,1,3,6,6,2,10,3
20230521,400_5,5,15,10,1,1,30,16,1,43,21,45,10,37,5,-1,4,7,4,2,6,10
20230521,600_1,0,14,10,4,0,27,22,0,36,21,38,10,32,6,1,0,7,4,2,12,2
20230521,600_2,2,12,8,3,0,30,19,0,33,21,34,14,30,3,4,2,8,3,1,8,4
20230521,600_3,4,10,4,1,0,31,16,1,33,23,33,16,26,3,3,2,9,3,0,6,3
20230521,600_4,7,11,3,0,0,30,16,1,35,21,35,13,28,3,2,2,8,4,0,4,3
20230521,600_5,7,13,4,0,0,30,17,2,37,22,41,12,35,6,1,4,6,3,1,6,3
20230521,1000_1,1,16,10,3,0,21,25,2,37,24,34,11,31,5,2,3,6,7,4,13,6
20230521,1000_2,2,15,8,3,0,27,21,1,37,22,32,11,29,3,2,2,6,7,3,9,3
20230521,1000_3,4,14,5,0,0,34,15,0,36,26,33,14,28,4,3,2,8,7,3,9,0
20230521,1000_4,4,15,6,2,0,27,21,1,38,22,40,11,36,6,2,2,6,4,2,6,3
20230521,1000_5,4,15,8,2,1,29,18,0,42,20,44,11,42,5,2,3,5,3,2,5,8
