Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240611,24066,3,4,5,1,0,13,7,0,109,40,24,35,17,34,1,3,10,4,6,1,2,13,13
20240613,100_1,4,4,3,0,0,12,6,0,98,31,25,34,12,29,7,1,5,5,5,0,0,12,10
20240613,100_2,0,6,5,1,0,9,10,0,109,34,25,37,13,31,8,2,4,7,2,1,4,10,6
20240613,100_3,0,6,5,1,0,10,9,0,114,35,25,40,12,33,8,2,3,7,3,1,2,10,7
20240613,100_4,1,5,5,2,0,9,10,0,103,33,24,35,12,29,6,2,3,7,4,1,3,11,8
20240613,100_5,1,6,5,2,0,8,10,1,102,34,24,35,10,31,6,2,2,5,6,1,3,14,8
20240613,200_1,3,4,4,1,0,12,7,0,97,34,20,33,15,29,2,4,4,6,3,1,2,11,11
20240613,200_2,1,5,4,1,0,10,9,0,104,35,22,36,15,33,4,4,3,7,3,1,4,11,11
20240613,200_3,1,6,5,1,0,10,9,0,107,35,22,36,15,36,4,4,4,5,2,1,4,9,10
20240613,200_4,1,5,5,0,0,10,8,0,104,35,21,35,15,33,3,5,2,7,3,1,3,10,12
20240613,200_5,1,6,5,0,0,10,8,0,112,37,22,38,12,37,5,4,2,5,4,1,3,10,12
20240613,300_1,4,4,3,0,0,12,6,0,115,32,27,43,12,41,12,2,4,5,2,1,1,9,8
20240613,300_2,3,5,2,0,0,10,8,0,112,31,25,41,11,40,12,2,4,3,2,1,1,9,8
20240613,300_3,3,6,3,0,0,11,8,0,111,31,26,40,11,40,11,4,3,3,2,1,3,8,6
20240613,300_4,3,4,3,0,0,12,6,0,102,30,22,38,10,35,9,2,2,4,2,0,2,8,12
20240613,300_5,3,5,3,0,0,11,7,0,104,31,24,37,8,36,10,2,2,3,4,0,2,7,9
