Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20231105,23127,6,12,6,2,1,25,22,2,35,29,34,18,41,5,11,3,4,6,3,12,14
20231107,23129,18,5,1,0,3,32,15,0,40,26,43,11,41,9,4,1,6,6,2,5,7
20231107,400_1,12,6,6,0,1,22,24,2,35,27,30,18,30,1,6,5,6,7,2,9,11
20231107,400_2,11,6,5,1,1,20,25,2,36,26,33,15,36,4,6,5,4,6,2,8,12
20231107,400_3,9,6,7,0,1,22,23,2,38,24,38,15,39,4,4,6,4,4,2,8,12
20231107,400_4,3,10,10,2,2,29,14,3,43,23,42,14,40,3,3,5,5,5,3,11,9
20231107,400_5,2,13,15,7,0,17,24,6,35,23,30,12,27,3,2,5,5,7,4,19,9
20231107,600_1,6,12,9,0,2,37,8,1,41,18,41,9,40,4,2,3,3,4,2,3,10
20231107,600_2,5,13,9,0,2,38,8,1,41,19,42,9,41,4,2,4,3,4,2,3,10
20231107,600_3,4,12,11,1,1,36,10,1,45,16,45,9,44,3,2,3,3,3,3,5,8
20231107,600_4,4,12,10,2,2,33,10,3,46,15,45,11,43,1,1,6,3,2,3,3,6
20231107,600_5,6,15,10,4,1,24,18,5,34,22,33,13,31,3,1,8,3,4,4,13,6
20231107,1000_1,2,11,12,1,0,26,18,4,39,23,41,15,41,5,5,5,4,3,3,9,4
20231107,1000_2,3,12,9,1,0,27,17,3,40,20,44,13,43,5,2,7,3,1,3,4,2
20231107,1000_3,2,13,11,1,0,27,18,4,39,20,42,14,42,4,3,7,3,2,3,8,3
20231107,1000_4,2,13,11,2,0,28,16,4,39,21,41,14,40,4,3,7,3,2,3,9,3
20231107,1000_5,2,12,14,4,0,14,30,4,32,25,31,15,30,4,3,7,4,5,4,21,10
