key,gap,pro1,pro2,pro3,range1,range2
16_1___1__,2,-1.2,1.2,3.8,3,15
1_7___1__,1,-1.2,1.2,3.7,2,15
7_1___1__,1,-1.1,1.4,3.9,3,15
1_1___1__,2,-0.6,2.1,4.5,10,15
2_1___1__,2,-0.4,1.5,3.5,6,15
8_8___1__,1,-0.4,1.6,3.5,5,15
11_1___1__,2,-1.3,1.2,3.8,4,15
12_1___1__,2,-1.2,1.1,3.4,4,15
15_1___1__,2,-0.9,1.9,4.7,3,15
19_1___1__,2,-1.8,0.4,2.9,6,15
19_9___1__,1,-1.2,1.2,3.5,5,15
2_2___1__,2,-0.9,1.1,3.0,4,15
3_1___1__,2,-1.0,1.3,3.6,3,15
3_2___1__,2,-1.6,0.3,2.4,5,15
4_8___1__,1,-1.0,1.3,3.7,4,15
5_1___1__,2,-0.9,1.8,4.2,5,15
5_2___1__,2,-1.5,0.5,2.4,4,15
6_6___1__,1,-1.3,0.7,2.6,2,15
8_1___1__,2,-0.8,1.7,3.9,3,15
10_1___1__,4,-1.7,1.0,3.4,4,15
3_8___1__,3,-1.2,1.0,3.4,4,15
6_8___1__,3,-0.1,2.5,4.8,4,15
14_7___1__,3,-1.7,1.0,3.5,5,15
17_8___1__,3,-0.9,1.2,3.4,4,15
1_6___1__,1,-1.5,1.2,4.2,5,15
2_3___1__,2,-0.1,2.9,5.6,5,15
3_10___1__,3,-1.2,1.5,4.1,4,15
4_6___1__,3,-0.9,1.4,3.4,3,15
4_9___1__,1,-1.1,1.0,3.3,3,15
4_10___1__,3,-0.1,2.2,4.4,4,15
8_3___1__,2,-1.1,2.0,5.1,4,15
8_10___1__,3,-0.7,1.7,3.9,4,15
9_3___1__,2,-1.6,1.0,3.4,3,15
12_6___1__,1,-1.6,0.4,2.3,1,15
12_8___1__,1,-1.0,1.1,3.3,2,15
13_3___1__,2,-1.6,1.1,3.7,4,15
13_10___1__,1,-0.7,1.6,3.8,5,15
14_8___1__,3,-2.1,0.2,2.8,5,15
15_3___1__,2,-1.6,1.5,4.5,4,15
15_8___1__,1,-1.1,1.4,4.0,4,15
10_6___2__,1,-1.9,0.7,3.2,8,16
10_7___2__,1,-1.4,1.1,3.6,10,16
11_7___2__,1,-1.7,0.6,3.0,11,16
3_7___2__,1,-2.1,0.6,3.3,8,16
4_7___2__,1,-0.8,1.6,4.1,9,16
4_8___2__,1,-1.3,0.7,2.8,8,16
6_7___2__,1,-1.3,0.8,3.0,9,16
8_8___2__,1,-0.6,1.4,3.4,8,16
12_7___2__,1,-1.0,1.1,2.9,6,16
12_8___2__,1,-0.6,1.6,3.8,7,16
12_10___2__,1,-0.6,1.9,4.4,8,16
13_6___2__,1,-0.0,2.2,4.3,8,16
13_8___2__,1,-0.6,1.5,3.8,9,16
17_6___2__,1,-1.3,1.0,3.3,8,16
17_7___2__,1,-0.4,1.5,3.6,7,16
20_7___2__,1,0.0,2.4,4.8,6,16
20_9___2__,1,-1.2,1.2,3.5,8,16
2_7___2__,1,-0.9,0.8,2.6,4,16
3_8___2__,2,-0.4,1.5,3.5,8,16
4_9___2__,1,-0.7,1.4,3.2,8,16
12_3___2__,3,0.1,3.0,6.4,10,16
13_1___2__,2,-1.5,1.9,5.0,9,16
14_3___2__,3,-0.6,2.9,6.5,8,16
18_1___2__,3,-1.0,2.2,5.4,12,16
1_3___2__,3,-2.6,1.0,4.4,8,16
9_3___2__,1,-0.4,2.3,5.1,9,16
5_1___2__,2,-1.5,1.7,5.0,8,16
6_3___2__,2,-2.0,1.5,5.1,12,16
7_3___2__,3,-1.9,1.4,4.6,9,16
9_6___2__,1,-1.3,0.9,3.0,5,16
13_3___2__,1,-1.0,2.4,5.6,11,16
14_2___2__,3,-2.1,1.8,5.6,11,16
17_2___2__,1,0.1,2.8,5.7,13,16
2_1___2__,3,-1.2,1.8,4.7,10,16
4_1___2__,3,-2.1,1.0,4.0,10,16
6_2___2__,3,-1.7,1.8,5.2,12,16
7_1___2__,2,-0.3,2.3,4.8,8,16
8_1___2__,3,-1.2,1.3,3.6,4,16
8_2___2__,3,0.1,2.5,5.0,8,16
8_3___2__,2,0.9,3.6,6.5,9,16
20_7___3__,1,-0.5,1.4,3.0,13,20
12_7___3__,1,-1.1,0.8,2.7,12,20
9_10___3__,1,-1.0,0.8,2.5,14,20
13_8___3__,2,-0.9,0.7,2.3,18,20
1_7___3__,2,-0.7,2.1,4.8,14,20
1_10___3__,2,-1.2,0.7,2.3,19,20
2_7___3__,2,-1.2,1.1,3.5,12,20
6_8___3__,1,-0.5,1.2,2.9,19,20
9_8___3__,1,-0.9,1.0,2.9,15,20
9_9___3__,1,-0.0,2.0,4.1,15,20
12_8___3__,1,-1.7,0.1,1.9,12,20
13_2___3__,1,-1.5,0.6,2.4,20,22
14_2___3__,1,-0.4,1.9,4.2,18,20
15_6___3__,1,-1.4,0.5,2.4,15,20
16_7___3__,2,-0.8,1.3,3.3,12,20
20_8___3__,1,-1.6,0.4,2.5,13,20
2_2___3__,1,-0.4,1.6,3.6,18,20
3_7___3__,3,-0.5,1.4,3.5,14,20
3_8___3__,1,-0.4,1.0,2.4,14,20
5_7___3__,2,-0.9,1.2,3.5,13,20
8_3___3__,1,-0.8,1.7,3.9,14,20
1_6___3__,3,-0.4,2.8,5.9,15,20
5_1___3__,1,-0.0,2.5,4.8,15,20
8_1___3__,1,0.6,3.2,5.9,14,20
15_3___3__,1,-0.5,2.0,4.6,15,20
2_1___3__,1,-0.8,1.2,3.4,13,20
2_3___3__,1,0.4,2.8,5.3,16,20
4_3___3__,1,-0.1,2.8,5.6,15,20
6_1___3__,1,-0.0,2.0,4.2,17,20
6_3___3__,1,-1.0,1.2,3.7,17,20
8_2___3__,1,-1.5,1.2,4.1,16,20
9_3___3__,1,-0.1,2.6,5.1,16,20
13_1___3__,1,0.9,3.5,5.7,14,20
17_3___3__,1,-1.3,1.8,4.7,13,20
20_1___3__,1,-0.3,2.5,5.0,17,20
1_3___3__,1,-1.4,1.3,4.4,16,20
4_1___3__,1,-0.7,1.8,4.2,17,20
4_9___3__,2,0.0,2.2,4.3,17,20
5_3___3__,1,-0.2,2.3,5.0,16,20
6_6___3__,1,-1.4,1.2,3.8,14,20
6_1___4__,1,-1.7,1.2,4.0,18,22
7_1___4__,0,-1.3,1.4,4.0,19,22
12_10___4__,0,-1.4,0.7,3.2,20,22
15_7___4__,0,-1.0,1.1,3.5,22,25
1_10___4__,2,-2.0,0.8,3.6,22,23
9_9___4__,0,-1.6,0.8,3.5,21,22
11_1___4__,0,-1.3,1.3,4.0,14,22
19_7___4__,0,-0.7,1.2,3.1,18,22
1_1___4__,1,-1.3,1.3,4.1,20,22
1_2___4__,3,-1.0,1.3,3.8,22,25
2_7___4__,2,-1.4,1.0,3.2,20,22
3_10___4__,0,-0.3,1.8,3.8,20,22
9_10___4__,0,-1.4,1.9,5.0,21,22
12_1___4__,0,-1.5,1.4,4.3,12,22
15_6___4__,0,-0.8,1.2,3.3,22,24
17_1___4__,1,-0.6,1.5,3.7,18,22
18_7___4__,2,0.6,3.0,5.7,21,22
18_10___4__,2,-1.5,1.5,4.6,22,23
19_1___4__,1,-2.1,1.4,5.0,22,23
19_2___4__,1,-1.1,1.3,3.6,22,24
13_9___4__,6,-0.1,1.9,4.1,22,23
7_3___4__,6,-0.2,2.8,5.7,21,22
13_3___4__,6,-1.1,1.6,4.5,22,22
1_6___4__,4,0.3,3.7,7.0,22,22
6_6___4__,4,-0.3,2.5,5.2,22,24
6_9___4__,2,-0.0,2.2,4.4,21,22
9_3___4__,4,0.0,2.7,5.4,21,22
