Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241203,24139,0,4,10,2,0,14,5,1,125,44,14,39,7,42,1,4,2,1,6,1,2,14,8
20241205,24140,1,4,2,2,1,10,8,1,84,30,22,29,15,25,3,1,9,5,4,1,8,15,13
20241205,100_1,4,6,1,0,1,12,5,0,132,45,22,44,8,47,5,3,5,1,7,0,1,4,7
20241205,100_2,3,5,3,1,1,10,7,1,125,41,28,41,18,43,5,7,3,5,5,2,4,5,5
20241205,100_3,3,4,2,0,2,11,6,0,139,46,24,47,12,51,6,5,3,2,6,1,2,1,6
20241205,100_4,2,5,3,0,1,12,5,0,132,43,25,42,14,47,5,7,2,2,7,2,3,2,6
20241205,100_5,3,7,2,0,2,13,3,0,120,40,27,38,11,40,6,5,4,3,9,1,2,0,10
20241205,200_1,2,5,3,0,0,14,4,0,123,38,22,42,5,42,10,2,2,1,5,1,2,6,8
20241205,200_2,2,5,2,0,0,12,5,1,118,38,23,38,8,41,7,4,3,1,6,1,1,6,7
20241205,200_3,1,5,4,1,0,13,5,0,124,39,22,41,6,43,9,3,2,1,6,1,2,5,8
20241205,200_4,0,6,5,1,0,12,6,0,111,38,24,35,8,38,6,4,2,1,10,2,3,4,9
20241205,200_5,1,6,4,1,1,11,6,0,102,35,28,31,7,35,9,2,4,0,12,2,4,0,12
20241205,300_1,4,5,3,1,1,17,0,0,139,46,17,44,8,46,4,3,2,2,5,0,2,7,4
20241205,300_2,5,5,3,0,1,14,3,0,143,46,17,46,8,49,4,3,2,1,4,0,2,3,6
20241205,300_3,4,5,3,1,1,16,2,0,143,47,18,46,7,49,5,3,1,1,6,0,2,3,5
20241205,300_4,2,7,2,0,1,14,4,0,129,42,23,42,10,45,6,5,2,2,6,1,2,2,6
20241205,300_5,3,8,3,0,1,13,4,0,106,36,26,35,13,35,6,5,2,5,7,1,3,2,7
