Date,18_8,11_6,3_6,9_6,5_6,10_7,11_8,1_2,3_10,4_2,6_8,12_10,15_10,18_9,2_6,5_8,5_9,5_10,6_7,10_2
20240711,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0
20240714,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
20240716,1,1,1,0,1,1,1,0,1,0,0,0,1,2,0,0,0,2,1,0
20240718,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
20240721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20240723,0,1,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0
20240725,2,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,1,1,0
20240728,0,0,1,0,1,1,2,1,1,2,2,1,1,2,1,1,1,0,3,1
20240730,1,2,0,0,1,0,0,0,1,2,1,2,0,1,1,2,1,2,0,1
20240801,2,0,2,1,0,0,0,0,0,1,0,0,2,2,0,1,1,0,0,1
20240804,0,0,1,0,1,1,0,3,0,1,2,0,0,1,2,0,1,0,1,2
20240806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20240808,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,1,0,1,1,1
20240811,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20240813,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
20240815,3,3,0,0,1,0,1,0,1,0,2,0,1,0,2,1,0,1,0,0
20240818,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,2
20240820,1,0,0,0,0,0,0,3,0,1,0,1,0,0,2,3,2,0,0,1
20240822,1,3,0,1,0,0,1,1,1,0,1,0,0,2,1,0,1,0,2,0
20240825,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
20240827,0,0,2,1,0,2,1,1,0,0,1,1,2,1,0,0,1,1,1,0
20240829,0,1,0,0,0,2,1,0,2,0,2,1,0,1,1,1,2,1,0,2
20240901,0,0,1,0,0,0,3,1,2,1,1,1,2,0,0,0,1,2,2,3
20240903,0,1,1,2,1,0,0,1,2,1,0,3,1,1,1,1,0,0,3,1
20240905,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
20240908,1,0,3,0,0,1,1,1,0,0,0,0,1,1,2,0,0,1,0,0
20240910,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
20240912,0,1,0,0,0,1,3,0,1,1,2,2,0,0,0,0,1,1,0,0
20240915,0,0,1,0,1,3,1,2,0,3,0,0,0,1,1,0,0,0,0,1
20240917,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
20240919,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1
20240922,0,0,0,1,0,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0
20240924,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
