Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21
23036,20230402,2,2,1,1,3,4,1,3,2,23,3,12,4,11,11,7,2,6,3,3,4
23036,20230402,4,,,6,,,5,,,6,,,4,,,3,,,6,,,6,,,3,,,2,,,2,,,0,,,4,,,4,,,0,,,3,,,6,,,1,,,5,,,6,,,9
