30
red1
more
1_1___1__, 16, 0, [-1.6, 0.9, 3.4], [0, 0, 0, 0, 1, 1, 1, 0, 5, 0, 1, 0, 0, 1, 3, 6, 3, 2, 0, 0, 3, 0, 0, 1, 5, 2, 0, 6, 2, 3, 0, 1, 0, 0, 0, 5, 1, 4, 1, 0] (4, 7)
2_1___1__, 16, 1, [-0.8, 1.1, 3.0], [0, 0, 0, 1, 1, 1, 1, 4, 0, 1, 0, 0, 1, 0, 2, 0, 1, 3, 1, 1, 4, 4, 0, 0, 0, 3, 0, 3, 0, 3, 2, 2, 1, 1, 0, 1, 0, 1, 5, 1] (1, 7)
2_6___1__, 16, 0, [-0.5, 1.7, 3.9], [0, 0, 0, 0, 1, 2, 0, 0, 0, 4, 0, 2, 0, 1, 2, 1, 1, 5, 6, 1, 1, 0, 0, 1, 5, 2, 0, 4, 0, 0, 2, 3, 0, 1, 2, 1, 3, 1, 4, 1] (1, 7)
6_6___1__, 16, 0, [-0.8, 1.0, 2.9], [0, 0, 0, 0, 1, 0, 2, 1, 4, 0, 2, 0, 0, 0, 2, 7, 0, 0, 1, 3, 0, 3, 0, 0, 1, 5, 0, 1, 0, 4, 1, 1, 0, 3, 0, 1, 0, 1, 1, 2] (7, 8)
11_1___1__, 16, 1, [-0.9, 1.2, 3.2], [0, 0, 0, 1, 1, 1, 0, 0, 4, 0, 1, 0, 0, 1, 3, 0, 5, 3, 2, 0, 0, 0, 2, 0, 0, 0, 0, 3, 1, 2, 0, 4, 1, 1, 0, 1, 1, 0, 0, 0] (3, 7)
11_2___1__, 16, 1, [-0.1, 1.8, 3.7], [0, 0, 0, 1, 1, 1, 1, 2, 1, 0, 1, 0, 2, 2, 0, 6, 3, 4, 1, 1, 0, 0, 0, 0, 5, 2, 0, 4, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 2, 3] (3, 7)
15_9___1__, 16, 1, [-0.1, 2.2, 4.4], [0, 0, 1, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 4, 9, 3, 1, 0, 1, 1, 0, 0, 1, 5, 2, 0, 6, 2, 3, 0, 1, 0, 0, 2, 3, 1, 3, 0, 1] (3, 7)
18_2___1__, 16, 1, [-0.8, 1.4, 3.6], [0, 0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 4, 7, 3, 2, 1, 4, 0, 1, 5, 2, 0, 3, 0, 1, 2, 3, 0, 1, 0, 0, 2, 3, 6, 1, 0, 1] (3, 7)
19_1___1__, 16, 1, [-1.0, 1.1, 3.4], [0, 0, 0, 1, 1, 1, 0, 0, 4, 0, 1, 0, 0, 1, 0, 9, 3, 2, 0, 0, 0, 3, 0, 1, 3, 0, 0, 2, 0, 6, 2, 0, 2, 0, 1, 0, 0, 0, 1, 3] (2, 7)
2_2___1__, 15, 1, [-0.7, 1.0, 2.7], [0, 0, 2, 1, 1, 1, 2, 1, 0, 1, 0, 0, 1, 3, 6, 3, 2, 1, 1, 2, 0, 1, 5, 2, 0, 3, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 3, 4, 0] (4, 7)
