2: [3.7|6.0|8.2] [7, 9, 9, 6, 5, 8, 3, 7, 8, 9, 9, 9, 9, 3, 5, 8, 6, 8, 7, 9]
17: [4.3|6.1|8.0] [6, 5, 5, 5, 6, 6, 5, 10, 8, 7, 6, 7, 7, 9, 7, 9, 5, 7, 5, 7]
10: [4.7|6.8|8.9] [9, 5, 7, 6, 8, 8, 7, 7, 6, 7, 9, 9, 7, 3, 6, 7, 2, 9, 7, 5]
6: [4.9|6.8|8.7] [9, 7, 7, 7, 6, 8, 6, 7, 5, 8, 9, 5, 9, 4, 7, 8, 5, 9, 6, 6]
19: [4.9|6.8|8.8] [5, 9, 6, 9, 5, 8, 4, 9, 8, 6, 6, 8, 7, 8, 4, 9, 7, 7, 9, 7]
7: [5.0|7.0|8.8] [10, 9, 6, 7, 5, 8, 7, 6, 6, 6, 7, 8, 7, 7, 7, 6, 6, 9, 7, 7]
20: [5.3|7.0|8.9] [6, 9, 5, 9, 6, 5, 8, 6, 5, 9, 9, 8, 7, 7, 7, 9, 6, 6, 8, 7]
5: [5.2|7.1|9.0] [8, 7, 7, 8, 7, 5, 5, 6, 7, 10, 9, 8, 8, 7, 8, 10, 4, 10, 9, 7]
15: [5.3|7.1|8.8] [9, 5, 5, 7, 9, 4, 7, 7, 7, 5, 9, 7, 9, 5, 8, 8, 5, 8, 6, 7]
3: [5.5|7.1|9.1] [6, 7, 8, 8, 7, 9, 7, 7, 7, 7, 9, 5, 7, 5, 5, 7, 5, 7, 7, 8]
4: [5.5|7.3|9.0] [7, 9, 10, 8, 7, 7, 7, 8, 8, 7, 7, 8, 9, 7, 8, 8, 6, 9, 7, 5]
9: [5.8|7.5|9.4] [9, 8, 9, 7, 5, 7, 6, 7, 6, 8, 8, 6, 8, 7, 9, 8, 3, 7, 6, 6]
16: [5.6|7.6|9.5] [8, 8, 6, 7, 9, 8, 5, 6, 9, 8, 8, 5, 7, 8, 6, 7, 8, 8, 5, 8]
18: [5.6|7.7|9.9] [9, 7, 4, 8, 4, 5, 7, 7, 9, 7, 9, 9, 9, 4, 7, 4, 5, 9, 5, 9]
1: [5.7|7.8|9.8] [9, 6, 6, 5, 7, 10, 8, 7, 6, 7, 8, 6, 9, 7, 7, 6, 5, 10, 8, 6]
8: [6.1|7.8|9.8] [7, 9, 8, 6, 8, 8, 7, 8, 6, 10, 9, 6, 7, 7, 6, 8, 4, 6, 8, 7]
14: [5.8|7.9|10.1] [7, 8, 6, 7, 9, 7, 4, 7, 8, 7, 10, 6, 6, 8, 8, 4, 5, 10, 7, 8]
12: [6.0|7.9|9.8] [6, 7, 4, 7, 8, 9, 7, 8, 6, 8, 10, 5, 8, 9, 9, 4, 3, 8, 8, 7]
13: [5.8|8.0|10.2] [7, 10, 7, 7, 9, 6, 7, 7, 9, 7, 8, 7, 8, 8, 5, 9, 5, 10, 4, 7]
11: [6.2|8.3|10.4] [9, 10, 7, 3, 7, 9, 4, 9, 7, 7, 9, 6, 9, 8, 6, 10, 3, 7, 10, 6]
