Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230709,23078,5,14,15,5,0,32,16,2,37,25,38,22,33,2,6,5,11,1,2,2,1
20230711,23079,2,10,14,9,0,16,30,4,27,17,27,15,21,1,3,3,9,1,5,17,2
20230711,400_1,5,11,11,6,0,26,23,0,34,24,32,16,32,2,6,3,6,4,2,7,13
20230711,400_2,6,11,10,4,0,25,23,1,34,24,33,16,30,3,5,2,8,4,2,7,12
20230711,400_3,7,11,9,3,0,24,24,1,33,24,32,16,28,3,5,2,9,4,2,8,14
20230711,400_4,5,11,9,2,0,21,25,2,32,25,33,15,29,5,4,3,8,4,2,8,15
20230711,400_5,6,11,8,2,0,21,25,1,32,24,32,14,29,4,4,2,8,4,2,8,16
20230711,600_1,5,14,11,4,0,30,16,1,34,23,34,19,34,1,7,4,7,2,3,5,5
20230711,600_2,6,14,11,4,1,30,16,1,34,23,35,20,33,2,7,3,9,1,3,4,5
20230711,600_3,8,14,9,2,1,30,15,2,32,25,34,20,29,3,5,3,11,1,3,5,6
20230711,600_4,9,14,8,1,1,29,16,2,32,26,36,21,29,4,4,4,11,0,3,5,8
20230711,600_5,9,14,8,1,3,28,14,2,32,26,35,22,30,3,5,5,11,0,3,5,8
20230711,1000_1,4,14,9,3,0,24,21,4,32,24,31,18,28,2,5,4,8,2,4,8,6
20230711,1000_2,3,14,9,6,0,25,21,3,30,23,31,17,27,3,4,4,8,2,4,9,7
20230711,1000_3,2,14,8,5,0,23,21,3,30,24,30,18,25,3,4,4,9,3,4,11,9
20230711,1000_4,5,12,9,2,0,25,19,3,30,25,30,18,26,3,4,4,9,3,4,10,12
20230711,1000_5,1,13,8,4,1,24,20,3,29,24,29,18,25,3,4,5,8,3,4,10,11
