Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20240220,24018,1,15,19,6,0,27,19,4,119,35,23,43,13,41,9,2,7,4,1,1,7,16,16
20240222,24019,3,15,9,0,2,34,13,1,81,25,15,28,6,28,6,1,4,1,3,1,11,8,1
20240222,100_1,7,9,9,6,4,29,15,0,121,38,17,43,5,38,9,0,1,3,5,1,8,7,6
20240222,100_2,9,7,7,3,3,25,18,0,102,34,21,34,7,30,7,0,4,2,7,1,5,8,5
20240222,100_3,5,10,10,3,2,25,19,0,102,35,23,29,9,31,4,2,4,0,10,2,7,14,10
20240222,100_4,4,12,10,3,2,22,22,1,103,35,19,30,8,31,3,2,2,1,8,2,8,12,10
20240222,100_5,0,15,12,3,0,18,27,3,106,36,19,31,10,36,2,4,2,1,6,3,10,10,8
20240222,200_1,10,6,6,5,6,29,11,0,108,36,21,36,3,34,9,-1,3,1,9,1,2,9,6
20240222,200_2,8,7,6,3,3,27,16,1,103,34,22,36,6,33,8,0,2,3,7,1,2,8,5
20240222,200_3,7,8,9,2,5,26,15,2,95,35,21,29,6,32,4,2,2,0,10,0,3,16,10
20240222,200_4,5,9,8,2,3,24,20,1,105,35,20,35,6,36,7,2,3,1,7,0,1,11,8
20240222,200_5,10,9,5,0,2,24,21,1,105,35,23,33,11,35,4,4,6,1,7,1,1,8,5
20240222,300_1,8,7,8,2,2,24,18,2,121,39,20,42,10,39,6,1,4,4,3,0,5,9,9
20240222,300_2,11,8,6,2,3,27,15,1,111,38,21,37,10,34,4,1,5,3,5,1,1,8,8
20240222,300_3,9,8,8,1,4,28,14,1,107,39,21,33,8,34,3,3,2,3,9,1,3,11,10
20240222,300_4,8,9,6,1,3,27,16,2,110,40,20,33,9,36,2,4,3,1,8,1,2,9,8
20240222,300_5,4,15,6,2,2,26,18,3,104,38,21,31,11,36,1,6,3,1,8,2,4,8,4
