3_2: xx, [5, 8, 14, 20, 26, 30] [3, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 2, 0]
13_4: xx, [4, 8, 13, 18, 24, 28] [3, 2, 0, 1, 1, 0, 1, 1, 1, 2, 0, 1, 0, 3, 0, 1, 0, 2, 0, 0]
2_4: xx, [4, 9, 13, 17, 23, 28] [3, 2, 0, 1, 1, 1, 0, 2, 1, 0, 1, 2, 0, 2, 0, 1, 1, 0, 1, 0]
6_3: xx, [3, 8, 12, 17, 23, 28] [3, 1, 0, 2, 1, 2, 1, 1, 1, 1, 1, 0, 0, 2, 3, 2, 0, 1, 0, 0]
8_4: xx, [4, 9, 14, 17, 23, 28] [3, 1, 0, 2, 1, 0, 1, 1, 0, 1, 1, 2, 0, 2, 1, 1, 0, 0, 1, 1]
13_6: xx, [5, 8, 14, 24, 23, 30] [3, 1, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 3, 2, 2, 2, 1, 2, 1, 0]
2_1: xx, [10, 15, 20, 22, 27, 30] [3, 0, 0, 4, 1, 0, 4, 2, 0, 0, 1, 0, 2, 2, 1, 1, 1, 2, 1, 2]
7_4: xx, [4, 8, 13, 17, 23, 28] [3, 1, 0, 2, 1, 1, 1, 1, 1, 0, 1, 3, 1, 3, 0, 1, 0, 1, 0, 2]
9_7: xx, [3, 8, 9, 17, 27, 31] [3, 0, 1, 0, 0, 1, 3, 1, 0, 0, 1, 0, 2, 1, 0, 1, 1, 1, 2, 1]
13_7: xx, [6, 10, 15, 24, 24, 30] [3, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1, 0, 2, 1, 2, 1, 0, 2, 1]
14_2: xx, [4, 9, 15, 20, 25, 30] [3, 0, 1, 3, 2, 0, 2, 0, 1, 1, 3, 3, 3, 1, 0, 1, 1, 0, 1, 4]
14_3: xx, [3, 9, 13, 16, 23, 26] [3, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 0, 3, 1, 1, 3, 0, 1, 3, 2]
1_8: xx, [6, 13, 14, 22, 26, 27] [3, 0, 1, 0, 3, 1, 1, 0, 2, 2, 1, 2, 1, 0, 1, 1, 1, 2, 0, 1]
9_2: xx, [6, 12, 16, 19, 25, 31] [3, 0, 3, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 0, 0, 0, 2]
10_10: xx, [3, 9, 11, 17, 25, 31] [3, 2, 0, 0, 1, 2, 2, 2, 1, 2, 3, 1, 1, 0, 1, 1, 1, 0, 3, 0]
19_6: xx, [1, 4, 2, 17, 25, 29] [3, 1, 1, 0, 1, 0, 1, 2, 1, 0, 1, 1, 3, 2, 1, 1, 1, 2, 2, 0]
8_7: xx, [2, 6, 13, 18, 27, 28] [3, 0, 1, 1, 0, 1, 1, 3, 1, 1, 1, 0, 2, 2, 3, 3, 1, 1, 1, 0]
15_3: xx, [3, 8, 15, 18, 23, 27] [3, 1, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 2]
1_2: xx, [6, 13, 17, 21, 25, 30] [4, 1, 1, 1, 0, 2, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]
8_3: xx, [4, 8, 12, 16, 22, 27] [3, 2, 1, 0, 2, 1, 1, 1, 0, 1, 2, 1, 3, 3, 1, 1, 2, 1, 2, 2]
13_8: xx, [8, 13, 18, 26, 26, 31] [3, 1, 1, 0, 0, 1, 2, 4, 1, 1, 2, 0, 1, 2, 2, 1, 2, 1, 1, 2]
