Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21
23040,20230411,7,1,2,3,8,2,2,13,3,2,8,20,4,14,5,13,4,3,8,10,1
23040,20230411,4,,,6,,,5,,,6,,,4,,,3,,,6,,,6,,,3,,,2,,,2,,,0,,,4,,,4,,,0,,,3,,,6,,,1,,,5,,,6,,,9
