Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230803,23089,16,9,2,2,5,23,21,1,39,23,41,15,42,5,2,12,1,3,1,1,4
20230806,23090,10,7,9,1,6,35,9,0,32,30,32,28,35,1,7,17,4,1,3,7,2
20230806,400_1,4,14,11,2,1,27,17,2,30,22,30,18,26,1,5,4,8,2,3,9,8
20230806,400_2,1,15,13,2,0,26,19,3,31,21,30,17,25,1,4,4,8,2,3,11,7
20230806,400_3,0,16,13,5,0,25,19,3,25,21,26,15,23,2,5,1,8,3,3,11,9
20230806,400_4,0,15,15,5,0,21,23,3,27,20,26,12,25,3,5,1,5,4,3,14,10
20230806,400_5,1,14,13,4,0,21,22,3,28,21,30,16,27,2,5,2,8,1,3,12,6
20230806,600_1,4,12,10,5,0,30,18,0,27,24,28,19,24,2,3,10,6,1,2,9,6
20230806,600_2,3,15,12,5,0,29,20,0,31,24,32,19,29,3,2,11,5,1,3,8,5
20230806,600_3,1,15,13,5,0,13,32,4,27,21,30,12,29,5,3,5,4,3,3,12,6
20230806,600_4,0,15,14,5,0,16,32,2,29,22,28,13,27,3,2,6,4,4,4,14,5
20230806,600_5,2,14,12,3,0,19,29,1,30,23,29,15,25,3,2,6,5,5,3,12,4
20230806,1000_1,3,13,8,3,1,21,24,2,35,25,34,16,32,3,2,9,4,4,3,9,6
20230806,1000_2,2,13,10,5,1,21,24,2,37,25,35,18,32,3,2,10,5,4,2,10,5
20230806,1000_3,2,17,12,5,0,21,23,3,29,22,32,13,31,5,4,3,5,2,3,11,4
20230806,1000_4,2,17,14,5,0,17,27,3,30,22,32,13,30,5,3,4,5,2,3,11,6
20230806,1000_5,2,17,14,6,1,20,24,3,31,23,33,16,32,4,5,3,6,2,3,9,3
