Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230803,23089,16,9,2,2,5,23,21,1,39,23,41,15,42,5,2,12,1,3,1,1,4
20230806,23090,10,7,9,1,6,35,9,0,32,30,32,28,35,1,7,17,4,1,3,7,2
20230806,400_1,11,13,6,2,2,19,25,1,35,23,34,14,34,4,3,6,3,5,2,6,5
20230806,400_2,6,14,7,2,1,19,25,2,35,22,32,15,33,3,4,7,3,4,2,8,4
20230806,400_3,10,13,7,2,2,19,26,1,36,22,33,14,34,3,3,7,3,4,1,6,5
20230806,400_4,10,13,6,2,3,20,24,1,36,23,32,15,33,2,3,7,3,5,1,6,4
20230806,400_5,7,14,6,2,1,21,25,1,35,23,29,15,32,1,5,6,3,6,2,7,6
20230806,600_1,5,14,9,0,4,23,21,1,27,22,26,13,26,3,4,5,4,4,2,7,8
20230806,600_2,4,13,8,1,4,24,20,0,28,21,25,13,27,2,4,5,3,4,2,6,7
20230806,600_3,4,13,8,0,5,23,20,0,27,21,25,13,27,2,5,5,3,4,2,6,8
20230806,600_4,3,14,8,0,4,24,21,0,28,21,24,14,26,1,5,4,4,5,2,5,8
20230806,600_5,1,15,8,0,2,24,22,1,28,21,24,13,26,2,5,3,4,5,2,6,7
20230806,1000_1,8,12,11,3,3,21,23,1,30,23,32,13,28,5,2,5,6,3,2,10,9
20230806,1000_2,3,14,12,4,2,21,23,1,31,22,31,14,27,3,2,5,6,4,3,10,7
20230806,1000_3,6,13,12,4,3,22,22,1,30,22,30,14,27,4,2,5,5,4,2,10,7
20230806,1000_4,5,14,12,4,2,23,22,1,31,22,30,14,27,3,3,4,6,4,3,9,7
20230806,1000_5,2,15,12,4,1,23,22,2,31,21,29,13,27,3,3,4,6,5,3,10,7
