Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241008,24115,0,5,7,4,0,9,11,0,98,31,25,37,17,30,7,1,8,8,1,2,2,7,1
20241010,100_1,3,4,3,2,0,8,10,0,96,31,27,32,10,32,8,2,5,3,7,1,3,8,2
20241010,100_2,1,4,5,3,0,8,10,0,97,33,24,34,8,31,8,0,6,4,5,1,3,8,3
20241010,100_3,0,6,5,3,0,10,7,0,85,29,21,31,7,23,6,0,2,7,5,2,2,9,6
20241010,100_4,0,6,5,2,0,9,8,1,85,28,19,30,8,21,5,0,1,8,3,2,3,8,8
20241010,100_5,0,5,6,3,0,9,8,1,83,28,20,31,6,22,6,0,1,8,4,2,3,9,8
20241010,200_1,2,2,3,3,0,11,7,0,106,38,25,33,13,35,4,6,2,4,8,3,5,5,7
20241010,200_2,0,5,5,4,1,12,5,0,85,32,21,28,10,26,3,0,7,2,8,3,5,4,4
20241010,200_3,0,5,4,4,2,12,4,0,79,31,22,27,10,21,4,0,6,4,8,3,5,6,3
20241010,200_4,0,7,3,2,1,12,5,0,81,32,20,28,11,22,2,0,5,5,6,2,4,5,6
20241010,200_5,1,6,3,3,0,11,7,0,81,31,20,26,9,24,2,0,5,2,8,3,5,7,6
20241010,300_1,0,5,5,5,0,8,10,1,89,30,19,29,9,31,4,3,4,1,5,4,8,4,6
20241010,300_2,0,6,5,4,0,9,10,0,87,30,21,29,9,28,5,0,7,1,6,4,7,5,7
20241010,300_3,0,6,3,4,0,10,9,0,76,27,23,25,11,23,4,1,7,2,7,3,6,7,7
20241010,300_4,1,6,3,1,0,11,7,0,70,28,24,24,9,17,5,0,4,5,9,2,4,7,7
20241010,300_5,1,5,3,3,0,10,8,0,68,26,23,22,9,19,5,0,6,2,9,3,5,6,9
