key,gap,pro1,pro2,pro3,range1,range2
2_1___1__,0,-0.7,1.1,3.1,1,3
11_1___1__,0,-0.9,1.2,3.3,1,3
2_6___1__,0,-0.5,1.6,3.8,1,9
3_1___1__,0,-1.8,0.7,3.3,1,6
4_2___1__,0,-1.3,0.7,2.5,1,2
8_2___1__,0,-1.2,0.9,2.7,1,3
11_2___1__,0,0.0,1.8,3.7,1,2
12_1___1__,0,-1.5,1.1,3.6,1,3
15_9___1__,0,0.0,2.2,4.4,1,3
18_2___1__,0,-0.7,1.4,3.7,1,2
19_1___1__,0,-1.1,1.1,3.4,1,3
1_1___1__,0,-0.1,2.1,4.7,1,7
2_2___1__,0,-0.9,1.0,2.8,1,2
2_7___1__,0,-1.0,0.9,2.7,1,8
5_2___1__,0,-0.2,1.8,3.9,1,2
6_6___1__,0,-0.5,1.4,3.1,1,8
9_2___1__,0,-0.9,1.0,2.9,1,2
12_2___1__,0,-0.8,1.4,3.5,1,4
12_6___1__,0,-0.8,1.1,2.9,1,8
13_9___1__,0,-1.0,1.3,3.6,1,6
1_6___1__,0,-1.3,1.7,4.5,1,3
1_8___1__,0,-1.2,1.4,3.9,1,4
5_7___1__,0,-1.6,1.1,3.8,1,10
11_7___1__,0,-0.2,1.9,3.9,1,11
18_7___1__,0,0.2,2.0,4.1,1,5
19_7___1__,0,-0.3,1.9,4.2,1,6
3_8___1__,0,-1.0,1.2,3.4,1,6
5_6___1__,0,-0.1,2.1,4.3,1,8
5_9___1__,0,-0.8,1.6,4.0,1,7
9_7___1__,0,-0.9,1.6,3.9,1,4
11_6___1__,0,-0.6,1.3,3.3,1,8
14_7___1__,0,-1.2,1.3,3.7,1,11
14_8___1__,0,-0.6,1.7,4.0,1,8
14_9___1__,0,-0.4,2.2,4.6,1,7
15_8___1__,0,-0.4,1.9,4.6,1,2
19_8___1__,0,0.1,2.9,5.9,1,6
20_7___1__,0,-1.1,1.1,3.2,1,8
3_3___1__,0,-2.0,0.7,3.6,1,3
3_10___1__,0,-1.1,1.4,4.0,1,6
4_10___1__,0,0.0,2.3,4.5,1,5
3_2___2__,0,-1.8,0.6,2.8,7,9
9_8___2__,0,-1.3,1.1,3.6,7,12
4_1___2__,1,-2.4,0.5,3.3,7,9
15_8___2__,1,-1.3,0.8,2.7,7,12
2_8___2__,4,-1.5,0.3,2.1,7,15
8_1___2__,0,-2.0,0.7,3.4,5,7
11_1___2__,1,-2.2,0.7,3.6,7,11
11_2___2__,0,-2.1,1.7,5.7,7,10
12_1___2__,1,-2.7,0.7,4.3,7,12
12_2___2__,0,-1.3,2.4,6.0,7,14
14_7___2__,0,-1.2,1.0,3.3,7,15
19_3___2__,1,-0.5,2.3,5.3,7,11
1_1___2__,5,-1.2,2.1,4.9,7,8
2_2___2__,1,-1.5,1.3,4.3,7,10
4_10___2__,1,-1.3,0.7,2.5,7,13
5_1___2__,1,-1.7,1.6,4.7,2,7
8_9___2__,1,-1.6,0.7,2.7,7,17
9_9___2__,1,-1.2,1.4,3.8,7,13
10_1___2__,1,-1.6,1.1,4.2,7,7
12_6___2__,1,-0.4,1.7,3.8,7,10
4_6___2__,1,0.0,2.6,5.1,7,11
6_2___2__,5,-1.2,2.0,4.9,7,9
11_6___2__,1,-1.2,1.2,3.6,7,13
17_6___2__,1,-0.6,1.5,3.7,7,14
18_6___2__,5,-0.8,1.5,3.9,7,13
18_7___2__,1,-1.0,1.1,3.2,7,13
19_8___2__,1,-0.8,1.9,4.4,7,13
1_8___2__,8,-0.6,1.7,4.0,7,15
4_3___2__,1,-1.4,1.8,5.1,7,10
7_2___2__,3,-1.0,1.6,4.3,7,9
7_3___2__,1,-2.5,1.1,4.4,7,7
8_6___2__,1,0.2,2.4,4.7,7,10
10_7___2__,10,-1.2,0.8,2.9,7,9
11_10___2__,1,-1.0,1.2,3.7,7,17
13_6___2__,1,-0.7,1.5,3.9,7,7
13_10___2__,1,-0.3,1.9,4.1,7,13
14_3___2__,1,-2.2,1.2,4.6,7,10
14_9___2__,5,-0.6,2.0,4.5,7,16
14_10___2__,1,-2.0,0.9,4.0,7,15
16_6___2__,1,-1.4,1.3,3.8,7,11
5_10___3__,1,-0.2,1.8,3.8,10,18
9_10___3__,1,-0.4,1.4,3.2,10,16
1_10___3__,1,-0.9,1.0,2.8,10,18
2_8___3__,1,-1.3,0.4,2.3,10,18
2_10___3__,1,0.1,1.9,3.7,10,18
8_8___3__,1,-0.7,1.1,3.0,10,12
16_2___3__,4,-1.2,1.2,3.7,10,17
19_2___3__,4,-0.6,1.2,3.2,10,18
2_2___3__,0,-1.4,0.8,3.1,10,14
3_2___3__,0,-0.6,2.0,4.4,10,11
3_7___3__,1,-0.3,1.5,3.4,10,19
