key,gap,pro1,pro2,pro3,range1,range2
20_8___1__,0,-0.2,1.9,4.0,2,6
7_7___1__,0,-1.1,1.1,3.3,3,6
10_9___1__,3,-0.8,1.0,2.9,2,6
12_7___1__,1,-0.0,2.0,4.0,2,6
16_6___1__,1,-0.5,1.3,2.9,2,6
16_7___1__,0,-0.3,1.3,3.1,2,6
20_9___1__,0,-0.9,1.2,3.1,3,6
4_1___1__,1,-0.8,1.7,3.9,1,6
7_6___1__,1,-0.4,1.1,3.1,4,6
10_6___1__,0,-0.2,1.5,3.4,1,6
12_6___1__,5,0.3,2.0,3.8,1,6
16_8___1__,0,-0.0,1.6,3.3,3,6
18_6___1__,6,-0.6,1.0,2.7,6,9
19_8___1__,5,-1.7,0.4,2.6,6,8
20_6___1__,6,-0.7,1.0,2.9,2,6
2_9___1__,3,-0.3,1.3,3.0,4,6
3_6___1__,0,-0.4,1.6,3.6,4,6
3_7___1__,3,-0.9,1.0,3.0,3,6
3_9___1__,3,0.1,1.9,3.8,2,6
6_9___1__,5,-1.6,0.4,2.5,5,6
13_1___1__,5,-0.3,1.8,3.9,3,6
1_10___1__,9,-0.3,1.6,3.6,2,6
2_3___1__,9,0.2,2.5,4.9,6,6
5_1___1__,5,-0.0,1.9,4.0,0,6
5_3___1__,9,-0.9,1.7,4.4,5,6
6_2___1__,5,-0.6,1.6,3.9,3,6
8_1___1__,7,-0.2,2.0,4.2,1,6
13_3___1__,5,-0.8,1.9,4.6,5,6
15_1___1__,5,-1.0,1.7,4.3,3,6
16_1___1__,7,0.2,2.4,4.6,1,6
17_6___1__,7,-0.5,1.6,3.6,6,8
18_2___1__,5,0.1,2.2,4.4,4,6
2_2___1__,5,-0.9,1.1,3.1,3,6
2_6___1__,1,0.4,2.4,4.4,2,6
3_1___1__,5,-1.1,1.4,3.8,1,6
5_7___1__,5,-1.4,0.8,3.1,4,6
6_1___1__,9,0.5,2.6,4.7,1,6
6_8___1__,5,0.5,2.3,4.1,6,6
7_10___1__,7,-0.6,1.6,3.8,6,6
8_3___1__,7,-1.2,1.8,4.5,5,6
7_1___2__,3,-1.9,0.9,3.7,4,10
12_6___2__,0,-0.5,1.6,3.6,6,10
3_6___2__,0,-0.8,1.7,4.4,8,10
4_10___2__,3,-1.6,0.3,2.2,8,10
7_10___2__,0,-1.3,0.8,2.8,10,15
8_7___2__,0,-0.8,1.3,3.5,10,10
12_1___2__,1,-2.6,1.1,4.7,2,10
14_6___2__,1,-1.0,1.0,2.9,10,12
16_10___2__,0,-0.1,1.8,3.6,9,10
17_8___2__,0,-0.5,1.6,3.8,10,11
5_8___2__,0,-0.9,1.3,3.3,9,10
7_6___2__,1,-1.4,1.0,3.3,10,10
8_2___2__,2,-0.7,2.1,4.8,10,10
8_8___2__,0,-0.9,1.1,2.9,10,11
8_9___2__,0,-0.9,1.3,3.5,8,10
9_6___2__,0,-0.1,1.7,3.7,9,10
11_7___2__,1,-0.3,2.1,4.4,10,11
12_7___2__,0,-1.0,1.2,3.2,9,10
13_1___2__,1,-1.5,1.6,5.0,4,10
14_2___2__,3,-1.9,1.5,4.8,10,10
1_6___2__,5,-1.9,1.6,5.0,8,10
7_3___2__,5,-1.4,2.0,5.4,10,13
14_3___2__,3,-0.8,2.3,5.6,10,10
20_6___2__,1,-0.1,2.0,4.0,10,10
1_3___2__,3,-0.7,2.5,5.5,9,10
1_7___2__,4,-0.0,2.5,5.1,9,10
8_3___2__,7,-0.3,3.4,7.2,8,10
18_3___2__,5,0.3,3.7,6.8,10,10
20_7___2__,1,-0.4,2.1,4.4,8,10
1_8___2__,5,-0.9,1.6,4.3,10,12
1_9___2__,5,0.3,2.6,4.6,9,10
1_10___2__,0,-1.4,1.5,4.5,9,10
2_2___2__,3,-0.8,2.4,5.2,8,10
2_8___2__,3,-0.3,1.5,3.3,7,10
3_7___2__,5,-1.4,1.2,3.9,7,10
3_10___2__,5,-0.6,1.4,3.4,10,10
4_2___2__,5,-0.1,2.4,4.8,10,11
4_3___2__,0,-0.1,3.2,6.4,10,10
4_7___2__,5,-0.6,1.9,4.5,9,10
4_9___2__,5,-1.0,1.2,3.3,5,10
12_6___3__,0,-0.9,1.0,3.2,11,14
13_6___3__,2,-0.7,1.4,3.3,11,16
14_6___3__,0,-0.0,1.2,2.5,11,15
14_8___3__,0,-0.7,0.8,2.4,11,13
15_6___3__,2,-0.8,1.2,3.4,11,11
1_10___3__,0,-1.0,1.0,2.8,11,12
4_7___3__,2,-1.1,0.7,2.4,11,13
8_8___3__,0,-0.7,1.2,3.1,11,17
8_10___3__,0,-0.3,1.7,3.7,11,15
13_7___3__,0,-1.1,0.8,2.5,11,13
13_8___3__,0,-1.3,0.6,2.6,11,12
13_10___3__,0,-1.4,0.8,3.1,11,20
14_10___3__,0,0.3,2.1,4.0,11,14
16_10___3__,0,-0.2,1.6,3.5,11,14
18_6___3__,0,-1.3,0.6,2.6,11,15
20_8___3__,0,-0.6,1.4,3.6,11,15
1_6___3__,0,-0.4,2.2,4.8,11,11
2_1___3__,0,-1.9,0.5,2.8,10,11
3_1___3__,2,-0.6,1.4,3.6,6,11
3_2___3__,2,-2.1,0.3,3.0,11,13
15_1___3__,3,-0.2,2.0,4.4,10,11
2_9___3__,0,-0.5,1.3,3.2,11,17
12_1___3__,2,-1.2,0.8,3.0,4,11
19_8___3__,2,-0.5,1.2,3.0,11,14
1_7___3__,2,0.1,2.2,4.3,11,12
1_8___3__,2,-1.1,1.3,3.4,11,15
3_7___3__,2,-1.0,1.1,2.8,11,14
5_7___3__,0,0.0,2.2,4.4,11,11
5_8___3__,0,-0.5,2.2,4.6,11,11
5_9___3__,0,-0.5,1.4,3.6,11,14
6_1___3__,0,-1.3,0.9,3.1,6,11
6_3___3__,0,-0.5,1.5,3.6,11,17
10_1___3__,2,-0.9,1.4,3.8,9,11
10_8___3__,0,-1.2,1.0,3.1,11,18
13_9___3__,2,-0.5,1.4,3.4,11,19
14_1___3__,2,-0.5,1.6,3.5,6,11
17_3___3__,0,-0.4,1.7,4.1,11,17
19_6___3__,0,-0.8,1.3,3.4,11,14
19_9___3__,2,-0.2,1.5,3.4,11,16
1_9___3__,2,0.8,2.5,4.1,11,13
10_6___4__,0,-0.7,1.6,4.0,17,18
10_9___4__,0,-0.8,1.2,3.2,18,20
4_9___4__,1,-0.5,1.0,2.6,16,18
8_8___4__,0,-0.5,1.4,3.3,18,22
8_10___4__,0,-1.4,0.5,2.5,18,22
10_7___4__,0,-1.0,1.0,2.8,17,18
15_1___4__,2,-1.3,0.7,2.8,12,18
17_1___4__,0,-1.4,0.9,3.3,16,18
1_10___4__,2,-0.5,1.3,3.2,16,18
4_6___4__,0,-1.2,1.0,3.1,15,18
6_6___4__,0,-0.3,2.0,4.4,18,18
10_8___4__,0,-0.1,1.8,3.8,18,20
5_1___4__,0,-0.7,1.1,3.0,14,18
7_7___4__,0,-0.8,1.7,4.0,18,18
8_6___4__,2,-0.5,1.7,3.6,18,23
11_1___4__,0,-0.8,1.7,4.2,11,18
11_10___4__,0,-0.3,1.5,3.6,18,21
12_6___4__,0,-0.7,1.5,3.7,18,20
12_10___4__,0,-0.0,1.8,3.7,18,18
13_6___4__,0,-0.6,1.3,3.1,18,20
1_6___4__,2,-0.6,2.3,4.9,17,18
7_1___4__,2,-0.4,1.7,3.8,13,18
11_6___4__,0,-0.3,2.1,4.5,16,18
16_6___4__,0,-0.3,2.3,4.9,18,20
16_7___4__,0,0.5,2.9,5.3,18,21
