Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50
16054,20160512,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
16055,20160515,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
16056,20160517,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16057,20160519,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
16058,20160522,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0
16059,20160524,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
16060,20160526,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1
16061,20160529,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0
16062,20160531,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
16063,20160602,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
16064,20160605,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
16065,20160607,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
16066,20160609,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
16067,20160612,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1
16068,20160614,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0
16069,20160616,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16070,20160619,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16071,20160621,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
16072,20160623,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
16073,20160626,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16074,20160628,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0
16075,20160630,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1
16076,20160703,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
16077,20160705,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
16078,20160707,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0
16079,20160710,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
16080,20160712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
16081,20160714,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
16082,20160717,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1
16083,20160719,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
16084,20160721,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0
16085,20160724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
16086,20160726,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
16087,20160728,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1
16088,20160731,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
16089,20160802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16090,20160804,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
16091,20160807,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0
16092,20160809,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1
16093,20160811,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
16094,20160814,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0
16095,20160816,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16096,20160818,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
16097,20160821,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
16098,20160823,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
16099,20160825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16100,20160828,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1
16101,20160830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16102,20160901,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1
16103,20160904,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
16104,20160906,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1
16105,20160908,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1
16106,20160911,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0
16107,20160913,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
16108,20160915,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16109,20160918,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16110,20160920,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
16111,20160922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16112,20160925,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0
16113,20160927,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16114,20160929,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
16115,20161002,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
16116,20161004,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
16117,20161006,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
16118,20161009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
16119,20161011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16120,20161013,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0
16121,20161016,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
16122,20161018,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
16123,20161020,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0
16124,20161023,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16125,20161025,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
16126,20161027,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
16127,20161030,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1
16128,20161101,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1
16129,20161103,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
16130,20161106,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
16131,20161108,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0
16132,20161110,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
16133,20161113,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16134,20161115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16135,20161117,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
16136,20161120,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
16137,20161122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16138,20161124,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
16139,20161127,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16140,20161129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16141,20161201,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1
16142,20161204,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
16143,20161206,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
