Game,Date,P1,P19,P9,P15,P#,P2,P16,P#,P5,P#,P17,P10,P3,P12,P#,P8,P#,P18,P#,P13,P#,P11,P4,P#,P14,P7,P#,P6,P#,P20,P#
23013,20230207,1,1,2,1,#,1,7,#,3,#,7,3,3,4,#,1,#,4,#,5,#,2,6,#,1,3,#,2,#,1,#
23014,20230209,3,12,9,2,#,1,5,#,17,#,11,9,5,3,#,16,#,9,#,7,#,5,4,#,7,7,#,6,#,16,#
23015,20230212,1,3,1,3,#,4,4,#,3,#,2,6,1,5,#,11,#,4,#,1,#,2,3,#,9,1,#,6,#,1,#
23016,20230214,2,1,1,2,#,7,1,#,1,#,2,1,4,2,#,2,#,1,#,3,#,1,1,#,1,1,#,2,#,3,#
23017,20230216,4,3,4,10,#,5,8,#,6,#,5,3,8,7,#,7,#,1,#,7,#,3,6,#,6,1,#,8,#,8,#
23018,20230219,8,4,11,4,#,3,1,#,3,#,5,2,6,7,#,7,#,3,#,2,#,2,5,#,7,9,#,5,#,7,#
23019,20230221,4,9,9,9,#,5,7,#,13,#,6,9,7,10,#,13,#,2,#,6,#,15,12,#,6,10,#,3,#,3,#
23020,20230223,1,8,2,3,#,5,9,#,1,#,12,7,14,8,#,17,#,9,#,5,#,16,2,#,9,5,#,9,#,16,#
23021,20230226,1,5,3,8,#,1,2,#,6,#,3,13,11,3,#,5,#,10,#,2,#,5,17,#,7,2,#,5,#,9,#
23022,20230228,4,5,1,3,#,3,7,#,6,#,5,2,3,6,#,3,#,1,#,4,#,3,13,#,1,5,#,7,#,4,#
23023,20230302,2,3,2,1,#,4,11,#,1,#,2,1,3,3,#,3,#,3,#,1,#,11,4,#,4,3,#,1,#,4,#
23024,20230305,4,8,7,7,#,10,5,#,5,#,3,5,4,3,#,4,#,2,#,1,#,2,3,#,1,5,#,6,#,3,#
23025,20230307,4,3,5,1,#,1,6,#,2,#,6,1,2,4,#,4,#,1,#,5,#,11,2,#,2,4,#,7,#,3,#
23026,20230309,2,17,2,10,#,9,17,#,21,#,9,16,5,7,#,9,#,14,#,7,#,19,7,#,8,7,#,20,#,18,#
23027,20230312,5,9,7,4,#,1,6,#,1,#,11,8,11,12,#,4,#,4,#,1,#,5,6,#,8,2,#,2,#,6,#
23028,20230314,5,12,5,3,#,4,7,#,5,#,4,4,1,4,#,2,#,7,#,7,#,3,2,#,3,3,#,16,#,2,#
23029,20230316,1,3,19,8,#,9,6,#,11,#,7,6,10,10,#,13,#,11,#,4,#,4,1,#,1,11,#,9,#,6,#
23030,20230319,1,2,10,4,#,10,3,#,3,#,11,3,7,11,#,6,#,4,#,9,#,3,5,#,5,13,#,14,#,9,#
23031,20230321,2,12,4,15,#,1,1,#,10,#,3,4,4,1,#,11,#,1,#,9,#,9,8,#,5,4,#,10,#,4,#
23032,20230323,6,6,2,10,#,1,1,#,5,#,7,4,4,2,#,5,#,1,#,3,#,5,3,#,3,3,#,2,#,4,#
23033,20230326,3,1,4,3,#,5,9,#,1,#,1,3,1,3,#,2,#,14,#,3,#,5,10,#,2,2,#,6,#,3,#
23034,20230328,10,2,4,5,#,3,3,#,9,#,2,2,2,3,#,12,#,3,#,6,#,1,3,#,6,5,#,1,#,5,#
23035,20230330,1,1,2,1,#,5,2,#,1,#,5,4,8,1,#,1,#,1,#,6,#,1,3,#,2,2,#,2,#,1,#
23036,20230402,2,7,2,2,#,2,4,#,3,#,7,23,1,1,#,3,#,3,#,8,#,13,1,#,4,1,#,4,#,2,#
23037,20230404,1,1,3,1,#,3,1,#,6,#,5,5,8,3,#,1,#,1,#,5,#,4,1,#,6,9,#,7,#,4,#
23038,20230406,3,5,2,1,#,5,5,#,4,#,4,1,2,1,#,1,#,2,#,2,#,1,3,#,2,8,#,3,#,2,#
23039,20230409,3,2,4,2,#,10,1,#,1,#,1,4,4,1,#,7,#,7,#,10,#,4,2,#,8,5,#,1,#,1,#
23040,20230411,7,1,3,1,#,1,3,#,8,#,2,2,2,1,#,13,#,7,#,5,#,3,3,#,10,2,#,2,#,1,#
23041,20230413,4,2,1,11,#,2,2,#,11,#,16,8,7,3,#,8,#,12,#,1,#,6,7,#,12,15,#,1,#,11,#
23042,20230416,5,2,9,9,#,4,4,#,2,#,3,3,14,9,#,8,#,4,#,5,#,12,9,#,14,1,#,1,#,4,#
23043,20230418,5,6,10,1,#,2,9,#,1,#,3,9,6,3,#,4,#,3,#,8,#,4,10,#,5,4,#,19,#,5,#
23044,20230420,4,5,1,8,#,2,5,#,5,#,5,5,3,1,#,8,#,8,#,8,#,4,1,#,7,3,#,10,#,14,#
23045,20230423,4,10,12,3,#,5,2,#,4,#,10,6,14,16,#,7,#,16,#,12,#,7,6,#,12,2,#,3,#,8,#
23046,20230425,17,4,5,4,#,6,14,#,2,#,4,9,11,1,#,4,#,10,#,7,#,1,7,#,2,9,#,3,#,4,#
23047,20230427,4,8,10,7,#,3,7,#,1,#,9,1,7,8,#,1,#,2,#,3,#,1,6,#,8,1,#,9,#,7,#
23048,20230430,4,4,6,11,#,1,4,#,4,#,7,9,2,6,#,10,#,9,#,10,#,5,5,#,2,2,#,1,#,4,#
23049,20230502,3,9,1,5,#,2,1,#,1,#,5,5,2,1,#,2,#,1,#,3,#,4,1,#,1,2,#,1,#,1,#
23050,20230504,2,1,9,3,#,2,8,#,2,#,1,5,3,1,#,10,#,5,#,9,#,3,3,#,1,2,#,7,#,8,#
23051,20230507,5,3,4,7,#,9,15,#,17,#,19,2,10,10,#,25,#,17,#,18,#,10,4,#,10,9,#,17,#,4,#
23052,20230509,2,1,1,1,#,4,1,#,2,#,1,2,3,4,#,1,#,1,#,1,#,1,1,#,1,3,#,4,#,6,#
23053,20230511,6,2,5,1,#,8,3,#,1,#,5,6,2,2,#,8,#,10,#,5,#,5,4,#,3,7,#,4,#,3,#
23054,20230514,1,2,4,3,#,12,1,#,2,#,1,3,3,3,#,2,#,1,#,2,#,3,2,#,3,2,#,2,#,2,#
23055,20230516,4,2,6,1,#,2,3,#,10,#,6,2,1,2,#,1,#,13,#,1,#,6,3,#,1,2,#,4,#,5,#
23056,20230518,3,5,3,2,#,2,2,#,10,#,7,2,2,8,#,4,#,1,#,6,#,1,8,#,4,1,#,5,#,3,#
23057,20230521,2,3,7,2,#,7,3,#,7,#,4,1,1,4,#,1,#,7,#,3,#,6,1,#,8,15,#,1,#,5,#
23058,20230523,2,6,1,7,#,16,13,#,19,#,2,2,6,8,#,1,#,4,#,3,#,2,14,#,8,4,#,1,#,7,#
23059,20230525,1,10,8,2,#,11,2,#,8,#,2,2,2,4,#,12,#,6,#,1,#,2,5,#,6,8,#,12,#,2,#
23060,20230528,2,1,3,4,#,1,3,#,3,#,12,7,4,1,#,6,#,2,#,2,#,1,1,#,3,6,#,5,#,10,#
23061,20230530,1,1,1,1,#,5,2,#,11,#,2,7,1,6,#,4,#,2,#,7,#,4,1,#,1,6,#,2,#,1,#
23062,20230601,6,10,2,12,#,7,2,#,9,#,6,1,6,10,#,1,#,4,#,8,#,5,9,#,1,11,#,4,#,7,#
23063,20230604,1,4,13,12,#,7,7,#,2,#,1,9,2,4,#,3,#,10,#,2,#,6,3,#,3,3,#,4,#,2,#
23064,20230606,10,5,13,5,#,13,5,#,1,#,4,9,6,14,#,7,#,7,#,14,#,1,2,#,2,19,#,10,#,6,#
23065,20230608,4,6,1,13,#,17,21,#,5,#,6,3,4,1,#,3,#,3,#,11,#,14,2,#,3,12,#,2,#,4,#
23066,20230611,6,5,6,10,#,11,10,#,10,#,3,7,10,4,#,11,#,5,#,2,#,3,16,#,5,2,#,1,#,6,#
23067,20230613,5,8,10,7,#,6,3,#,4,#,2,2,1,6,#,4,#,9,#,9,#,7,5,#,9,18,#,8,#,3,#
23068,20230615,1,4,2,4,#,7,4,#,3,#,6,2,8,1,#,5,#,3,#,3,#,3,2,#,5,1,#,4,#,4,#
23069,20230618,2,7,2,3,#,1,1,#,7,#,3,6,1,9,#,2,#,7,#,1,#,2,7,#,1,3,#,7,#,4,#
23070,20230620,15,6,12,17,#,4,2,#,5,#,2,4,6,2,#,3,#,5,#,1,#,4,1,#,4,3,#,11,#,6,#
23071,20230622,1,1,2,6,#,3,2,#,2,#,8,3,1,1,#,7,#,6,#,4,#,8,4,#,1,1,#,3,#,8,#
23072,20230625,1,4,2,4,#,1,6,#,6,#,12,5,3,6,#,9,#,3,#,1,#,3,5,#,4,2,#,2,#,7,#
23073,20230627,6,4,8,7,#,3,1,#,4,#,14,15,3,9,#,4,#,2,#,7,#,3,10,#,2,4,#,3,#,5,#
23074,20230629,12,4,7,6,#,10,1,#,12,#,13,4,6,18,#,11,#,7,#,5,#,6,10,#,6,13,#,2,#,5,#
23075,20230702,7,8,7,6,#,3,6,#,6,#,4,7,1,4,#,4,#,5,#,3,#,3,5,#,5,8,#,12,#,9,#
23076,20230704,6,1,1,1,#,1,1,#,1,#,2,1,1,1,#,1,#,1,#,3,#,10,5,#,1,1,#,1,#,1,#
23077,20230706,2,6,2,3,#,2,2,#,1,#,3,4,2,1,#,4,#,3,#,2,#,5,3,#,2,5,#,2,#,3,#
23078,20230709,4,13,7,5,#,1,2,#,4,#,12,3,2,4,#,4,#,5,#,4,#,3,5,#,6,8,#,6,#,3,#
23079,20230711,6,4,4,4,#,4,6,#,7,#,1,1,1,2,#,4,#,3,#,1,#,5,2,#,3,7,#,3,#,1,#
23080,20230713,5,1,9,2,#,1,10,#,6,#,5,5,1,10,#,4,#,8,#,8,#,12,3,#,1,6,#,10,#,10,#
23081,20230716,4,2,4,11,#,3,6,#,14,#,2,6,1,9,#,7,#,6,#,4,#,3,4,#,7,4,#,7,#,1,#
23082,20230718,1,1,2,2,#,5,1,#,4,#,3,10,9,1,#,5,#,1,#,1,#,2,3,#,2,1,#,1,#,1,#
23083,20230720,12,7,2,8,#,10,8,#,8,#,4,3,7,7,#,2,#,6,#,3,#,1,5,#,5,6,#,3,#,3,#
23084,20230723,6,1,2,4,#,9,5,#,5,#,5,8,8,4,#,3,#,2,#,5,#,5,1,#,2,3,#,3,#,6,#
23085,20230725,3,5,9,1,#,2,3,#,8,#,12,4,5,12,#,12,#,17,#,3,#,9,3,#,6,9,#,3,#,7,#
23086,20230727,1,9,7,6,#,6,3,#,6,#,9,3,1,4,#,2,#,1,#,15,#,6,13,#,2,14,#,1,#,7,#
23087,20230730,2,13,8,3,#,2,4,#,7,#,1,7,3,3,#,5,#,3,#,3,#,1,7,#,1,6,#,2,#,10,#
23088,20230801,16,3,7,11,#,8,17,#,3,#,6,5,4,9,#,16,#,4,#,5,#,16,22,#,4,6,#,13,#,10,#
23089,20230803,3,17,7,3,#,6,2,#,2,#,11,6,5,1,#,7,#,14,#,15,#,7,2,#,2,2,#,2,#,9,#
23090,20230806,1,2,7,3,#,5,3,#,3,#,2,3,5,6,#,4,#,4,#,6,#,6,10,#,3,1,#,5,#,2,#
23091,20230808,14,8,16,8,#,6,1,#,11,#,5,6,6,8,#,15,#,14,#,14,#,3,21,#,16,3,#,6,#,12,#
23092,20230810,1,11,5,16,#,7,2,#,3,#,9,3,5,13,#,4,#,8,#,1,#,2,7,#,7,3,#,12,#,1,#
23093,20230813,10,5,7,8,#,8,7,#,10,#,15,5,5,10,#,7,#,2,#,13,#,11,6,#,6,9,#,16,#,3,#
23094,20230815,5,6,2,7,#,1,4,#,3,#,3,5,3,2,#,4,#,3,#,1,#,11,3,#,7,6,#,2,#,2,#
23095,20230817,1,3,6,2,#,10,7,#,2,#,1,7,7,3,#,11,#,3,#,2,#,2,1,#,10,5,#,7,#,2,#
23096,20230820,3,7,19,18,#,1,13,#,3,#,2,14,2,1,#,6,#,2,#,12,#,7,3,#,7,6,#,18,#,12,#
23097,20230822,3,3,1,3,#,7,1,#,1,#,1,1,5,2,#,6,#,1,#,8,#,1,3,#,7,4,#,1,#,6,#
23098,20230824,3,2,1,2,#,1,5,#,4,#,5,1,6,4,#,2,#,4,#,1,#,7,1,#,10,8,#,4,#,10,#
23099,20230827,2,2,9,3,#,1,9,#,1,#,1,3,1,1,#,5,#,2,#,6,#,1,12,#,3,4,#,2,#,3,#
23100,20230829,7,6,1,3,#,3,9,#,4,#,5,4,1,9,#,1,#,2,#,3,#,2,7,#,5,3,#,2,#,1,#
23101,20230831,5,6,1,4,#,6,4,#,1,#,2,6,9,4,#,6,#,6,#,8,#,9,1,#,4,3,#,3,#,2,#
23102,20230903,6,4,2,1,#,10,5,#,3,#,5,4,2,3,#,1,#,6,#,4,#,5,4,#,12,6,#,2,#,7,#
23103,20230905,2,1,2,3,#,4,1,#,1,#,1,1,2,1,#,2,#,2,#,2,#,1,5,#,1,6,#,5,#,6,#
23104,20230907,6,1,5,8,#,8,5,#,4,#,8,3,4,3,#,8,#,10,#,1,#,7,1,#,8,7,#,8,#,5,#
23105,20230910,14,10,8,6,#,3,5,#,6,#,5,7,4,4,#,3,#,7,#,5,#,3,7,#,1,13,#,4,#,9,#
23106,20230912,8,2,4,13,#,5,7,#,7,#,13,5,2,2,#,8,#,3,#,2,#,4,9,#,6,1,#,1,#,8,#
23107,20230914,9,5,6,6,#,5,2,#,1,#,4,6,2,3,#,3,#,1,#,8,#,4,3,#,2,3,#,6,#,2,#
23108,20230917,4,1,1,6,#,3,5,#,1,#,1,2,2,6,#,11,#,4,#,2,#,5,6,#,2,5,#,4,#,3,#
23109,20230919,12,1,4,7,#,3,1,#,5,#,7,11,6,13,#,3,#,3,#,11,#,9,2,#,7,5,#,12,#,3,#
23110,20230921,1,8,2,4,#,9,4,#,12,#,20,2,4,9,#,7,#,3,#,14,#,2,1,#,6,1,#,8,#,2,#
23111,20230924,4,8,6,5,#,9,4,#,2,#,9,5,4,2,#,6,#,1,#,4,#,6,6,#,6,8,#,7,#,6,#
23112,20230926,1,2,7,1,#,11,1,#,5,#,2,6,3,1,#,1,#,5,#,3,#,8,3,#,2,4,#,2,#,1,#
23113,20230928,9,13,3,2,#,2,5,#,6,#,1,3,4,6,#,3,#,15,#,2,#,18,6,#,5,4,#,4,#,4,#
23114,20231005,11,3,1,5,#,3,3,#,3,#,2,4,13,3,#,2,#,1,#,1,#,1,5,#,3,8,#,2,#,5,#
23115,20231008,7,15,7,3,#,2,10,#,2,#,5,5,3,6,#,3,#,2,#,16,#,9,7,#,3,4,#,10,#,14,#
23116,20231010,3,4,2,9,#,3,2,#,10,#,2,1,2,5,#,1,#,9,#,3,#,8,1,#,2,12,#,7,#,1,#
23117,20231012,1,4,12,3,#,9,14,#,1,#,8,7,2,2,#,8,#,3,#,3,#,1,7,#,5,5,#,12,#,13,#
23118,20231015,4,4,6,1,#,7,9,#,5,#,2,1,7,2,#,2,#,2,#,8,#,8,4,#,1,7,#,2,#,1,#
23119,20231017,4,16,4,2,#,2,1,#,1,#,3,4,1,8,#,1,#,6,#,1,#,1,4,#,5,2,#,2,#,9,#
23120,20231019,2,1,3,1,#,1,5,#,1,#,2,4,1,8,#,9,#,5,#,1,#,4,2,#,2,1,#,1,#,10,#
23121,20231022,5,10,1,21,#,4,4,#,9,#,3,5,16,7,#,3,#,1,#,3,#,4,9,#,7,6,#,6,#,4,#
23122,20231024,2,8,6,1,#,1,3,#,8,#,3,2,11,10,#,1,#,7,#,2,#,5,3,#,3,3,#,2,#,10,#
23123,20231026,7,2,4,14,#,12,11,#,3,#,6,4,3,3,#,5,#,6,#,4,#,4,5,#,10,9,#,7,#,7,#
23124,20231029,2,7,9,1,#,3,3,#,1,#,4,3,3,1,#,8,#,4,#,3,#,7,1,#,4,3,#,8,#,1,#
23125,20231031,1,2,1,10,#,9,8,#,3,#,12,8,8,9,#,2,#,9,#,10,#,7,2,#,3,11,#,8,#,8,#
23126,20231102,5,1,1,8,#,6,3,#,5,#,3,10,5,4,#,2,#,5,#,5,#,5,2,#,3,4,#,13,#,9,#
23127,20231105,3,1,2,5,#,1,1,#,11,#,2,1,1,4,#,4,#,1,#,1,#,2,2,#,2,5,#,13,#,6,#
23128,20231107,6,6,7,6,#,8,3,#,6,#,4,8,3,1,#,2,#,1,#,17,#,6,7,#,2,17,#,12,#,4,#
23129,20231109,1,8,6,7,#,4,5,#,5,#,3,3,2,3,#,3,#,3,#,8,#,2,1,#,4,2,#,7,#,3,#
23130,20231112,1,2,20,2,#,7,5,#,4,#,6,8,9,2,#,2,#,2,#,6,#,10,1,#,2,12,#,2,#,1,#
23131,20231114,2,16,1,1,#,2,5,#,8,#,9,4,2,7,#,12,#,2,#,10,#,12,5,#,4,5,#,1,#,4,#
23132,20231116,4,4,2,3,#,7,3,#,4,#,1,5,5,2,#,2,#,9,#,4,#,2,3,#,11,6,#,7,#,7,#
23133,20231119,1,2,3,1,#,4,1,#,3,#,1,2,3,2,#,5,#,9,#,2,#,1,4,#,4,5,#,7,#,2,#
23134,20231121,5,5,11,1,#,2,4,#,10,#,2,1,1,1,#,3,#,3,#,2,#,5,4,#,4,3,#,1,#,5,#
23135,20231123,6,4,5,3,#,10,11,#,7,#,6,6,3,2,#,1,#,4,#,3,#,10,5,#,5,1,#,2,#,5,#
23136,20231126,4,3,10,4,#,1,2,#,7,#,3,4,11,4,#,14,#,6,#,9,#,4,6,#,6,3,#,4,#,13,#
23137,20231128,3,5,5,1,#,3,1,#,1,#,4,2,5,3,#,4,#,3,#,4,#,7,4,#,9,4,#,1,#,1,#
23138,20231130,9,3,3,9,#,4,10,#,9,#,6,7,1,1,#,12,#,7,#,10,#,3,8,#,3,4,#,4,#,3,#
23139,20231203,2,7,9,8,#,12,3,#,1,#,14,4,7,5,#,2,#,4,#,8,#,3,5,#,3,4,#,3,#,10,#
23140,20231205,5,7,3,3,#,9,2,#,1,#,7,1,1,2,#,8,#,4,#,2,#,2,7,#,2,1,#,1,#,2,#
23141,20231207,7,14,7,3,#,13,12,#,1,#,11,3,5,1,#,5,#,1,#,5,#,4,2,#,6,5,#,5,#,5,#
23142,20231210,3,3,2,10,#,6,3,#,4,#,8,15,8,3,#,3,#,1,#,13,#,9,4,#,10,4,#,3,#,5,#
23143,20231212,10,5,4,4,#,7,2,#,2,#,3,1,6,1,#,1,#,5,#,5,#,1,3,#,4,4,#,2,#,1,#
23144,20231214,1,12,6,12,#,9,22,#,4,#,8,13,6,14,#,5,#,9,#,11,#,9,9,#,2,8,#,13,#,11,#
23145,20231217,8,3,5,5,#,7,1,#,4,#,4,4,1,4,#,8,#,2,#,3,#,7,2,#,1,3,#,6,#,1,#
23146,20231219,1,1,1,2,#,6,2,#,1,#,2,2,5,3,#,4,#,8,#,7,#,1,5,#,2,2,#,1,#,1,#
23147,20231221,8,3,12,2,#,1,1,#,1,#,14,6,4,1,#,1,#,2,#,1,#,5,1,#,5,3,#,3,#,1,#
23148,20231224,5,5,2,3,#,4,3,#,1,#,2,6,3,3,#,4,#,5,#,2,#,6,3,#,2,3,#,1,#,4,#
23149,20231226,8,4,16,3,#,4,8,#,2,#,4,1,9,7,#,4,#,2,#,2,#,11,9,#,9,2,#,2,#,9,#
23150,20231228,9,3,6,4,#,6,3,#,14,#,9,2,9,6,#,7,#,7,#,4,#,4,5,#,9,1,#,5,#,1,#
23151,20231231,2,2,20,4,#,7,7,#,4,#,3,15,9,17,#,5,#,9,#,9,#,6,9,#,14,17,#,17,#,5,#
24001,20240102,10,6,2,12,#,11,15,#,1,#,12,6,9,8,#,2,#,11,#,9,#,11,11,#,13,13,#,5,#,10,#
24002,20240104,8,1,10,4,#,3,2,#,1,#,5,2,1,1,#,3,#,3,#,5,#,2,1,#,4,4,#,2,#,5,#
24003,20240107,5,6,12,2,#,7,3,#,20,#,6,4,4,3,#,14,#,4,#,2,#,4,11,#,7,6,#,2,#,13,#
24004,20240109,6,10,2,6,#,2,13,#,3,#,3,4,6,4,#,6,#,2,#,5,#,8,3,#,4,3,#,1,#,2,#
24005,20240111,2,2,1,1,#,10,4,#,2,#,1,1,6,1,#,1,#,1,#,6,#,10,2,#,15,5,#,8,#,1,#
24006,20240114,3,8,19,5,#,8,16,#,5,#,1,3,6,4,#,1,#,8,#,14,#,10,8,#,3,5,#,12,#,15,#
24007,20240116,1,4,1,1,#,1,1,#,4,#,3,3,10,2,#,4,#,11,#,2,#,6,3,#,3,1,#,2,#,1,#
24008,20240118,4,7,11,2,#,6,9,#,1,#,9,6,1,2,#,8,#,8,#,2,#,6,7,#,2,2,#,8,#,7,#
24009,20240121,1,6,1,4,#,4,1,#,6,#,1,1,2,2,#,1,#,6,#,1,#,2,2,#,2,4,#,7,#,3,#
24010,20240123,13,1,16,5,#,5,4,#,2,#,4,6,5,2,#,2,#,10,#,3,#,6,6,#,7,4,#,5,#,3,#
24011,20240125,12,3,6,3,#,4,3,#,1,#,3,1,6,3,#,1,#,5,#,7,#,2,2,#,3,1,#,7,#,4,#
24012,20240128,6,3,10,9,#,3,3,#,4,#,5,2,9,2,#,8,#,1,#,2,#,4,2,#,3,4,#,7,#,1,#
24013,20240130,7,4,10,9,#,4,7,#,7,#,4,5,6,3,#,1,#,15,#,10,#,1,4,#,8,14,#,4,#,12,#
24014,20240201,9,3,3,13,#,2,4,#,9,#,3,1,8,7,#,2,#,8,#,3,#,6,10,#,6,10,#,2,#,1,#
24015,20240204,10,6,2,2,#,10,1,#,6,#,5,9,1,13,#,3,#,8,#,6,#,13,1,#,8,1,#,8,#,5,#
24016,20240206,12,4,8,2,#,4,9,#,5,#,2,18,4,3,#,5,#,7,#,9,#,7,3,#,7,7,#,15,#,11,#
24017,20240218,1,3,11,5,#,1,3,#,5,#,2,4,2,1,#,13,#,3,#,1,#,4,1,#,1,5,#,1,#,7,#
24018,20240220,9,1,11,6,#,2,1,#,1,#,8,7,8,3,#,1,#,3,#,2,#,4,3,#,4,3,#,5,#,10,#
24019,20240222,5,9,3,6,#,15,3,#,1,#,6,1,8,5,#,5,#,6,#,1,#,1,3,#,5,10,#,1,#,1,#
24020,20240225,9,1,6,2,#,5,5,#,7,#,8,6,3,3,#,10,#,2,#,5,#,13,1,#,7,2,#,2,#,2,#
24021,20240227,3,2,1,3,#,1,14,#,1,#,12,2,2,4,#,8,#,1,#,5,#,1,4,#,2,3,#,2,#,11,#
24022,20240229,4,1,5,5,#,4,4,#,1,#,1,4,12,3,#,5,#,11,#,14,#,5,2,#,11,3,#,4,#,11,#
24023,20240303,2,5,4,10,#,11,1,#,9,#,15,10,2,2,#,6,#,6,#,2,#,1,10,#,8,5,#,2,#,5,#
24024,20240305,13,3,10,4,#,9,3,#,3,#,2,4,6,8,#,10,#,10,#,2,#,3,4,#,5,4,#,3,#,7,#
24025,20240307,5,8,3,9,#,10,10,#,9,#,19,4,3,13,#,5,#,3,#,15,#,5,8,#,7,8,#,4,#,9,#
24026,20240310,2,3,4,6,#,6,3,#,2,#,2,3,3,3,#,1,#,5,#,5,#,4,6,#,1,8,#,4,#,6,#
24027,20240312,1,4,4,6,#,10,14,#,4,#,3,12,2,6,#,11,#,12,#,2,#,10,4,#,4,9,#,3,#,12,#
24028,20240314,1,5,2,4,#,1,11,#,3,#,2,6,9,2,#,6,#,2,#,2,#,3,1,#,3,3,#,1,#,2,#
24029,20240317,2,3,8,3,#,8,14,#,7,#,5,5,1,8,#,10,#,3,#,7,#,10,1,#,13,3,#,4,#,7,#
24030,20240319,7,21,3,2,#,1,1,#,15,#,2,12,8,2,#,18,#,8,#,4,#,9,18,#,2,24,#,10,#,5,#
24031,20240321,4,5,1,3,#,2,4,#,5,#,6,3,4,7,#,11,#,2,#,5,#,4,3,#,2,1,#,1,#,8,#
24032,20240324,4,3,1,1,#,1,3,#,1,#,4,1,1,1,#,1,#,2,#,1,#,1,4,#,1,2,#,1,#,2,#
24033,20240326,8,4,1,1,#,16,2,#,3,#,3,2,12,4,#,2,#,1,#,6,#,7,4,#,11,5,#,11,#,8,#
24034,20240328,2,1,1,3,#,1,2,#,1,#,1,5,2,1,#,3,#,11,#,10,#,7,1,#,3,13,#,13,#,7,#
24035,20240331,1,7,1,15,#,10,6,#,4,#,5,1,3,1,#,3,#,13,#,8,#,1,5,#,3,3,#,8,#,5,#
24036,20240402,6,5,6,7,#,3,6,#,1,#,6,13,6,7,#,4,#,3,#,1,#,1,2,#,10,8,#,8,#,12,#
24037,20240404,5,1,4,6,#,3,3,#,6,#,7,2,2,14,#,5,#,7,#,2,#,3,2,#,2,2,#,10,#,3,#
24038,20240407,2,10,9,2,#,11,10,#,1,#,3,3,13,1,#,1,#,4,#,9,#,1,2,#,1,4,#,4,#,5,#
24039,20240409,2,1,11,5,#,6,6,#,7,#,4,18,4,1,#,2,#,1,#,2,#,4,4,#,3,10,#,2,#,4,#
24040,20240411,3,3,1,2,#,2,5,#,4,#,1,1,1,2,#,7,#,7,#,6,#,2,1,#,2,1,#,6,#,3,#
24041,20240414,10,6,2,16,#,1,4,#,2,#,3,5,5,5,#,7,#,1,#,1,#,4,3,#,2,2,#,9,#,2,#
24042,20240416,1,2,6,2,#,1,4,#,1,#,2,3,1,1,#,5,#,1,#,2,#,1,2,#,5,1,#,11,#,1,#
24043,20240418,3,6,1,2,#,2,2,#,1,#,2,2,1,1,#,2,#,3,#,7,#,2,1,#,3,3,#,5,#,5,#
24044,20240421,8,4,3,8,#,7,1,#,12,#,6,5,4,3,#,2,#,1,#,5,#,5,8,#,17,6,#,7,#,1,#
24045,20240423,3,2,1,3,#,3,3,#,1,#,1,1,7,9,#,1,#,5,#,2,#,4,2,#,3,2,#,4,#,4,#
24046,20240425,12,2,9,1,#,11,3,#,12,#,1,16,1,4,#,9,#,3,#,4,#,9,3,#,7,1,#,1,#,4,#
24047,20240428,4,1,3,2,#,10,8,#,4,#,14,3,4,5,#,8,#,2,#,1,#,10,3,#,10,6,#,2,#,2,#
24048,20240430,1,3,2,4,#,1,1,#,3,#,2,2,2,11,#,1,#,1,#,1,#,1,4,#,1,4,#,4,#,3,#
24049,20240502,7,2,1,7,#,4,7,#,5,#,1,2,9,13,#,10,#,14,#,8,#,4,9,#,7,5,#,2,#,7,#
24050,20240505,10,5,1,11,#,4,11,#,12,#,13,10,3,4,#,6,#,7,#,5,#,9,6,#,5,12,#,5,#,4,#
24051,20240507,3,6,1,3,#,1,4,#,2,#,1,2,1,2,#,7,#,9,#,5,#,11,3,#,1,1,#,4,#,5,#
24052,20240509,4,2,6,4,#,5,5,#,1,#,15,9,4,2,#,2,#,2,#,6,#,8,6,#,6,4,#,6,#,12,#
24053,20240512,1,4,2,3,#,2,8,#,1,#,10,1,3,5,#,1,#,6,#,9,#,1,7,#,10,4,#,6,#,4,#
24054,20240514,4,1,10,3,#,8,3,#,2,#,7,3,2,3,#,11,#,3,#,7,#,6,14,#,4,9,#,11,#,3,#
24055,20240516,1,1,5,2,#,1,12,#,7,#,6,1,1,5,#,5,#,5,#,12,#,7,1,#,1,3,#,2,#,2,#
24056,20240519,4,2,2,6,#,2,5,#,1,#,4,2,1,1,#,1,#,3,#,1,#,11,5,#,2,1,#,1,#,3,#
24057,20240521,5,1,3,1,#,6,10,#,1,#,2,1,7,2,#,4,#,1,#,2,#,1,4,#,1,10,#,10,#,4,#
24058,20240523,7,3,1,4,#,1,1,#,5,#,2,1,5,1,#,2,#,5,#,4,#,2,3,#,11,5,#,3,#,1,#
24059,20240526,7,20,2,1,#,5,8,#,11,#,12,8,2,4,#,2,#,5,#,8,#,1,3,#,3,3,#,3,#,9,#
24060,20240528,8,4,11,12,#,2,18,#,11,#,5,13,2,12,#,13,#,11,#,5,#,5,6,#,12,12,#,16,#,11,#
24061,20240530,7,8,3,3,#,6,6,#,4,#,6,2,5,8,#,2,#,1,#,13,#,5,1,#,3,1,#,4,#,1,#
24062,20240602,4,4,6,3,#,4,8,#,6,#,10,7,7,11,#,11,#,6,#,10,#,14,3,#,16,2,#,7,#,10,#
