key,gap,pro1,pro2,pro3,range1,range2
15_9___1__,1,-1.0,1.4,3.6,2,3
3_1___1__,0,-0.7,1.7,4.0,2,6
12_9___1__,2,-1.4,1.2,4.0,2,3
13_9___1__,1,-0.9,1.4,3.9,2,4
1_1___1__,2,-0.4,1.9,4.4,2,8
10_8___1__,2,-0.4,1.4,3.0,2,4
13_6___1__,1,-1.1,0.9,3.0,2,5
14_1___1__,1,-1.7,0.8,3.1,2,7
15_10___1__,1,-1.5,0.9,3.2,2,4
16_8___1__,0,-0.4,1.5,3.3,2,6
16_9___1__,0,-0.8,0.9,2.5,2,6
19_1___1__,3,-0.0,2.0,4.0,2,6
20_9___1__,1,-0.8,1.2,3.0,2,4
2_6___1__,1,-0.5,1.7,3.9,2,4
6_9___1__,1,-1.2,1.2,3.7,2,3
8_7___1__,1,-0.9,1.1,3.1,2,4
8_8___1__,1,-0.3,1.7,3.7,2,4
9_1___1__,3,-0.8,1.4,3.5,2,9
10_9___1__,2,-1.3,0.7,2.6,2,3
11_1___1__,2,-1.4,0.7,2.8,2,8
11_7___1__,3,-0.1,1.8,3.7,2,3
18_7___1__,3,0.4,2.4,4.5,2,4
19_7___1__,3,0.0,2.4,4.8,2,3
7_7___1__,3,-1.0,1.4,3.6,2,3
9_7___1__,3,-0.9,1.7,4.2,2,5
14_10___1__,3,-0.4,2.0,4.3,2,5
1_8___1__,1,-0.8,2.0,4.4,2,4
2_10___1__,3,-0.1,2.2,4.3,2,2
3_3___1__,3,-0.9,2.0,4.8,2,3
3_10___1__,1,-0.6,1.8,4.4,2,6
5_3___1__,3,-0.1,2.7,5.8,2,5
5_7___1__,1,0.1,2.8,5.6,2,4
6_2___1__,3,-0.4,1.8,3.9,2,10
7_2___1__,3,-0.4,1.7,3.7,2,11
7_3___1__,3,-0.9,2.4,5.9,2,4
9_6___1__,1,0.2,2.1,4.1,2,7
10_7___1__,3,-0.5,1.2,2.9,2,2
11_3___1__,3,-0.2,2.3,4.8,2,6
12_3___1__,3,-0.1,2.6,5.4,2,5
13_10___1__,3,0.5,2.7,5.1,2,4
14_2___2__,0,-3.0,0.5,4.1,8,11
14_7___2__,1,-1.7,0.6,3.0,8,8
17_10___2__,0,-0.9,1.3,3.5,5,8
2_8___2__,0,0.3,2.1,3.9,5,8
2_9___2__,1,-0.8,1.2,3.1,5,8
3_8___2__,0,-0.1,1.9,3.9,8,9
6_8___2__,1,-1.9,0.6,3.2,8,9
6_9___2__,1,-1.0,1.3,4.0,7,8
8_9___2__,0,-0.3,1.7,3.7,6,8
11_1___2__,0,-1.9,0.9,3.6,8,11
15_3___2__,0,-1.6,1.2,3.9,8,9
18_9___2__,0,-0.2,2.0,4.2,8,8
2_6___2__,1,-1.4,0.4,2.1,8,12
5_7___2__,0,-0.8,1.2,3.5,7,8
8_1___2__,1,-1.5,1.3,3.8,8,9
8_7___2__,1,-0.6,1.3,3.1,6,8
8_8___2__,0,-0.9,0.9,2.9,7,8
9_7___2__,0,-1.1,1.2,3.6,8,8
9_8___2__,0,-1.2,1.2,3.6,8,8
9_9___2__,0,-1.4,1.3,3.6,8,9
11_6___2__,1,-0.6,1.7,4.2,8,9
1_2___2__,1,-1.7,1.7,5.3,8,11
8_6___2__,1,0.1,2.1,4.2,8,8
9_2___2__,1,-0.6,2.3,5.0,8,10
10_7___2__,1,-1.1,1.7,4.4,3,8
1_8___2__,0,-0.8,1.7,4.2,8,10
1_10___2__,0,-1.1,1.7,4.6,8,8
2_2___2__,1,-1.9,1.1,4.2,8,13
3_6___2__,1,-1.6,0.6,2.8,8,8
4_7___2__,0,-1.5,1.0,3.5,4,8
4_8___2__,0,-0.6,1.4,3.4,8,8
5_2___2__,1,-1.2,1.5,4.5,8,13
5_8___2__,1,-0.8,1.4,3.5,8,8
6_1___2__,1,-1.4,1.9,4.9,8,13
7_2___2__,1,-0.3,2.5,5.2,8,15
11_7___2__,1,-0.5,1.9,4.4,8,8
12_7___2__,1,-1.9,0.4,2.6,6,8
12_10___2__,0,-0.8,1.7,4.1,7,8
13_3___2__,0,-0.7,2.7,5.9,8,12
13_7___2__,1,-0.6,1.4,3.5,6,8
9_10___3__,1,-1.4,0.5,2.3,12,19
3_7___3__,1,-1.0,0.7,2.4,15,19
5_10___3__,1,-0.7,1.4,3.7,8,19
7_8___3__,1,-0.4,1.4,3.2,12,19
8_8___3__,1,-1.1,0.8,2.6,13,19
9_6___3__,1,-1.1,1.0,3.1,14,19
15_8___3__,1,-1.1,0.8,2.8,11,19
20_8___3__,1,-1.7,0.7,2.9,13,19
20_9___3__,1,-0.3,1.6,3.5,11,19
2_8___3__,1,-0.7,1.0,2.7,12,19
2_9___3__,1,-0.1,2.0,3.9,12,19
2_10___3__,1,-0.4,1.5,3.1,12,19
3_8___3__,1,-0.4,1.3,3.0,15,19
7_6___3__,1,-0.7,1.1,2.9,15,19
17_8___3__,1,-1.1,1.0,2.9,10,19
17_10___3__,1,-0.9,1.0,3.0,7,19
18_8___3__,1,-0.5,1.8,3.9,12,19
18_9___3__,1,-0.6,1.3,3.1,10,19
18_10___3__,1,-1.0,1.1,2.9,10,19
20_7___3__,1,-0.9,1.0,3.2,14,19
1_7___3__,5,-0.1,2.5,4.9,15,19
19_7___3__,1,-0.3,1.9,4.1,9,19
5_1___3__,1,-1.3,0.8,3.0,19,21
8_1___3__,1,-1.3,1.1,3.5,16,19
1_6___3__,1,-1.1,1.7,4.9,19,19
4_3___3__,1,-0.3,2.1,4.6,14,19
6_1___3__,1,-1.8,0.6,3.1,19,21
7_1___3__,1,-0.5,1.4,3.3,19,19
7_2___3__,1,-1.3,1.4,3.7,17,19
8_7___3__,1,-0.6,1.7,3.9,11,19
9_3___3__,1,-0.1,2.1,4.2,11,19
10_1___3__,1,0.1,2.6,5.0,14,19
10_2___3__,1,-0.3,2.2,4.9,16,19
12_6___3__,4,-0.8,1.3,3.4,13,19
14_3___3__,1,-0.6,1.8,4.2,12,19
16_1___3__,1,-1.2,1.1,3.7,18,19
17_1___3__,1,-0.6,1.4,3.5,16,19
17_3___3__,1,0.1,2.4,4.7,12,19
18_1___3__,1,-0.5,1.6,3.9,12,19
18_3___3__,1,0.5,2.9,5.2,12,19
14_6___4__,1,-0.6,1.2,2.9,20,28
8_2___4__,1,-0.3,2.2,4.7,22,28
8_6___4__,1,-0.9,1.2,3.3,18,28
11_8___4__,1,-0.8,1.3,3.5,16,28
14_2___4__,1,-0.9,1.3,3.7,17,28
14_7___4__,1,-0.6,1.4,3.5,17,28
2_7___4__,1,-1.2,0.9,3.2,20,28
2_8___4__,1,-0.9,1.2,3.2,17,28
4_1___4__,1,-1.1,1.2,3.7,23,28
4_2___4__,1,-0.8,1.4,3.4,20,28
7_6___4__,2,-1.4,0.8,3.2,20,28
7_8___4__,2,-1.1,0.8,2.7,16,28
7_10___4__,1,0.3,2.2,4.0,14,28
8_8___4__,1,-0.3,1.6,3.5,19,28
12_1___4__,1,-0.7,2.0,4.5,22,28
14_8___4__,2,-0.5,1.4,3.2,16,28
15_8___4__,2,-0.1,1.8,3.8,13,28
1_10___4__,1,-0.9,0.9,2.6,13,28
2_6___4__,1,-1.2,1.1,3.5,20,28
2_9___4__,1,0.5,2.2,4.0,15,28
18_7___4__,3,-0.4,2.1,4.6,13,28
4_3___4__,1,-1.5,1.1,3.5,17,28
7_3___4__,1,-0.8,1.7,4.2,14,28
10_3___4__,1,-0.8,1.6,4.1,13,28
13_3___4__,1,-0.5,2.0,4.4,19,28
13_6___4__,2,0.1,2.4,4.8,15,28
14_3___4__,1,-0.8,1.6,4.3,14,28
16_3___4__,1,-0.1,2.6,5.2,16,28
17_3___4__,1,-1.0,1.3,3.6,15,28
20_3___4__,1,-0.4,2.2,4.5,17,28
2_3___4__,1,-0.6,1.8,4.0,13,28
5_3___4__,1,0.5,2.7,5.0,17,28
8_3___4__,1,0.8,3.3,5.9,14,28
8_10___4__,1,-0.7,1.2,3.2,16,28
9_3___4__,1,-0.2,2.3,4.8,14,28
10_6___4__,2,-1.5,1.1,3.4,16,28
10_7___4__,3,-0.9,1.3,3.5,12,28
11_3___4__,1,-0.5,1.9,4.2,16,28
12_3___4__,1,-0.3,2.5,5.4,17,28
13_9___4__,1,-0.0,1.9,3.7,12,28
18_6___5__,2,-0.9,1.4,3.6,25,30
2_9___5__,1,0.1,2.1,4.1,21,30
14_8___5__,2,-1.0,1.5,4.2,22,30
4_9___5__,2,-1.0,1.1,3.2,14,30
5_6___5__,0,-0.6,1.7,3.9,24,30
5_8___5__,0,-0.2,1.7,3.7,24,30
5_9___5__,2,-0.2,1.6,3.5,20,30
10_9___5__,2,-0.9,1.4,3.4,17,30
14_9___5__,2,-0.6,1.7,4.1,20,30
17_9___5__,2,-0.5,1.6,4.0,23,30
19_9___5__,2,-0.8,1.1,2.9,18,30
19_10___5__,2,-0.8,1.4,3.7,21,30
1_9___5__,2,-0.6,2.2,4.7,18,30
2_6___5__,1,0.7,2.5,4.6,24,30
2_7___5__,1,-0.2,2.0,4.0,26,30
2_8___5__,1,-0.2,1.9,3.9,24,30
2_10___5__,2,-0.4,1.7,3.8,21,30
3_9___5__,2,-0.0,2.0,3.8,20,30
4_10___5__,2,-0.7,1.5,3.7,16,30
5_7___5__,0,-0.6,1.6,3.9,27,30
1_6___5__,2,0.3,3.4,6.8,25,30
4_1___5__,2,-1.5,1.5,4.2,29,30
11_2___5__,2,0.2,2.8,5.3,27,30
2_3___5__,4,0.9,3.5,6.3,19,30
3_1___5__,2,0.7,3.1,5.9,28,30
3_2___5__,2,0.4,3.3,6.4,26,30
8_1___5__,2,-0.2,2.4,5.1,26,30
9_1___5__,4,-0.3,2.7,5.9,27,30
10_2___5__,2,-0.3,2.3,5.2,24,30
11_3___5__,2,0.1,3.0,6.0,23,30
13_7___5__,5,-0.9,1.2,3.3,19,30
16_2___5__,2,-0.1,3.1,6.2,23,30
1_10___5__,2,-1.7,1.0,3.9,20,30
6_3___5__,4,-0.3,2.6,5.6,21,30
7_3___5__,2,-2.2,0.7,3.4,19,30
8_2___5__,2,-1.4,1.6,4.3,28,30
8_7___5__,2,-0.4,1.6,4.0,26,30
9_3___5__,2,-0.0,3.0,5.7,20,30
13_3___5__,2,-1.5,1.9,4.8,22,30
16_1___5__,2,-0.5,1.5,3.7,24,30
6_6___6__,0,-1.2,0.9,2.8,27,31
16_1___6__,2,-0.3,1.4,3.1,30,31
4_7___6__,0,-1.2,1.0,3.3,23,31
14_6___6__,0,-1.3,1.0,3.4,27,31
3_2___6__,4,-0.7,1.4,3.4,28,31
4_8___6__,0,-0.2,2.3,4.7,23,31
7_6___6__,1,-1.7,0.9,3.3,29,31
8_7___6__,1,-1.5,0.9,3.1,24,31
9_7___6__,1,-1.4,0.7,3.0,27,31
9_9___6__,1,-1.2,1.0,3.0,25,31
