row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,8,10,18,26,28,30,120,38,22,38,18,44,2,8,8,2,2,11
1_2,8,11,17,18,24,27,105,35,19,35,13,35,3,6,1,6,3,9
1_3,4,8,13,17,20,30,92,34,26,28,12,30,4,5,4,3,10,4
1_4,4,8,13,18,22,29,94,33,25,30,14,31,4,5,5,4,7,7
1_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,8
1_6,5,11,19,21,25,27,108,32,22,36,14,40,6,8,2,4,2,10
1_7,5,11,15,14,20,24,89,29,19,31,9,29,6,4,-1,6,4,8
1_8,4,10,15,15,22,25,91,29,21,32,12,30,6,5,0,7,3,10
1_9,5,8,12,13,18,26,82,31,21,26,10,25,3,4,1,5,8,5
1_10,4,8,13,13,20,25,83,29,21,28,12,26,4,5,0,7,5,6
2_1,6,8,17,21,25,31,108,37,25,33,17,38,2,9,4,4,6,5
2_2,9,13,18,20,25,29,114,38,20,38,12,38,4,5,2,5,4,13
2_3,4,9,11,13,19,30,86,34,26,28,10,24,5,2,2,6,11,9
2_4,4,8,13,17,23,30,95,34,26,31,15,30,4,5,4,6,7,9
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,4,12,15,20,24,30,105,34,26,36,12,35,8,3,5,4,6,9
2_7,1,7,13,20,26,29,96,30,28,33,19,33,6,6,7,6,3,9
2_8,3,5,12,17,24,29,90,32,26,29,19,29,2,7,5,7,5,9
2_9,2,5,12,15,21,27,82,29,25,26,16,27,3,7,3,6,6,9
2_10,2,3,12,15,21,27,80,29,25,24,18,27,1,9,3,6,6,7
3_1,6,9,17,23,28,31,114,37,25,37,19,40,3,8,6,5,3,7
3_2,11,14,19,22,26,28,120,39,17,40,12,41,3,5,3,4,2,8
3_3,3,8,12,15,21,30,89,33,27,29,13,27,5,4,3,6,9,9
3_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,9
3_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,8
3_6,4,8,15,18,24,25,94,29,21,32,16,33,4,7,3,6,1,9
3_7,4,8,15,19,24,25,95,29,21,32,16,34,4,7,4,5,1,11
3_8,6,9,15,19,24,26,99,32,20,33,15,34,3,6,4,5,2,10
3_9,6,7,12,16,20,25,86,31,19,27,13,28,1,5,4,4,5,9
3_10,6,7,13,17,22,26,91,32,20,29,15,30,1,6,4,5,4,8
4_1,8,10,14,23,29,31,115,39,23,39,19,37,2,4,9,6,2,9
4_2,8,12,17,20,26,28,111,36,20,38,14,37,4,5,3,6,2,8
4_3,5,10,14,17,23,29,98,34,24,33,13,31,5,4,3,6,6,10
4_4,5,9,13,18,24,28,97,33,23,33,15,31,4,4,5,6,4,9
4_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4,8
4_6,5,8,12,12,20,23,80,28,18,28,12,24,3,4,0,8,3,9
4_7,2,4,7,9,17,23,62,25,21,21,13,16,2,3,2,8,6,7
4_8,6,8,8,13,19,23,77,29,17,27,11,21,2,0,5,6,4,11
4_9,4,4,7,10,14,20,59,24,16,18,10,17,0,3,3,4,6,9
4_10,4,4,7,10,16,23,64,27,19,20,12,17,0,3,3,6,7,7
5_1,11,14,21,27,31,31,135,42,20,45,17,48,3,7,6,4,0,13
5_2,9,13,19,20,24,27,112,36,18,37,11,39,4,6,1,4,3,11
5_3,5,11,14,17,21,30,98,35,25,32,10,31,6,3,3,4,9,9
5_4,5,9,14,18,24,30,100,35,25,33,15,32,4,5,4,6,6,10
5_5,5,9,14,18,24,28,98,33,23,33,15,32,4,5,4,6,4,8
5_6,3,7,14,14,24,28,90,31,25,31,17,28,4,7,0,10,4,13
5_7,4,7,14,17,27,29,98,33,25,34,20,31,3,7,3,10,2,13
5_8,3,8,13,14,24,28,90,31,25,32,16,27,5,5,1,10,4,12
5_9,2,5,10,12,20,28,77,30,26,25,15,22,3,5,2,8,8,10
5_10,2,4,8,12,20,27,73,29,25,24,16,20,2,4,4,8,7,10
6_1,10,13,21,25,29,32,130,42,22,42,16,46,3,8,4,4,3,5
6_2,10,12,18,22,27,29,118,39,19,39,15,40,2,6,4,5,2,9
6_3,4,9,13,15,21,30,92,34,26,30,12,28,5,4,2,6,9,8
6_4,4,9,14,17,23,29,96,33,25,32,14,31,5,5,3,6,6,9
6_5,4,10,14,19,24,28,99,32,24,34,14,33,6,4,5,5,4,8
6_6,5,10,11,19,27,27,99,32,22,37,17,30,5,1,8,8,0,11
6_7,5,10,12,19,28,29,103,34,24,38,18,31,5,2,7,9,1,11
6_8,5,9,12,19,28,28,101,33,23,37,19,31,4,3,7,9,0,12
6_9,3,7,8,11,16,23,68,26,20,23,9,19,4,1,3,5,7,10
6_10,4,6,10,13,21,25,79,29,21,27,15,23,2,4,3,8,4,7
7_1,8,12,19,26,30,33,128,41,25,42,18,45,4,7,7,4,3,13
7_2,11,15,17,21,26,29,119,40,18,41,11,38,4,2,4,5,3,9
7_3,4,8,12,14,19,30,87,34,26,27,11,26,4,4,2,5,11,8
7_4,4,8,13,16,23,30,94,34,26,31,15,29,4,5,3,7,7,9
7_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,7
7_6,5,8,15,20,26,29,103,34,24,34,18,35,3,7,5,6,3,12
7_7,3,5,8,14,24,25,79,28,22,29,19,22,2,3,6,10,1,12
7_8,6,8,12,16,24,27,93,33,21,32,16,28,2,4,4,8,3,12
7_9,6,8,12,16,23,28,93,34,22,31,15,28,2,4,4,7,5,12
7_10,5,6,10,14,21,26,82,31,21,27,15,24,1,4,4,7,5,11
8_1,7,9,16,20,26,31,109,38,24,35,17,36,2,7,4,6,5,8
8_2,8,12,18,22,28,29,117,37,21,40,16,40,4,6,4,6,1,9
8_3,4,7,11,14,20,29,85,33,25,27,13,25,3,4,3,6,9,7
8_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,9
8_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
8_6,5,8,12,18,23,26,92,31,21,31,15,30,3,4,6,5,3,14
