Date,10_9,6_6,7_8,10_10,15_8,10_7,13_9,14_9,15_1,15_2,17_3,18_6,2_7,2_9,3_2,6_8,8_1,9_2,10_6,11_10
20240220,1,2,0,1,0,1,2,0,2,0,1,0,1,0,0,1,1,0,0,2
20240222,0,3,0,1,1,1,0,1,1,0,0,2,0,0,2,3,0,0,3,0
20240225,1,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0
20240227,0,0,0,0,0,0,0,0,2,2,0,3,0,2,1,0,0,0,1,1
20240229,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0
20240303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
20240305,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
20240307,0,2,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,3,3
20240310,1,1,0,1,1,1,1,0,0,1,2,0,1,1,0,1,0,0,0,0
20240312,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1
20240314,0,2,0,1,1,1,0,0,0,0,2,1,1,2,1,1,0,1,2,0
20240317,2,0,0,0,2,1,0,1,2,1,1,2,1,0,2,2,1,0,2,0
20240319,0,0,1,0,2,1,2,1,0,0,1,0,1,0,0,1,0,1,0,1
20240321,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1
20240324,0,1,0,0,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,2
20240326,2,0,1,1,0,2,1,1,0,0,0,1,2,0,0,1,0,0,1,1
20240328,2,0,0,0,2,0,2,0,1,0,0,0,1,0,1,1,1,0,1,1
20240331,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,2,1,2,0
20240402,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1
20240404,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,3,1,0,0
20240407,0,1,0,1,0,0,0,2,2,3,0,0,1,1,0,0,2,1,1,0
20240409,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0
20240411,1,0,1,0,2,2,2,1,1,2,1,0,0,2,2,0,1,1,0,2
20240414,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,2
20240416,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1
20240418,0,0,2,0,1,1,0,0,1,0,1,2,2,1,1,0,1,1,0,0
20240421,0,2,0,0,0,0,2,0,0,0,0,1,2,0,1,1,1,0,0,0
20240423,1,0,2,0,0,2,1,1,1,2,0,1,0,0,2,0,0,0,0,0
20240425,0,1,0,0,2,0,0,2,3,1,0,1,0,0,0,1,1,1,0,1
20240428,0,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0
20240430,0,1,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1
20240502,0,0,1,2,0,1,1,2,1,0,0,0,0,1,0,1,0,2,2,0
20240505,0,0,0,1,0,0,1,1,2,0,0,1,0,1,0,1,0,1,0,0
