row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,7,13,23,28,32,106,35,29,35,21,36,4,6,10,5,4,11
1_2,2,8,13,20,26,30,99,32,28,34,18,33,6,5,7,6,4,10
1_3,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,11
1_4,5,10,16,20,24,29,104,34,24,34,14,36,5,6,4,4,5,8
1_5,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5,8
1_6,5,16,17,22,25,31,116,36,26,41,9,39,11,1,5,3,6,8
1_7,10,17,19,23,27,31,127,41,21,44,10,42,7,2,4,4,4,9
1_8,9,17,19,22,26,32,125,41,23,43,9,41,8,2,3,4,6,9
1_9,7,16,18,22,26,31,120,38,24,42,10,40,9,2,4,4,5,7
1_10,6,15,18,21,25,31,116,37,25,40,10,39,9,3,3,4,6,8
2_1,1,7,9,13,29,33,92,34,32,36,22,22,6,2,4,16,4,9
2_2,2,6,9,18,25,30,90,32,28,31,19,27,4,3,9,7,5,7
2_3,2,7,11,16,22,27,85,29,25,29,15,27,5,4,5,6,5,10
2_4,4,10,15,19,24,29,101,33,25,34,14,34,6,5,4,5,5,8
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,3,11,14,21,26,30,105,33,27,37,15,35,8,3,7,5,4,7
2_7,6,11,14,20,25,29,105,35,23,36,14,34,5,3,6,5,4,12
2_8,5,12,15,21,25,29,107,34,24,37,13,36,7,3,6,4,4,10
2_9,6,12,16,21,26,29,110,35,23,38,14,37,6,4,5,5,3,8
2_10,5,10,15,22,24,29,105,34,24,34,14,37,5,5,7,2,5,8
3_1,1,10,14,20,26,28,99,29,27,36,16,34,9,4,6,6,2,4
3_2,4,6,12,18,23,31,94,35,27,29,17,30,2,6,6,5,8,6
3_3,3,6,11,15,21,27,83,30,24,27,15,26,3,5,4,6,6,9
3_4,4,9,14,18,23,29,97,33,25,32,14,32,5,5,4,5,6,8
3_5,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6,8
3_6,1,11,14,19,26,32,103,33,31,37,15,33,10,3,5,7,6,4
3_7,4,12,18,24,27,28,113,32,24,39,15,42,8,6,6,3,1,9
3_8,6,13,16,22,26,30,113,36,24,39,13,38,7,3,6,4,4,7
3_9,4,11,14,21,26,30,106,34,26,37,15,35,7,3,7,5,4,5
3_10,6,12,15,22,26,30,111,36,24,38,14,37,6,3,7,4,4,8
4_1,4,9,16,23,28,32,112,36,28,37,19,39,5,7,7,5,4,13
4_2,4,9,14,20,25,32,104,36,28,34,16,34,5,5,6,5,7,5
4_3,4,8,12,17,22,29,92,33,25,30,14,29,4,4,5,5,7,9
4_4,5,10,14,19,23,29,100,34,24,33,13,33,5,4,5,4,6,8
4_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
4_6,1,15,17,23,27,31,114,32,30,42,12,40,14,2,6,4,4,4
