row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,8,10,12,16,25,26,97,34,18,35,15,28,2,2,4,9,1,7
1_2,3,8,11,13,24,29,88,32,26,32,16,24,5,3,2,11,5,4
1_3,3,9,12,17,24,30,95,33,27,33,15,29,6,3,5,7,6,9
1_4,4,8,13,17,23,29,94,33,25,31,15,30,4,5,4,6,6,6
1_5,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,7
1_6,10,15,17,24,26,29,121,39,19,41,11,41,5,2,7,2,3,11
1_7,9,13,17,22,25,29,115,38,20,38,12,39,4,4,5,3,4,10
1_8,7,11,17,20,24,28,107,35,21,35,13,37,4,6,3,4,4,8
1_9,7,12,17,22,25,29,112,36,22,37,13,39,5,5,5,3,4,9
1_10,7,13,15,20,25,28,108,35,21,38,12,35,6,2,5,5,3,9
2_1,5,6,8,8,20,27,74,32,22,26,14,16,1,2,0,12,7,8
2_2,3,8,12,14,23,30,90,33,27,31,15,26,5,4,2,9,7,4
2_3,4,8,13,19,27,31,102,35,27,35,19,32,4,5,6,8,4,10
2_4,5,8,14,18,24,29,98,34,24,32,16,32,3,6,4,6,5,6
2_5,5,9,13,18,23,28,96,33,23,32,14,31,4,4,5,5,5,8
2_6,6,13,17,27,28,31,122,37,25,41,15,44,7,4,10,1,3,7
2_7,8,13,19,26,27,31,124,39,23,40,14,45,5,6,7,1,4,7
2_8,6,12,18,24,28,32,120,38,26,40,16,42,6,6,6,4,4,7
2_9,5,7,12,20,26,32,102,37,27,33,19,32,2,5,8,6,6,8
2_10,5,8,12,19,27,32,103,37,27,35,19,31,3,4,7,8,5,8
3_1,10,9,14,14,25,28,100,38,18,34,16,28,-1,5,0,11,3,9
3_2,1,6,10,14,26,29,86,30,28,32,20,24,5,4,4,12,3,4
3_3,1,6,13,19,25,30,94,31,29,31,19,32,5,7,6,6,5,6
3_4,5,9,13,19,24,30,100,35,25,33,15,32,4,4,6,5,6,6
3_5,4,8,14,19,23,29,97,33,25,31,15,33,4,6,5,4,6,7
3_6,9,13,19,24,26,30,121,39,21,39,13,43,4,6,5,2,4,12
3_7,11,13,18,23,27,31,123,42,20,40,14,41,2,5,5,4,4,8
3_8,10,11,17,23,27,30,118,40,20,38,16,40,1,6,6,4,3,7
3_9,7,8,14,19,26,29,103,36,22,34,18,33,1,6,5,7,3,9
3_10,7,9,13,19,26,28,102,35,21,35,17,32,2,4,6,7,2,7
4_1,4,6,10,8,20,29,77,33,25,26,14,18,2,4,-2,12,9,7
4_2,3,8,14,14,23,27,89,30,24,31,15,28,5,6,0,9,4,5
4_3,4,8,13,19,25,30,99,34,26,33,17,32,4,5,6,6,5,9
4_4,6,10,14,19,24,29,102,35,23,34,14,33,4,4,5,5,5,6
4_5,5,8,13,18,23,28,95,33,23,31,15,31,3,5,5,5,5,7
4_6,7,12,15,22,28,29,113,36,22,40,16,37,5,3,7,6,1,11
4_7,7,13,18,22,28,30,118,37,23,41,15,40,6,5,4,6,2,9
4_8,6,14,17,21,26,30,114,36,24,40,12,38,8,3,4,5,4,7
4_9,6,9,12,19,26,29,101,35,23,35,17,31,3,3,7,7,3,7
4_10,5,9,12,20,26,29,101,34,24,35,17,32,4,3,8,6,3,8
5_1,6,4,8,12,25,29,84,35,23,29,21,20,-2,4,4,13,4,11
5_2,3,9,11,14,28,31,96,34,28,37,19,25,6,2,3,14,3,4
5_3,3,6,12,17,25,31,94,34,28,31,19,29,3,6,5,8,6,9
5_4,4,8,13,18,24,30,97,34,26,32,16,31,4,5,5,6,6,7
5_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,8
5_6,2,10,16,18,25,29,100,31,27,35,15,34,8,6,2,7,4,10
5_7,6,13,20,21,26,30,116,36,24,39,13,41,7,7,1,5,4,6
5_8,6,12,20,20,25,29,112,35,23,37,13,40,6,8,0,5,4,6
5_9,5,8,17,19,25,28,102,33,23,33,17,36,3,9,2,6,3,8
5_10,6,9,17,18,25,29,104,35,23,34,16,35,3,8,1,7,4,7
6_1,3,5,6,9,21,28,72,31,25,26,16,15,2,1,3,12,7,10
6_2,3,7,11,16,26,31,94,34,28,33,19,27,4,4,5,10,5,2
6_3,2,7,12,17,26,31,95,33,29,33,19,29,5,5,5,9,5,8
6_4,5,9,13,17,23,29,96,34,24,32,14,30,4,4,4,6,6,7
6_5,4,8,13,17,22,28,92,32,24,30,14,30,4,5,4,5,6,8
6_6,3,8,13,21,25,31,101,34,28,33,17,34,5,5,8,4,6,10
6_7,4,9,14,21,27,31,106,35,27,36,18,35,5,5,7,6,4,7
6_8,4,9,15,21,25,30,104,34,26,34,16,36,5,6,6,4,5,8
