8: [3.4|5.4|7.3] [7, 9, 8, 9, 6, 5, 6, 8, 7, 9, 8, 6, 8, 8, 7, 8, 6, 10, 9, 6]
17: [3.9|6.0|7.8] [8, 7, 6, 7, 8, 4, 8, 7, 6, 5, 5, 5, 6, 6, 5, 10, 8, 7, 6, 7]
14: [4.1|6.3|8.4] [6, 8, 7, 9, 8, 3, 7, 8, 7, 8, 6, 7, 9, 7, 4, 7, 8, 7, 10, 6]
10: [4.1|6.4|8.7] [9, 7, 8, 9, 7, 4, 7, 9, 9, 5, 7, 6, 8, 8, 7, 7, 6, 7, 9, 9]
15: [4.7|6.4|8.3] [10, 9, 6, 8, 10, 7, 6, 5, 9, 5, 5, 7, 9, 4, 7, 7, 7, 5, 9, 7]
13: [4.3|6.6|9.1] [7, 9, 3, 10, 8, 5, 9, 7, 7, 10, 7, 7, 9, 6, 7, 7, 9, 7, 8, 7]
6: [4.5|6.6|8.7] [7, 10, 9, 8, 8, 6, 8, 8, 9, 7, 7, 7, 6, 8, 6, 7, 5, 8, 9, 5]
11: [4.5|6.6|8.9] [7, 8, 8, 9, 8, 3, 6, 8, 9, 10, 7, 3, 7, 9, 4, 9, 7, 7, 9, 6]
20: [4.7|6.7|8.6] [3, 9, 6, 8, 9, 3, 10, 7, 6, 9, 5, 9, 6, 5, 8, 6, 5, 9, 9, 8]
16: [4.8|6.7|8.5] [7, 9, 7, 8, 6, 4, 6, 7, 8, 8, 6, 7, 9, 8, 5, 6, 9, 8, 8, 5]
18: [4.4|6.8|9.0] [8, 7, 7, 9, 9, 2, 7, 8, 9, 7, 4, 8, 4, 5, 7, 7, 9, 7, 9, 9]
3: [4.7|6.8|8.9] [6, 9, 6, 9, 2, 4, 4, 5, 6, 7, 8, 8, 7, 9, 7, 7, 7, 7, 9, 5]
12: [4.9|6.8|8.5] [8, 8, 6, 8, 8, 5, 7, 8, 6, 7, 4, 7, 8, 9, 7, 8, 6, 8, 10, 5]
4: [5.1|6.9|8.5] [6, 9, 7, 9, 10, 4, 8, 9, 7, 9, 10, 8, 7, 7, 7, 8, 8, 7, 7, 8]
19: [5.2|7.1|8.8] [10, 9, 5, 8, 9, 5, 8, 10, 5, 9, 6, 9, 5, 8, 4, 9, 8, 6, 6, 8]
5: [5.4|7.1|9.1] [7, 8, 8, 10, 9, 5, 8, 6, 8, 7, 7, 8, 7, 5, 5, 6, 7, 10, 9, 8]
9: [5.4|7.1|8.7] [7, 8, 6, 9, 5, 4, 9, 7, 9, 8, 9, 7, 5, 7, 6, 7, 6, 8, 8, 6]
7: [5.5|7.2|9.0] [7, 9, 9, 6, 8, 7, 8, 6, 10, 9, 6, 7, 5, 8, 7, 6, 6, 6, 7, 8]
2: [5.0|7.3|9.8] [9, 7, 9, 9, 6, 5, 8, 10, 7, 9, 9, 6, 5, 8, 3, 7, 8, 9, 9, 9]
1: [5.5|7.4|9.5] [7, 9, 6, 10, 7, 6, 6, 8, 9, 6, 6, 5, 7, 10, 8, 7, 6, 7, 8, 6]
