6: [3.9|6.0|8.1] [6, 6, 9, 6, 5, 7, 7, 5, 3, 4, 4, 6, 8, 6, 8, 4, 9, 8, 6, 7]
7: [4.3|6.4|8.3] [7, 7, 8, 5, 7, 8, 5, 8, 5, 7, 5, 7, 7, 8, 8, 5, 9, 9, 7, 7]
8: [4.5|6.5|8.4] [8, 7, 8, 6, 8, 10, 6, 6, 6, 6, 7, 8, 4, 6, 9, 3, 6, 8, 9, 7]
12: [4.5|6.5|8.5] [8, 7, 10, 7, 7, 6, 4, 8, 6, 9, 5, 8, 7, 8, 6, 5, 8, 7, 7, 6]
11: [4.7|6.5|8.4] [10, 6, 7, 8, 8, 10, 4, 10, 3, 8, 6, 7, 8, 8, 8, 6, 10, 7, 9, 10]
10: [4.6|6.6|8.7] [7, 5, 7, 9, 5, 10, 8, 8, 8, 8, 5, 8, 6, 8, 6, 1, 7, 9, 10, 7]
15: [4.9|6.7|8.3] [6, 7, 9, 4, 7, 8, 7, 7, 6, 7, 4, 7, 4, 7, 9, 5, 8, 6, 8, 5]
17: [5.0|6.9|9.0] [5, 7, 7, 4, 4, 7, 5, 7, 5, 7, 4, 8, 4, 7, 7, 4, 9, 6, 8, 7]
20: [5.0|6.9|8.7] [8, 7, 9, 7, 6, 8, 5, 5, 8, 7, 6, 8, 6, 10, 8, 6, 6, 8, 8, 7]
5: [5.2|6.9|8.8] [9, 7, 8, 5, 7, 9, 10, 9, 7, 7, 6, 8, 9, 6, 8, 6, 10, 8, 6, 6]
13: [4.8|7.1|9.3] [4, 7, 9, 6, 7, 10, 9, 8, 4, 8, 5, 7, 7, 10, 7, 4, 9, 9, 5, 7]
2: [5.1|7.1|9.2] [7, 9, 9, 6, 8, 5, 7, 5, 5, 6, 6, 9, 3, 6, 8, 4, 6, 9, 7, 4]
16: [5.2|7.1|9.2] [5, 8, 10, 8, 8, 6, 5, 7, 6, 9, 4, 9, 8, 7, 6, 5, 9, 8, 6, 7]
9: [5.6|7.2|8.8] [6, 6, 8, 10, 6, 5, 9, 10, 7, 9, 4, 7, 7, 8, 5, 8, 9, 6, 7, 6]
18: [5.2|7.3|9.3] [5, 9, 8, 10, 5, 9, 6, 8, 7, 9, 7, 8, 6, 10, 8, 4, 9, 7, 10, 7]
4: [5.4|7.4|9.3] [7, 5, 6, 6, 8, 6, 10, 8, 5, 7, 3, 9, 5, 10, 8, 7, 8, 8, 7, 8]
1: [5.6|7.5|9.5] [8, 6, 9, 7, 6, 7, 8, 8, 9, 10, 5, 9, 6, 9, 9, 6, 10, 6, 7, 9]
14: [5.7|7.7|9.8] [7, 8, 8, 7, 6, 8, 8, 7, 6, 9, 9, 9, 8, 8, 8, 5, 8, 6, 9, 8]
3: [5.9|7.9|9.8] [7, 8, 7, 7, 6, 7, 8, 10, 4, 8, 8, 9, 9, 10, 8, 9, 10, 6, 10, 8]
19: [6.1|7.9|9.7] [9, 7, 6, 6, 9, 6, 8, 6, 7, 9, 6, 8, 8, 10, 10, 6, 8, 7, 8, 7]
