Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum_all,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue,blue_sort
20241114,24131,4,4,2,1,2,13,5,0,87,36,28,25,15,26,1,6,4,5,12,2,6,13,13
20241117,24132,0,4,5,4,0,15,5,0,118,34,32,32,24,52,3,21,2,1,5,4,5,3,6
20241117,100_1,2,5,4,0,0,7,11,0,104,34,23,34,13,29,3,4,3,7,6,2,5,4,9
20241117,100_2,3,3,2,0,0,11,7,0,94,32,25,34,16,24,3,4,1,11,5,2,5,3,6
20241117,100_3,1,4,3,0,1,8,9,1,92,33,26,34,18,24,2,5,1,11,5,2,6,1,8
20241117,100_4,2,4,2,0,0,13,4,1,92,33,24,30,16,25,2,5,5,6,5,1,3,5,6
20241117,100_5,1,4,3,0,0,11,4,2,94,32,22,30,16,27,2,5,5,5,4,1,2,6,9
20241117,200_1,1,4,5,0,0,6,11,1,118,37,21,38,13,40,4,6,2,4,3,1,5,10,13
20241117,200_2,3,5,4,0,0,10,8,0,103,31,23,35,16,35,5,6,4,5,2,0,4,9,13
20241117,200_3,1,4,5,0,0,8,9,1,110,33,22,36,15,38,4,7,3,4,1,1,6,10,13
20241117,200_4,1,6,4,1,0,11,4,3,108,34,24,36,17,36,3,5,7,4,2,1,6,9,12
20241117,200_5,0,5,5,1,0,10,4,4,111,36,24,36,18,37,3,7,6,5,2,1,6,9,11
20241117,300_1,2,4,5,1,0,6,10,2,116,39,19,38,10,39,3,4,3,2,4,2,4,5,10
20241117,300_2,2,4,4,0,0,8,10,1,121,40,18,40,8,41,4,3,3,2,4,2,3,3,8
20241117,300_3,3,4,5,0,0,7,8,2,116,39,20,37,12,39,2,5,4,2,5,2,4,3,9
20241117,300_4,2,4,5,0,0,9,6,2,111,36,21,37,12,38,4,4,4,3,3,1,3,5,7
20241117,300_5,1,3,6,1,0,8,6,4,107,36,22,36,15,35,3,5,4,5,3,2,4,7,7
