Date,3_2,8_9,1_6,1_9,3_8,12_7,12_10,20_8,3_1,5_1,7_8,10_8,11_8,15_7,20_3,1_8,1_10,2_1,5_7,9_7
20241217,0,2,0,2,0,1,2,1,0,0,0,0,1,1,1,1,0,0,1,0
20241219,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
20241222,1,0,2,2,1,0,0,0,2,2,0,2,1,0,0,0,0,2,1,1
20241224,1,0,0,0,0,0,2,2,0,0,1,1,0,0,2,1,0,3,0,2
20241226,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,2,0,1,1
20241229,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,3,2,1,0,0
20241231,0,0,0,1,0,1,0,1,0,2,2,0,1,0,0,0,0,3,0,0
20250102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20250105,0,0,0,1,0,0,2,2,0,1,0,0,1,1,1,0,3,0,1,0
20250107,2,1,0,1,2,0,0,1,0,1,0,1,2,2,1,3,1,3,1,3
20250109,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2
20250112,2,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0
20250114,0,2,0,2,1,0,0,0,2,0,1,1,0,1,1,1,1,0,0,0
20250116,1,1,0,0,1,0,0,2,1,1,0,2,2,0,1,0,0,1,1,1
20250119,0,1,0,1,0,1,2,0,3,1,0,0,0,1,1,1,2,1,2,2
20250121,2,2,1,0,0,2,1,0,0,1,0,3,0,1,1,0,1,0,1,1
20250123,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0
20250126,1,0,1,0,1,1,0,2,0,0,1,2,0,1,0,0,0,0,1,1
20250206,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20250209,0,0,2,0,0,1,1,0,2,0,1,0,1,1,2,1,0,2,1,1
20250211,1,0,0,0,0,0,2,2,0,0,1,3,0,0,0,1,0,0,0,0
20250213,2,3,1,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,0,0
20250216,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,0
20250218,1,1,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0
20250220,1,1,2,2,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
20250223,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,2,1,1,0
20250225,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
20250227,0,1,1,1,1,1,0,0,0,2,3,2,0,1,2,0,1,1,1,1
20250302,0,0,0,1,2,1,1,0,1,0,0,0,2,0,2,1,0,0,0,0
20250304,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,1
20250306,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0
20250309,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1
20250311,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,2,2,1
