key,gap,pro1,pro2,pro3,range1,range2
2_1___1__,0,-0.1,1.8,3.6,0,7
3_6___1__,0,-0.2,1.8,3.8,5,7
4_1___1__,0,-1.9,0.5,3.1,1,7
4_2___1__,0,-0.2,1.8,3.6,2,7
9_10___1__,0,-0.7,1.2,3.4,4,7
12_6___1__,0,-0.5,1.3,3.0,5,7
2_6___1__,0,-0.0,2.0,4.1,7,14
3_1___1__,0,-1.0,1.6,4.2,1,7
6_6___1__,0,-0.9,1.1,2.9,5,7
7_8___1__,0,-1.1,1.0,3.0,5,7
9_2___1__,0,-0.3,1.6,3.3,1,7
9_8___1__,0,-0.9,1.1,3.3,6,7
10_8___1__,0,-0.0,1.7,3.4,7,9
10_9___1__,0,-0.7,1.1,3.0,7,7
11_1___1__,0,-1.8,0.3,2.4,1,7
12_1___1__,0,-0.6,2.0,4.4,1,7
12_2___1__,0,-1.3,0.8,2.8,1,7
12_7___1__,0,0.1,2.1,4.1,7,9
12_10___1__,0,-0.9,1.0,3.0,5,7
14_6___1__,0,-0.7,1.2,2.9,4,7
14_9___1__,0,-0.2,2.5,5.2,5,7
15_8___1__,0,-0.6,1.9,4.4,5,7
18_7___1__,0,-0.4,1.6,3.6,7,8
19_3___1__,0,-0.3,2.4,5.4,2,7
19_7___1__,0,-1.0,1.5,3.7,7,8
19_8___1__,0,-1.4,1.1,3.7,7,8
1_3___1__,0,-1.2,1.7,4.6,2,7
3_3___1__,0,0.3,3.1,6.0,3,7
4_10___1__,0,0.8,3.1,5.4,4,7
5_3___1__,0,-0.6,2.4,5.4,2,7
5_7___1__,0,-0.6,2.1,4.8,5,7
7_3___1__,0,-1.5,1.7,5.1,2,7
14_8___1__,0,-0.3,1.8,4.0,7,8
15_3___1__,0,-1.3,2.1,5.4,2,7
15_7___1__,0,-0.6,1.6,3.6,4,7
16_3___1__,0,-0.5,2.1,4.7,2,7
17_3___1__,0,-0.6,2.3,5.3,2,7
18_3___1__,0,-2.3,0.8,3.9,2,7
18_10___1__,0,0.5,2.6,4.7,3,7
19_10___1__,0,-0.2,2.1,4.4,2,7
14_7___2__,0,-2.6,-0.4,1.9,14,14
4_1___2__,1,-1.7,1.1,4.3,7,14
12_6___2__,1,-1.4,0.6,2.8,13,14
5_8___2__,2,-0.7,1.2,3.2,14,14
8_7___2__,1,-0.4,1.3,3.0,10,14
9_8___2__,1,-1.2,1.4,3.8,9,14
12_1___2__,1,-1.7,1.8,5.1,6,14
12_7___2__,1,-1.2,0.8,2.9,14,17
14_6___2__,0,-0.2,1.7,3.6,12,14
15_8___2__,1,-0.9,1.1,3.1,11,14
16_8___2__,1,-1.0,1.2,3.6,12,14
2_7___2__,1,-0.5,1.4,3.2,14,16
2_8___2__,1,-0.2,1.6,3.2,14,14
5_6___2__,1,-0.4,1.8,4.2,14,15
8_9___2__,1,-1.8,0.3,2.3,13,14
9_6___2__,2,-1.6,0.3,2.3,11,14
13_7___2__,1,-1.1,1.0,2.8,14,16
16_10___2__,1,-1.0,0.9,2.8,8,14
17_8___2__,2,-1.6,0.5,2.6,9,14
19_6___2__,2,-0.4,1.7,3.7,14,14
6_2___2__,2,0.0,3.1,6.3,3,14
4_2___2__,2,0.5,3.1,5.9,7,14
4_6___2__,6,-1.3,0.9,3.1,11,14
7_3___2__,2,-1.2,2.4,5.9,6,14
14_3___2__,2,-1.0,2.4,5.6,6,14
4_3___2__,1,-0.5,2.8,6.0,6,14
4_9___2__,2,-1.0,1.1,3.3,10,14
7_2___2__,1,-0.2,2.7,5.5,4,14
14_9___2__,5,-0.5,2.1,4.6,11,14
18_2___2__,2,-1.9,1.5,5.0,4,14
18_3___2__,1,-1.8,1.5,4.9,5,14
1_2___2__,2,-2.6,1.0,4.4,4,14
1_9___2__,2,-1.2,0.8,3.1,10,14
2_10___2__,1,-0.7,1.6,3.9,9,14
3_10___2__,2,-1.0,1.2,3.6,8,14
4_7___2__,2,-1.6,0.9,3.3,13,14
8_3___2__,2,-1.4,2.3,5.8,6,14
9_3___2__,1,-1.2,1.7,4.4,6,14
11_10___2__,1,-1.6,0.9,3.3,5,14
13_10___2__,1,-0.2,2.1,4.5,8,14
19_2___3__,2,-1.4,0.6,2.4,8,21
1_10___3__,2,-0.2,1.5,3.3,8,21
5_10___3__,2,-0.8,1.1,3.2,10,21
9_10___3__,2,-0.1,1.7,3.4,13,21
12_6___3__,0,-0.7,1.4,3.4,21,23
14_10___3__,2,-0.8,1.0,2.7,12,21
2_6___3__,0,-0.8,0.8,2.5,21,21
2_8___3__,2,-1.0,0.7,2.5,18,21
3_10___3__,2,-0.5,1.2,2.9,15,21
5_2___3__,2,-1.4,0.8,3.1,8,21
8_8___3__,2,-0.7,1.2,3.1,18,21
9_7___3__,2,-1.1,1.0,3.0,18,21
11_8___3__,0,-0.8,1.2,3.4,16,21
16_2___3__,2,-0.9,1.6,4.1,8,21
17_10___3__,2,0.2,2.1,4.1,13,21
1_2___3__,2,-1.1,1.1,3.2,9,21
2_10___3__,2,-0.3,1.5,3.3,15,21
3_2___3__,2,-0.4,2.0,4.5,7,21
4_2___3__,2,-0.8,1.4,3.6,11,21
6_6___3__,2,-1.1,1.0,3.1,19,21
1_6___3__,2,-1.0,1.8,4.7,21,21
3_1___3__,2,-1.0,1.4,3.7,8,21
5_3___3__,2,-0.9,1.4,3.8,13,21
5_7___3__,2,-0.3,1.9,4.3,19,21
5_8___3__,2,-1.4,1.3,3.7,19,21
6_3___3__,2,-0.2,2.2,4.4,9,21
17_3___3__,2,-1.6,0.8,3.0,11,21
19_7___3__,5,-0.5,1.5,3.4,21,23
20_1___3__,2,-1.5,1.5,4.3,9,21
20_3___3__,2,0.5,3.0,5.5,12,21
1_3___3__,2,-0.5,2.1,4.7,13,21
1_7___3__,2,-0.4,1.8,4.1,21,21
2_3___3__,2,0.5,2.4,4.5,10,21
2_7___3__,2,-0.3,1.9,4.0,20,21
4_3___3__,2,-1.2,1.2,3.4,12,21
4_7___3__,2,-1.3,0.9,3.0,17,21
5_9___3__,2,-0.3,1.9,3.8,15,21
6_1___3__,2,-1.5,0.8,3.1,11,21
7_3___3__,2,-0.3,2.1,4.7,13,21
8_1___3__,2,-0.6,1.7,4.0,9,21
7_8___4__,0,-0.1,1.6,3.6,22,28
7_10___4__,0,0.1,1.9,3.7,16,22
5_10___4__,0,-0.5,1.4,3.2,17,22
7_7___4__,0,-1.3,1.1,3.2,22,28
8_10___4__,2,-1.2,0.6,2.3,17,22
16_9___4__,0,-0.5,1.4,3.3,22,22
20_10___4__,0,-0.4,1.2,2.8,18,22
1_8___4__,0,-0.5,1.3,3.3,22,25
1_9___4__,0,0.2,1.9,3.7,22,22
1_10___4__,0,-0.9,0.8,2.4,16,22
2_7___4__,0,-0.9,1.2,3.2,22,26
3_7___4__,0,-0.7,0.9,2.7,22,24
3_8___4__,0,-0.5,1.3,3.2,22,24
4_7___4__,0,-0.3,1.5,3.6,22,28
6_10___4__,0,-0.5,1.5,3.5,15,22
8_8___4__,0,-0.1,1.6,3.4,22,27
10_8___4__,0,-0.4,1.6,3.5,22,24
11_9___4__,0,-0.7,1.7,3.9,22,24
13_9___4__,0,-0.2,1.4,3.0,21,22
14_8___4__,0,-0.2,1.8,3.8,22,26
9_2___4__,5,-0.7,1.6,3.8,12,22
3_2___4__,2,-0.7,1.8,4.1,12,22
19_1___4__,2,-1.2,1.3,3.6,15,22
1_1___4__,2,-1.2,1.1,3.3,12,22
1_6___4__,8,-0.8,2.0,5.1,22,27
5_2___4__,2,0.4,2.4,4.2,10,22
7_1___4__,2,-0.9,1.4,3.6,18,22
8_1___4__,0,-1.2,1.3,3.6,18,22
9_1___4__,0,-0.8,1.3,3.4,22,23
13_2___4__,2,-0.7,1.9,4.5,14,22
2_2___4__,0,-0.8,1.0,3.1,12,22
4_3___4__,5,-0.8,1.2,3.2,17,22
5_6___4__,2,-0.2,2.0,4.2,22,26
6_2___4__,2,-1.0,1.1,3.4,12,22
10_1___4__,0,0.2,2.4,4.4,15,22
10_2___4__,2,0.3,2.3,4.3,11,22
11_1___4__,2,-0.8,1.9,4.7,15,22
11_2___4__,2,0.1,2.3,4.6,12,22
13_3___4__,5,-0.6,1.9,4.4,20,22
14_1___4__,2,-2.2,0.6,3.3,17,22
5_10___5__,0,-0.5,1.4,3.4,23,28
14_1___5__,2,-1.3,1.1,3.5,19,28
15_6___5__,0,0.1,2.2,4.3,25,28
2_10___5__,2,-0.2,1.9,4.0,22,28
3_6___5__,0,-1.8,0.6,2.8,26,28
5_7___5__,0,-1.2,1.0,3.1,28,28
10_1___5__,0,-0.6,2.3,4.9,22,28
