bravo3.A1_4,bravo3.D1_3,bravo3.D3_8,bravo2.A1_4,bravo1.D3_8,bravo1.D3_15,bravo2.A6_2,bravo3.A6_2,bravo3.D2_6,bravo1.D3_11,bravo1.A3_13,bravo1.A3_16,bravo2.A2_5,bravo2.D3_1,bravo3.A2_4,bravo3.A4_9,bravo1.D4_3,bravo3.D1_1,bravo2.A1_1,bravo3.A1_1,bravo2.D4_6,bravo2.A4_6,bravo3.A5_1,bravo1.A2_12,bravo1.D2_11,bravo1.D4_1,bravo1.A3_6,bravo2.D2_3,bravo3.A2_5,bravo2.D3_6,bravo1.A2_15,bravo2.D2_6,bravo2.A4_9,bravo2.D4_10,bravo1.A2_2,bravo2.D1_4,bravo3.A3_8,bravo3.D3_5,bravo3.D4_4,bravo1.A4_2,bravo3.A6_4,bravo2.D1_3,bravo2.D4_7,bravo3.D4_2,bravo2.D2_2,bravo1.A1_4,bravo2.A3_9,bravo1.A5_6,bravo1.A3_14,bravo1.D1_2,bravo2.D2_9,bravo1.D2_8,bravo2.D3_7,bravo1.A3_8,bravo2.D2_10,bravo1.D2_9,bravo2.A2_4,bravo2.D1_6,bravo2.A5_2,bravo2.A4_2,bravo2.A6_6,bravo1.D6_1,bravo3.D1_6,bravo3.D4_3,bravo1.A5_4,bravo1.D4_14,bravo3.A5_3,bravo3.D4_7,bravo1.D4_5,bravo2.D4_3,bravo3.A3_6,bravo1.A6_2,bravo1.A4_14,bravo1.D2_2,bravo2.A1_2,bravo3.A1_2,bravo3.A5_5,bravo1.A1_6,bravo2.A1_9,bravo2.D4_5,bravo2.D5_4,bravo1.A4_3,bravo2.D1_5,bravo2.D4_2,bravo3.A2_8,bravo3.A4_6,bravo1.A6_1,bravo3.D6_5,bravo1.D3_13,bravo2.A5_6,bravo2.A5_1,bravo1.D3_2,bravo3.A3_7,bravo3.D3_2,bravo1.A1_2,bravo2.A3_6,bravo2.A5_4,bravo1.A4_5,bravo2.A3_8,bravo3.D4_5,bravo1.A1_1,bravo1.D3_20,bravo2.A3_4,bravo2.A1_8,bravo2.D1_8,bravo2.D1_9,bravo1.D3_16,bravo2.A6_4,bravo1.A2_14,bravo2.A2_1,bravo3.D5_8,bravo1.D3_14,bravo2.A2_12,bravo1.A1_5,bravo1.A4_4,bravo1.D1_1,bravo2.D3_4,bravo3.D5_7,bravo2.D4_1,bravo3.A5_4,bravo3.D3_10,bravo1.A3_21,bravo1.D5_6,bravo1.D4_16,bravo1.D4_18,bravo3.A1_5,bravo3.D1_4,bravo2.A6_1,bravo3.A6_1,bravo3.D4_6,bravo1.A5_3,bravo2.A3_13,bravo3.A5_6,bravo3.D2_1,bravo3.A2_12,bravo3.D6_3,bravo2.D5_5,bravo3.A3_12,bravo2.A3_5,bravo2.D4_4,bravo2.D6_7,bravo3.A4_8,bravo3.A5_8,bravo1.A2_9,bravo1.D3_23,bravo1.D4_17,bravo3.D3_6,bravo3.D5_5,bravo1.A4_16,bravo1.A4_9,bravo2.A2_8,bravo2.A3_10,bravo2.D1_1,bravo2.D5_3,bravo3.D3_4,bravo1.A3_19,bravo2.A1_6,bravo1.D2_13,bravo1.D2_5,bravo1.A5_2,bravo2.A2_13,bravo2.D5_2,bravo1.A3_17,bravo1.D2_3,bravo1.D4_9,bravo1.D5_10,bravo2.D2_14,bravo2.D3_10,bravo1.A2_3,bravo2.A5_8,bravo2.D5_7,bravo2.D6_4,bravo3.A4_2,bravo1.A2_4,bravo1.D1_3,bravo1.D3_4,bravo2.A2_10,bravo3.D6_4,bravo1.A2_8,bravo2.A1_5,bravo2.D2_4,bravo2.D2_7,bravo3.A3_9,bravo3.A4_1,bravo3.D2_7,bravo1.A5_12,bravo2.A5_3,bravo1.A5_1,bravo2.A3_2,bravo3.A3_2,bravo3.A4_4,bravo1.A4_8,bravo2.A4_14,bravo3.D6_1,bravo2.A4_5,bravo3.A2_1,bravo3.D2_8,bravo1.D5_4,bravo1.D3_6,bravo3.A2_3,bravo3.D2_9,bravo3.D3_1,bravo3.D4_8,bravo3.D5_9,bravo1.A3_25,bravo2.A2_9,bravo2.D1_7,bravo2.D3_11,bravo2.D3_3,bravo3.D6_2,bravo1.D2_15,bravo2.A2_11,bravo2.A4_7,bravo2.D3_12,bravo2.D3_13,bravo3.A3_3,bravo3.D2_2,bravo3.D3_7,bravo3.D3_12,bravo1.A4_6,bravo1.D4_12,bravo1.D1_10,bravo2.D6_5,bravo1.A4_12,bravo1.D3_21,bravo3.D2_11,bravo3.D2_4,bravo3.A1_6,bravo1.A2_1,bravo1.A2_10,bravo1.D5_12,bravo3.A3_5,bravo3.D2_12,bravo1.A1_3,bravo1.A3_10,bravo1.A4_7,bravo1.D3_1,bravo1.D4_19,bravo1.D5_7,bravo2.A4_10,bravo2.A5_5,bravo2.D3_5,bravo3.A2_9,bravo3.A3_13,bravo1.D1_7,bravo2.A2_6,bravo2.A2_7,bravo2.A3_3,bravo3.D5_3,bravo1.A3_18,bravo2.D5_11,bravo3.D2_3,bravo1.A3_12,bravo3.A1_3,bravo1.A2_11,bravo1.A3_7,bravo3.A2_2,bravo3.A4_7,bravo1.D4_10,bravo1.D2_6,bravo1.D2_10,bravo2.A6_5,bravo2.D3_14,bravo2.D2_1,bravo3.D1_2,bravo1.D1_11,bravo2.D2_12,bravo1.A3_26,bravo1.D3_3,bravo2.A1_10,bravo2.D6_2,bravo3.D4_1,bravo3.D5_10,bravo1.A2_7,bravo1.A4_11,bravo1.D2_16,bravo1.D3_25,bravo2.A4_1,bravo2.D1_12,bravo3.D3_13,bravo3.A4_10,bravo1.D1_6,bravo2.D4_12,bravo2.D5_8,bravo3.D1_8,bravo1.A4_23,bravo2.A3_7,bravo3.D1_5,bravo1.A3_3,bravo1.D5_2,bravo3.A1_8,bravo3.D3_14,bravo1.D3_9,bravo1.D3_12,bravo3.A4_3,bravo2.A6_3,bravo2.D3_2,bravo2.D3_15,bravo3.D3_3,bravo1.D3_19,bravo1.D5_8,bravo2.A3_14,bravo3.A3_11,bravo1.A3_4,bravo1.D5_3,bravo1.D2_1,bravo2.D2_8,bravo2.D5_1,bravo3.A4_12,bravo3.D2_5,bravo3.D4_9,bravo3.A2_10,bravo3.A3_1,bravo1.A4_1,bravo2.D3_9,bravo2.D6_1,bravo1.A3_24,bravo1.D3_17,bravo2.A4_8,bravo2.D6_6,bravo1.D4_20,bravo2.D6_8,bravo1.A2_6,bravo2.D2_13,bravo2.A4_4,bravo3.D5_2,bravo1.A3_20,bravo1.A4_19,bravo3.D1_7,bravo3.D4_10,bravo1.A3_11,bravo1.D4_4,bravo1.D2_21,bravo1.D6_2,bravo2.A2_3,bravo3.A5_2,bravo1.A3_2,bravo2.D2_11,bravo2.D3_8,bravo3.D2_10,bravo1.A3_5,bravo1.A5_7,bravo1.A1_7,bravo1.A3_9,bravo1.A5_10,bravo1.D5_9,bravo2.D4_8,bravo3.A2_7,bravo1.A5_5,bravo1.D3_10,bravo2.A1_3,bravo2.A4_3,bravo3.D6_6,bravo3.A3_10,bravo1.A4_24,bravo2.A5_9,bravo3.A5_7,bravo3.A6_5,bravo3.D4_11,bravo1.D4_13,bravo1.D2_17,bravo1.D1_5,bravo3.A4_14,bravo1.A3_15,bravo1.D4_6,bravo1.A4_10,bravo1.D3_7,bravo3.A6_3,bravo1.A5_8,bravo1.D4_8,bravo2.A1_7,bravo3.A6_6,bravo1.A2_5,bravo1.D2_18,bravo3.A2_6,bravo3.D5_1,bravo2.D2_5,bravo2.A3_1,bravo3.D5_6,bravo2.D5_6,bravo1.D5_1,bravo2.A3_15,bravo3.A4_5,bravo1.D5_5,bravo1.D3_22,bravo2.A2_15,bravo3.A4_15,bravo2.D4_13,bravo2.D5_10,bravo2.D6_3,bravo3.A3_15,bravo1.A3_1,bravo1.A2_13,bravo1.A2_21,bravo1.D2_12,bravo1.D1_12,bravo2.D5_9,bravo1.A1_9,bravo1.A1_10,bravo2.A3_11,bravo2.D1_13,bravo2.D3_16,bravo3.A3_14,bravo1.D4_2,bravo3.A1_7,bravo3.A3_4,bravo1.A2_18,bravo1.D5_11,bravo3.D5_4,bravo1.A2_16,bravo1.D2_7,bravo1.A1_11,bravo2.A4_15,bravo2.A5_7,bravo3.D3_15,bravo2.A6_9,bravo1.A2_20,bravo1.D2_4,bravo2.A2_2,bravo1.A3_22,bravo1.A3_23,bravo1.D3_18,bravo1.D4_25,bravo1.A4_20,bravo1.D1_9,bravo1.D3_24,bravo3.A2_11,bravo1.A4_18,bravo1.D1_8,bravo1.D4_7,bravo1.A4_15,bravo1.D3_5,bravo1.D6_3,bravo1.D4_22,bravo2.A1_11,bravo1.D2_14,bravo2.D2_16,bravo3.A3_16,bravo1.D2_20,bravo1.D6_4,bravo2.A3_16,bravo3.D3_11,bravo3.D4_14,bravo1.D1_4,bravo2.A1_13,bravo1.A2_19,bravo3.D3_9,bravo2.A3_12,bravo2.A4_12,bravo3.D4_12,bravo1.D2_19,bravo3.D6_7,bravo2.A5_13,bravo3.A5_9,bravo1.A4_26,bravo2.D1_2,bravo1.A2_17,bravo1.A3_27,bravo1.A4_22,bravo2.D1_10,bravo2.D4_15,bravo1.D4_21,bravo1.D3_27,bravo3.A4_13,bravo3.D1_9,bravo1.A4_25,bravo1.A5_13,bravo2.A4_13,bravo1.D4_26,bravo1.A4_17,bravo1.A4_21,bravo3.D5_11,bravo1.A4_13,bravo2.D4_11,bravo3.D3_16,bravo1.A6_4,bravo1.D4_23,bravo2.D6_9,bravo3.A1_9,bravo3.A6_8,bravo1.D4_11,bravo1.D4_24,bravo2.A1_12,bravo2.A5_10,bravo2.D4_14,bravo2.D3_17,bravo2.A4_16,bravo2.D4_9,bravo1.D5_16,bravo2.D1_11,bravo2.A2_16,bravo2.A3_17,bravo3.A4_11,bravo1.A5_16,bravo1.A6_3,bravo1.A5_15,bravo1.D5_14,bravo3.D4_13,bravo3.D2_14,bravo1.D4_15,bravo1.A5_11,bravo1.D2_22,bravo1.A1_12,bravo1.D5_15,bravo1.A1_8,bravo2.A4_11,bravo3.D6_8,bravo3.D2_13,bravo1.A5_9,bravo2.D1_14,bravo2.A2_14,bravo2.A6_7,bravo2.D5_12,bravo3.A5_10,bravo3.A6_7,bravo2.A2_17,bravo1.D3_26,bravo3.D4_16,bravo1.D4_27,bravo2.D5_14,bravo3.A1_10,bravo1.D1_14,bravo2.A1_14,bravo2.A3_18,bravo2.A5_11,bravo1.A5_14,bravo1.D1_13,bravo1.D5_13,bravo2.D2_15,bravo3.A2_14,bravo3.A5_11,bravo1.A1_14,bravo2.A6_8,bravo3.D4_15,bravo2.A1_15,bravo3.A3_17,bravo3.A5_13,bravo1.A1_13,bravo1.A3_28,bravo3.A4_16,bravo2.A5_12,bravo3.D3_17,bravo1.A5_18,bravo1.A5_17,bravo3.D5_12,bravo1.D6_5,bravo2.A6_10,bravo2.D6_11,bravo3.A6_9,bravo1.A2_22,bravo2.D6_10,bravo1.D5_19,bravo1.D5_17,bravo2.D1_15,bravo1.D3_28,bravo1.D1_15,bravo3.A2_13,bravo1.A6_5,bravo1.D6_8,bravo2.D2_17,bravo2.D4_16,bravo2.D5_13,bravo3.D5_13,bravo1.A6_7,bravo2.A5_14,bravo1.A6_6,bravo3.D1_10,bravo1.A6_8,bravo1.D6_6,bravo1.D5_18,bravo2.A4_18,bravo2.A2_18,bravo1.A4_27,bravo2.A3_19,bravo2.A4_17,bravo3.A5_12,bravo2.D1_16,bravo1.D6_7,bravo2.D6_12,bravo3.A4_17,bravo3.D6_9,bravo3.D4_17,bravo3.A4_18,bravo3.A2_15,bravo3.A3_18,bravo3.D3_18,bravo1.A1_15,bravo2.D1_17,bravo3.D4_19,bravo1.D5_20,bravo2.D5_15,bravo2.A1_16,bravo2.A5_15,bravo2.D3_18,bravo2.D4_17,bravo1.A6_10,bravo3.A2_16,bravo1.A5_20,bravo2.D4_18,bravo2.D2_18,bravo2.A6_11,bravo3.A3_20,bravo3.D1_11,bravo3.A3_19,bravo2.A4_19,bravo2.A6_13,bravo2.D5_16,bravo3.A4_19,bravo2.A5_17,bravo3.D2_15,bravo3.D3_19,bravo3.A1_11,bravo1.A4_28,bravo2.D2_19,bravo2.A3_20,bravo1.A5_19,bravo1.A6_11,bravo2.A6_12,bravo3.D5_14,bravo2.A1_17,bravo2.A2_19,bravo1.D6_11,bravo1.D6_10,bravo2.D6_14,bravo1.A2_23,bravo2.D4_19,bravo1.A5_21,bravo1.D6_9,bravo3.D1_12,bravo1.A1_17,bravo1.A1_16,bravo1.D5_21,bravo2.A5_16,bravo2.D5_17,bravo2.D5_18,bravo3.D6_10,bravo3.D6_11,bravo1.D2_23,bravo3.A5_15,bravo2.D3_20,bravo2.D2_20,bravo3.A1_12,bravo3.D5_15,bravo2.A4_20,bravo2.A5_18,bravo1.D6_12,bravo1.A6_9,bravo2.D3_19,bravo3.D4_18,bravo1.D1_16,bravo2.A3_21,bravo2.D1_18,bravo2.A2_20,bravo2.A6_14,bravo2.A2_22,bravo1.D4_28,bravo1.D6_14,bravo3.D2_16,bravo2.D2_21,bravo3.A5_14,bravo1.D2_24,bravo2.A1_19,bravo1.D1_17,bravo2.A2_21,bravo3.A6_11,bravo3.D1_13,bravo1.A2_24,bravo2.D3_21,bravo2.A1_21,bravo2.D6_16,bravo3.A3_21,bravo3.D5_16,bravo1.D5_22,bravo2.A5_19,bravo3.A4_21,bravo1.A5_22,bravo1.A6_14,bravo1.A6_15,bravo2.D6_13,bravo1.A6_13,bravo3.A6_10,bravo3.A6_12,bravo2.D1_21,bravo2.D1_22,bravo3.A1_14,bravo3.D1_14,bravo2.A6_16,bravo1.D6_13,bravo2.A5_20,bravo1.A6_12,bravo2.A1_22,bravo2.A1_23,bravo3.D3_21,bravo3.D3_20,bravo2.D1_20,bravo2.A1_20,bravo2.A6_15,bravo2.A6_17,bravo2.D6_15,bravo2.D6_17,bravo3.D5_17,bravo1.D6_15,bravo2.D4_20,bravo3.D4_20,bravo2.D1_19,bravo2.A4_21,bravo2.A5_21,bravo3.A4_20,bravo3.A5_18,bravo3.A5_16,bravo2.D4_21,bravo1.A6_16,bravo2.D4_22,bravo3.D4_21,bravo3.D6_13
2,1,1,2,0,0,6,6,0,14,11,8,5,4,3,2,1,1,0,0,13,6,6,4,3,2,1,1,1,0,3,3,2,2,1,1,1,1,1,9,9,7,5,5,4,2,2,1,0,0,0,11,8,5,5,3,3,3,2,2,2,0,0,0,15,12,9,9,7,7,7,5,5,5,3,3,3,2,1,1,1,0,0,0,0,0,15,9,8,7,6,5,3,3,2,2,2,1,1,1,0,0,0,0,0,15,11,9,8,8,8,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,23,23,13,10,10,7,7,4,4,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,20,16,13,11,9,5,4,4,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,12,9,7,5,5,5,4,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,18,12,6,6,5,5,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,21,11,10,9,9,8,8,8,8,6,6,6,6,6,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,15,11,8,8,7,6,5,5,4,4,4,4,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,18,15,14,10,10,9,9,9,9,8,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,17,17,9,9,9,8,7,6,6,6,6,5,5,4,4,3,3,2,2,2,1,1,1,1,0,0,0,0,20,16,16,15,11,11,11,9,8,8,7,6,6,6,6,4,3,3,2,2,2,1,1,1,1,1,1,0,0,0,23,17,11,10,10,9,7,6,5,4,3,3,3,2,2,2,2,1,1,0,0,23,23,14,13,9,9,4,4,2,2,2,1,1,1,1,0,10,10,9,8,6,5,4,2,2,1,1,12,7,6,5,3,2,2,1,1,1,1,0,0,0,19,18,16,11,9,4,2,1,1,1,1,1,0,0,0,0,0,13,12,11,5,5,2,2,16,13,10,9,9,9,8,5,4,1,0,33,16,16,11,8,6,3,1,1,1,0,19,6,4,1,9,8,6,4,4,4,4,2,0,12,8,4,4,3,2,2,23,9,7,4,1,1,0,22,16,13,11,7,6,6,4,0,13,12,7,5,4,2,2,16,10,7,7,6,6,1,1,0,0,43,37,10,10,7,3,2,1,0,32,19,16,13,8,6,13,6,2,2,23,23,20,19,18,7,7,7,1,35,20,11,10,8,4,2,52,26,20,20,19,18,13,11,10,7,2,32,30,29,11,10,8,7,6,78,78,44,38,21,18,10,8,4,2,78,26,13,13,6,59,49,44,36,27,24,21,13,13,12,10,10,10,7,6,5,4,1,125,107,82,49,45,37,33,6,4,4,4,176,160,133,102,83,82,81,58,54,44,35,13,13,13,12,6,198,181,181,181,181,165,164,158,157,140,140,140,133,125,108,96,95,95,95,95,90,81,81,50,44,44,44,44,26,20,13,13,13,-1
1,0,0,1,1,6,5,5,0,13,10,7,4,3,2,1,0,0,0,0,12,5,5,3,2,1,0,0,0,2,2,2,1,1,0,0,0,0,0,8,8,6,4,4,3,1,1,0,6,0,2,10,7,4,4,2,2,2,1,1,1,0,6,6,14,11,8,8,6,6,6,4,4,4,2,2,2,1,0,0,0,3,0,4,0,11,14,8,7,6,5,4,2,2,1,1,1,0,0,0,3,10,23,2,2,14,10,8,7,7,7,2,2,1,1,1,1,1,0,0,0,1,0,7,4,7,1,22,22,12,9,9,6,6,3,3,2,2,1,1,1,1,1,0,0,0,0,0,3,0,4,2,5,0,19,15,12,10,8,4,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,7,5,0,0,0,0,11,8,6,4,4,4,3,3,3,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11,1,1,2,1,1,2,4,17,11,5,5,4,4,4,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,20,10,9,8,8,7,7,7,7,5,5,5,5,5,3,2,1,1,0,0,0,0,0,0,18,0,12,3,0,7,6,14,10,7,7,6,5,4,4,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,3,12,17,0,6,0,10,1,17,14,13,9,9,8,8,8,8,7,5,4,4,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,2,0,5,10,2,9,0,11,16,16,8,8,8,7,6,5,5,5,5,4,4,3,3,2,2,1,1,1,0,0,0,0,6,1,1,18,19,15,15,14,10,10,10,8,7,7,6,5,5,5,5,3,2,2,1,1,1,0,0,0,0,0,0,6,0,2,22,16,10,9,9,8,6,5,4,3,2,2,2,1,1,1,1,0,0,2,10,22,22,13,12,8,8,3,3,1,1,1,0,0,0,0,7,9,9,8,7,5,4,3,1,1,0,0,11,6,5,4,2,1,1,0,0,0,0,0,8,0,18,17,15,10,8,3,1,0,0,0,0,0,12,4,5,9,16,12,11,10,4,4,1,1,15,12,9,8,8,8,7,4,3,0,15,32,15,15,10,7,5,2,0,0,0,9,18,5,3,0,8,7,5,3,3,3,3,1,1,11,7,3,3,2,1,1,22,8,6,3,0,0,19,21,15,12,10,6,5,5,3,20,12,11,6,4,3,1,1,15,9,6,6,5,5,0,0,2,4,42,36,9,9,6,2,1,0,19,31,18,15,12,7,5,12,5,1,1,22,22,19,18,17,6,6,6,0,34,19,10,9,7,3,1,51,25,19,19,18,17,12,10,9,6,1,31,29,28,10,9,7,6,5,77,77,43,37,20,17,9,7,3,1,77,25,12,12,5,58,48,43,35,26,23,20,12,12,11,9,9,9,6,5,4,3,0,124,106,81,48,44,36,32,5,3,3,3,175,159,132,101,82,81,80,57,53,43,34,12,12,12,11,5,197,180,180,180,180,164,163,157,156,139,139,139,132,124,107,95,94,94,94,94,89,80,80,49,43,43,43,43,25,19,12,12,12,-1
0,1,4,0,0,5,4,4,13,12,9,6,3,2,1,0,6,5,3,3,11,4,4,2,1,0,5,0,1,1,1,1,0,0,2,11,4,0,0,7,7,5,3,3,2,0,0,0,5,9,1,9,6,3,3,1,1,1,0,0,0,10,5,5,13,10,7,7,5,5,5,3,3,3,1,1,1,0,1,18,8,2,2,3,8,10,13,7,6,5,4,3,1,1,0,0,0,23,4,8,2,9,22,1,1,13,9,7,6,6,6,1,1,0,0,0,0,0,2,0,1,0,2,6,3,6,0,21,21,11,8,8,5,5,2,2,1,1,0,0,0,0,0,1,5,1,8,1,2,1,3,1,4,0,18,14,11,9,7,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,4,2,0,0,6,4,4,10,5,8,10,7,5,3,3,3,2,2,2,1,1,1,0,0,0,0,0,0,0,4,1,0,4,3,0,1,10,0,0,1,0,0,1,3,16,10,4,4,3,3,3,2,1,0,0,0,0,0,5,15,1,8,0,3,13,1,11,15,11,1,3,0,1,0,19,9,8,7,7,6,6,6,6,4,4,4,4,4,2,1,0,0,2,2,1,0,2,4,17,1,11,2,11,6,5,13,9,6,6,5,4,3,3,2,2,2,2,1,1,1,0,0,0,0,20,1,3,16,2,11,16,12,5,3,9,0,16,13,12,8,8,7,7,7,7,6,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,1,13,1,1,2,4,9,1,8,0,10,15,15,7,7,7,6,5,4,4,4,4,3,3,2,2,1,1,0,0,0,1,15,0,0,5,0,0,17,18,14,14,13,9,9,9,7,6,6,5,4,4,4,4,2,1,1,0,0,0,6,1,8,6,0,10,5,1,1,21,15,9,8,8,7,5,4,3,2,1,1,1,0,0,0,0,5,6,1,9,21,21,12,11,7,7,2,2,0,0,0,10,1,8,4,6,8,8,7,6,4,3,2,0,0,8,4,10,5,4,3,1,0,0,1,0,0,6,0,7,0,17,16,14,9,7,2,0,8,17,6,13,0,11,3,4,8,15,11,10,9,3,3,0,0,14,11,8,7,7,7,6,3,2,2,14,31,14,14,9,6,4,1,4,6,9,8,17,4,2,4,7,6,4,2,2,2,2,0,0,10,6,2,2,1,0,0,21,7,5,2,8,8,18,20,14,11,9,5,4,4,2,19,11,10,5,3,2,0,0,14,8,5,5,4,4,0,14,1,3,41,35,8,8,5,1,0,5,18,30,17,14,11,6,4,11,4,0,0,21,21,18,17,16,5,5,5,4,33,18,9,8,6,2,0,50,24,18,18,17,16,11,9,8,5,0,30,28,27,9,8,6,5,4,76,76,42,36,19,16,8,6,2,0,76,24,11,11,4,57,47,42,34,25,22,19,11,11,10,8,8,8,5,4,3,2,57,123,105,80,47,43,35,31,4,2,2,2,174,158,131,100,81,80,79,56,52,42,33,11,11,11,10,4,196,179,179,179,179,163,162,156,155,138,138,138,131,123,106,94,93,93,93,93,88,79,79,48,42,42,42,42,24,18,11,11,11,-1
2,0,3,2,0,4,3,3,12,11,8,5,2,1,0,6,5,4,2,2,10,3,3,1,0,0,4,5,0,0,0,0,3,3,1,10,3,2,9,6,6,4,2,2,1,1,3,2,4,8,0,8,5,2,2,0,0,0,8,3,16,9,4,4,12,9,6,6,4,4,4,2,2,2,0,0,0,0,0,17,7,1,1,2,7,9,12,6,5,4,3,2,0,0,3,0,3,22,3,7,1,8,21,0,0,12,8,6,5,5,5,0,0,4,7,1,4,3,1,3,0,0,1,5,2,5,6,20,20,10,7,7,4,4,1,1,0,0,5,4,6,3,1,0,4,0,7,0,1,0,2,0,3,27,17,13,10,8,6,2,1,1,0,0,0,0,0,0,1,1,3,1,3,4,0,3,1,3,16,5,3,3,9,4,7,9,6,4,2,2,2,1,1,1,0,0,0,0,0,0,0,1,12,4,3,0,0,3,2,3,0,9,2,5,0,4,1,0,2,15,9,3,3,2,2,2,1,0,4,8,2,1,0,4,14,0,7,0,2,12,0,10,14,10,0,2,0,0,7,18,8,7,6,6,5,5,5,5,3,3,3,3,3,1,0,0,1,1,1,0,1,1,3,16,0,10,1,10,5,4,12,8,5,5,4,3,2,2,1,1,1,1,0,0,0,8,3,2,3,19,0,2,15,1,10,15,11,4,2,8,8,15,12,11,7,7,6,6,6,6,5,3,2,2,1,1,0,0,0,0,4,15,1,2,4,8,3,0,12,0,0,1,3,8,0,7,0,9,14,14,6,6,6,5,4,3,3,3,3,2,2,1,1,0,0,5,1,8,0,14,12,23,4,4,12,16,17,13,13,12,8,8,8,6,5,5,4,3,3,3,3,1,0,0,1,1,13,5,0,7,5,1,9,4,0,0,20,14,8,7,7,6,4,3,2,1,0,0,0,1,0,4,7,4,5,0,8,20,20,11,10,6,6,1,1,10,0,4,9,0,7,3,5,7,7,6,5,3,2,1,4,3,7,3,9,4,3,2,0,19,8,0,3,9,5,5,6,13,16,15,13,8,6,1,4,7,16,5,12,3,10,2,3,7,14,10,9,8,2,2,3,4,13,10,7,6,6,6,5,2,1,1,13,30,13,13,8,5,3,0,3,5,8,7,16,3,1,3,6,5,3,1,1,1,1,0,7,9,5,1,1,0,3,9,20,6,4,1,7,7,17,19,13,10,8,4,3,3,1,18,10,9,4,2,1,3,10,13,7,4,4,3,3,6,13,0,2,40,34,7,7,4,0,4,4,17,29,16,13,10,5,3,10,3,1,8,20,20,17,16,15,4,4,4,3,32,17,8,7,5,1,3,49,23,17,17,16,15,10,8,7,4,8,29,27,26,8,7,5,4,3,75,75,41,35,18,15,7,5,1,25,75,23,10,10,3,56,46,41,33,24,21,18,10,10,9,7,7,7,4,3,2,1,56,122,104,79,46,42,34,30,3,1,1,1,173,157,130,99,80,79,78,55,51,41,32,10,10,10,9,3,195,178,178,178,178,162,161,155,154,137,137,137,130,122,105,93,92,92,92,92,87,78,78,47,41,41,41,41,23,17,10,10,10,-1
