key,gap,pro1,pro2,pro3,range1,range2
19_8___1__,0,-1.8,0.7,3.3,3,5
1_3___1__,0,-1.4,1.2,4.2,3,5
9_10___1__,0,-1.2,0.8,2.9,4,5
10_3___1__,0,-0.9,2.1,4.9,4,5
11_8___1__,0,-0.3,2.3,4.7,2,5
15_8___1__,0,-1.3,1.2,3.6,5,5
2_9___1__,0,-1.3,0.8,2.8,3,5
3_6___1__,0,-0.8,0.9,2.8,4,5
3_8___1__,0,-0.5,1.8,4.0,5,5
4_6___1__,0,-1.9,0.3,2.3,0,5
4_7___1__,0,-0.2,1.8,3.7,1,5
8_8___1__,0,-1.2,0.7,2.6,3,5
10_8___1__,0,-0.2,1.6,3.3,2,5
14_7___1__,0,-1.1,1.1,3.6,2,5
14_10___1__,0,-1.5,1.3,4.0,5,5
15_9___1__,0,-1.5,0.7,2.8,3,5
17_9___1__,0,-1.7,0.3,2.5,2,5
19_2___1__,0,-0.9,0.7,2.3,2,5
19_7___1__,0,-1.2,1.4,3.7,3,5
1_8___1__,0,0.1,2.5,5.1,2,5
11_1___1__,0,-1.5,0.9,3.3,3,5
1_1___1__,0,-1.3,1.3,3.7,4,5
1_6___1__,0,-0.7,2.2,5.2,2,5
3_2___1__,0,0.2,2.1,4.1,3,5
8_6___1__,0,-0.4,1.7,3.8,3,5
15_1___1__,0,-0.3,2.5,5.6,5,6
16_1___1__,0,-1.0,1.6,4.2,5,5
20_1___1__,0,-0.5,1.7,4.0,3,5
2_1___1__,0,-0.1,1.9,3.9,5,7
5_1___1__,0,-0.2,2.2,4.6,5,7
5_6___1__,0,-1.2,1.2,3.6,1,5
7_1___1__,0,-0.7,2.0,4.7,5,6
8_1___1__,0,0.2,2.6,4.8,4,5
9_1___1__,0,-0.3,1.9,4.2,5,10
10_6___1__,0,-0.5,1.4,3.0,1,5
10_7___1__,0,-0.6,1.3,3.3,1,5
11_2___1__,0,0.2,2.0,3.8,4,5
11_6___1__,0,-0.1,2.0,4.0,2,5
14_1___1__,0,-0.1,2.2,4.4,5,7
16_3___1__,0,-1.4,1.3,3.8,3,5
17_9___2__,0,-1.1,0.6,2.4,7,16
19_9___2__,0,-1.9,0.7,3.2,9,16
11_10___2__,0,-1.2,1.0,3.1,6,16
12_7___2__,0,-0.9,1.0,3.3,6,16
12_9___2__,0,-2.0,0.4,3.0,7,16
17_8___2__,0,-0.9,1.2,3.2,8,16
19_10___2__,0,-0.7,1.6,3.9,9,16
2_7___2__,0,-0.3,1.6,3.4,12,16
2_10___2__,0,-0.7,1.4,3.7,6,16
4_7___2__,0,-1.5,0.8,3.2,5,16
4_9___2__,0,0.3,2.2,4.1,4,16
11_9___2__,0,-0.7,2.0,4.5,6,16
14_7___2__,0,-0.7,1.5,3.7,5,16
14_9___2__,0,-1.0,1.4,3.7,4,16
16_7___2__,0,-0.3,1.7,3.8,6,16
16_10___2__,0,-0.6,1.2,3.1,8,16
17_7___2__,0,-0.8,1.6,3.8,8,16
19_8___2__,0,-1.0,1.8,4.5,8,16
20_6___2__,0,-0.1,2.0,4.1,7,16
3_6___2__,0,-1.7,0.8,3.0,6,16
1_3___2__,0,-2.4,1.3,4.7,9,16
18_3___2__,0,-1.4,2.4,6.0,10,16
2_2___2__,0,-0.3,2.8,5.9,8,16
11_1___2__,0,-1.7,1.7,5.1,12,16
16_3___2__,0,-1.5,1.9,5.2,9,16
18_6___2__,0,-1.1,1.5,3.9,8,16
2_3___2__,0,-0.7,2.5,5.7,8,16
5_1___2__,0,-1.6,1.3,4.5,12,16
7_6___2__,0,-0.8,1.8,4.6,10,16
9_1___2__,0,-2.1,1.3,4.5,15,16
12_1___2__,0,-2.6,0.9,4.5,10,16
12_3___2__,0,-2.7,0.6,3.9,11,16
12_6___2__,0,-1.5,0.8,2.9,7,16
16_1___2__,0,-1.3,1.5,4.5,9,16
17_3___2__,0,-1.3,1.7,4.8,9,16
1_1___2__,0,-1.1,2.4,5.8,14,16
1_6___2__,0,-1.4,2.4,5.9,10,16
2_1___2__,0,-1.5,1.3,4.3,10,16
2_9___2__,0,0.5,2.4,4.3,10,16
3_2___2__,0,-1.5,1.2,3.8,11,16
13_8___3__,0,0.6,2.3,3.9,11,23
17_7___3__,0,-0.7,0.9,2.6,9,23
3_8___3__,0,-0.2,1.2,2.6,11,23
5_9___3__,0,-0.6,1.4,3.4,10,23
8_7___3__,0,-0.7,1.7,4.1,15,23
8_9___3__,0,-0.3,1.9,3.9,15,23
13_7___3__,0,-0.8,1.3,3.2,11,23
14_9___3__,0,-1.0,1.0,3.0,8,23
19_8___3__,0,0.2,2.3,4.4,12,23
2_6___3__,0,-0.8,0.9,2.5,15,23
4_8___3__,0,-0.8,1.1,2.9,7,23
6_9___3__,0,0.0,1.9,3.9,12,23
