15_4: xx, [3, 10, 15, 21, 26, 29] [3, 0, 1, 0, 1, 1, 1, 1, 3, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0]
3_6: xx, [4, 6, 10, 18, 26, 29] [3, 0, 1, 1, 0, 2, 1, 2, 2, 0, 0, 0, 0, 0, 1, 1, 3, 0, 1, 1]
8_3: xx, [3, 10, 13, 20, 25, 29] [4, 0, 2, 3, 0, 0, 3, 2, 0, 2, 2, 2, 0, 1, 0, 2, 0, 1, 2, 0]
9_5: xx, [4, 9, 14, 19, 24, 29] [3, 0, 1, 0, 1, 1, 0, 0, 2, 2, 0, 1, 0, 0, 1, 1, 0, 2, 1, 1]
20_4: xx, [3, 10, 13, 19, 25, 30] [3, 1, 2, 1, 0, 2, 1, 2, 2, 1, 0, 1, 2, 1, 0, 0, 0, 1, 4, 0]
7_1: xx, [6, 8, 13, 23, 24, 25] [3, 2, 1, 0, 1, 3, 0, 1, 0, 1, 2, 3, 1, 1, 0, 2, 2, 0, 2, 2]
8_4: xx, [3, 10, 15, 20, 25, 29] [3, 2, 2, 1, 1, 1, 2, 1, 2, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]
16_10: xx, [3, 8, 10, 18, 24, 29] [3, 0, 2, 1, 1, 2, 1, 2, 1, 1, 2, 0, 2, 0, 1, 0, 1, 3, 1, 0]
20_10: xx, [3, 5, 9, 18, 23, 30] [4, 0, 1, 1, 3, 1, 2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 1, 0, 1, 3]
2_8: xx, [5, 11, 15, 17, 22, 31] [3, 2, 1, 2, 1, 1, 1, 0, 1, 2, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1]
11_1: xx, [3, 12, 15, 23, 23, 24] [3, 2, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 3, 1, 1, 0, 1, 2, 0, 1]
14_8: xx, [2, 4, 8, 15, 21, 27] [3, 2, 1, 2, 2, 1, 2, 1, 1, 2, 3, 0, 1, 3, 0, 1, 1, 1, 2, 2]
