row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,6,12,17,26,28,92,31,25,32,20,29,3,6,5,9,2,2
1_2,5,7,11,15,22,26,86,31,21,29,15,26,2,4,4,7,4,3
1_3,3,6,10,15,23,28,85,31,25,29,17,25,3,4,5,8,5,5
1_4,3,7,12,17,24,28,91,31,25,31,17,29,4,5,5,7,4,8
1_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,8
1_6,6,5,11,18,21,24,85,30,18,26,16,29,-1,6,7,3,3,7
1_7,3,5,13,19,19,24,83,27,21,24,14,32,2,8,6,0,5,7
1_8,3,5,13,21,21,27,90,30,24,26,16,34,2,8,8,0,6,11
1_9,2,8,12,20,22,28,92,30,26,30,14,32,6,4,8,2,6,5
1_10,3,8,13,20,23,29,96,32,26,31,15,33,5,5,7,3,6,6
2_1,2,5,11,15,22,23,78,25,21,27,17,26,3,6,4,7,1,4
2_2,4,7,12,16,23,26,88,30,22,30,16,28,3,5,4,7,3,3
2_3,5,8,12,16,23,29,93,34,24,31,15,28,3,4,4,7,6,6
2_4,4,8,12,17,24,29,94,33,25,32,16,29,4,4,5,7,5,8
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,3,5,8,11,18,23,68,26,20,23,13,19,2,3,3,7,5,10
2_7,2,5,6,9,14,21,57,23,19,19,9,15,3,1,3,5,7,8
2_8,4,7,10,15,20,24,80,28,20,27,13,25,3,3,5,5,4,12
2_9,3,5,10,16,22,26,82,29,23,27,17,26,2,5,6,6,4,8
2_10,2,8,13,19,24,27,93,29,25,32,16,32,6,5,6,5,3,7
3_1,5,8,14,18,21,26,92,31,21,29,13,32,3,6,4,3,5,3
3_2,7,10,17,18,21,27,100,34,20,31,11,35,3,7,1,3,6,5
3_3,6,10,16,19,24,28,103,34,22,34,14,35,4,6,3,5,4,7
3_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,9
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,2,4,7,9,16,23,61,25,21,20,12,16,2,3,2,7,7,6
3_7,3,8,11,15,16,24,77,27,21,24,8,26,5,3,4,1,8,5
3_8,3,7,11,14,19,26,80,29,23,26,12,25,4,4,3,5,7,4
3_9,2,5,11,13,20,28,79,30,26,25,15,24,3,6,2,7,8,5
3_10,3,8,13,16,22,29,91,32,26,30,14,29,5,5,3,6,7,8
4_1,3,9,14,14,21,26,87,29,23,30,12,28,6,5,0,7,5,4
4_2,3,7,12,16,22,25,85,28,22,29,15,28,4,5,4,6,3,3
4_3,3,7,12,18,23,28,91,31,25,30,16,30,4,5,6,5,5,4
4_4,3,8,13,19,25,28,96,31,25,33,17,32,5,5,6,6,3,7
4_5,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5,8
4_6,2,6,9,16,17,22,72,24,20,23,11,25,4,3,7,1,5,6
4_7,3,7,8,16,15,21,70,24,18,22,8,24,4,1,8,-1,6,4
4_8,1,6,13,18,20,26,84,27,25,26,14,31,5,7,5,2,6,8
4_9,2,8,17,21,24,28,100,30,26,32,16,38,6,9,4,3,4,6
4_10,4,9,15,19,24,28,99,32,24,33,15,34,5,6,4,5,4,6
5_1,3,7,11,14,21,24,80,27,21,28,14,25,4,4,3,7,3,5
5_2,3,6,11,15,25,29,89,32,26,31,19,26,3,5,4,10,4,4
5_3,3,8,12,17,26,30,96,33,27,34,18,29,5,4,5,9,4,4
5_4,4,8,14,19,25,30,100,34,26,33,17,33,4,6,5,6,5,7
5_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,7
5_6,2,9,12,15,23,24,85,26,22,32,14,27,7,3,3,8,1,7
5_7,0,4,7,13,19,26,69,26,26,23,15,20,4,3,6,6,7,5
5_8,0,4,9,15,19,25,72,25,25,23,15,24,4,5,6,4,6,6
5_9,3,9,12,17,23,26,90,29,23,32,14,29,6,3,5,6,3,6
5_10,4,8,12,17,23,26,90,30,22,31,15,29,4,4,5,6,3,8
6_1,7,9,15,19,23,26,99,33,19,32,14,34,2,6,4,4,3,8
6_2,4,8,14,20,24,27,97,31,23,32,16,34,4,6,6,4,3,5
