row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,6,14,15,22,23,28,108,34,22,37,9,37,8,1,7,1,5,7
1_2,5,9,15,20,24,28,101,33,23,33,15,35,4,6,5,4,4,7
1_3,4,8,15,19,22,29,97,33,25,30,14,34,4,7,4,3,7,6
1_4,4,10,15,20,25,29,103,33,25,35,15,35,6,5,5,5,4,8
1_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,7
1_6,2,3,9,16,23,28,81,30,26,26,20,25,1,6,7,7,5,10
1_7,2,6,8,17,25,30,88,32,28,31,19,25,4,2,9,8,5,10
1_8,3,11,17,21,25,31,108,34,28,36,14,38,8,6,4,4,6,10
1_9,1,10,19,22,26,31,109,32,30,36,16,41,9,9,3,4,5,10
1_10,1,12,20,23,27,31,114,32,30,39,15,43,11,8,3,4,4,8
2_1,4,8,13,19,24,31,99,35,27,32,16,32,4,5,6,5,7,4
2_2,3,10,15,20,26,28,102,31,25,36,16,35,7,5,5,6,2,8
2_3,4,9,15,21,25,30,104,34,26,34,16,36,5,6,6,4,5,6
2_4,5,10,16,20,25,29,105,34,24,35,15,36,5,6,4,5,4,7
2_5,4,9,15,20,24,29,101,33,25,33,15,35,5,6,5,4,5,8
2_6,3,6,11,18,28,30,96,33,27,34,22,29,3,5,7,10,2,11
2_7,2,6,14,17,27,31,97,33,29,33,21,31,4,8,3,10,4,8
2_8,5,10,12,17,24,27,95,32,22,34,14,29,5,2,5,7,3,8
2_9,3,10,15,20,26,31,105,34,28,36,16,35,7,5,5,6,5,9
2_10,4,10,17,22,27,31,111,35,27,37,17,39,6,7,5,5,4,6
3_1,8,12,16,19,23,28,106,36,20,35,11,35,4,4,3,4,5,7
3_2,4,8,14,21,25,28,100,32,24,33,17,35,4,6,7,4,3,7
3_3,5,9,14,20,24,29,101,34,24,33,15,34,4,5,6,4,5,4
3_4,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5,8
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
3_6,0,6,12,17,28,30,93,30,30,34,22,29,6,6,5,11,2,11
3_7,2,9,14,18,27,31,101,33,29,36,18,32,7,5,4,9,4,8
3_8,4,7,12,19,25,29,96,33,25,32,18,31,3,5,7,6,4,5
3_9,2,8,15,21,24,31,101,33,29,32,16,36,6,7,6,3,7,7
3_10,2,8,15,21,25,31,102,33,29,33,17,36,6,7,6,4,6,5
4_1,8,12,15,23,26,29,113,37,21,38,14,38,4,3,8,3,3,5
4_2,5,9,15,18,23,27,97,32,22,32,14,33,4,6,3,5,4,5
4_3,5,9,15,20,24,30,103,35,25,33,15,35,4,6,5,4,6,6
4_4,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5,7
4_5,3,8,14,19,23,28,95,31,25,31,15,33,5,6,5,4,5,8
4_6,1,7,14,20,27,30,99,31,29,34,20,34,6,7,6,7,3,14
4_7,2,11,16,20,27,30,106,32,28,38,16,36,9,5,4,7,3,12
4_8,4,9,13,21,25,32,104,36,28,34,16,34,5,4,8,4,7,11
4_9,3,7,13,20,25,31,99,34,28,32,18,33,4,6,7,5,6,7
4_10,4,8,13,20,25,31,101,35,27,33,17,33,4,5,7,5,6,6
5_1,9,9,16,19,23,29,105,38,20,32,14,35,0,7,3,4,6,9
5_2,7,11,17,21,25,30,111,37,23,36,14,38,4,6,4,4,5,8
5_3,7,10,16,20,24,29,106,36,22,34,14,36,3,6,4,4,5,7
5_4,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5,7
5_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,7
5_6,4,6,12,16,22,24,84,28,20,28,16,28,2,6,4,6,2,7
5_7,4,7,16,18,24,27,96,31,23,31,17,34,3,9,2,6,3,8
5_8,4,12,16,14,21,29,96,33,25,33,9,30,8,4,-2,7,8,7
5_9,3,11,16,17,24,31,102,34,28,35,13,33,8,5,1,7,7,11
5_10,2,13,18,18,26,31,108,33,29,39,13,36,11,5,0,8,5,9
6_1,3,10,15,22,27,30,107,33,27,37,17,37,7,5,7,5,3,11
6_2,7,11,16,20,25,28,107,35,21,36,14,36,4,5,4,5,3,6
6_3,6,10,16,19,24,29,104,35,23,34,14,35,4,6,3,5,5,5
6_4,5,11,15,20,26,29,106,34,24,37,15,35,6,4,5,6,3,8
6_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,7
6_6,3,6,16,19,25,27,96,30,24,31,19,35,3,10,3,6,2,6
6_7,4,6,15,19,25,29,98,33,25,31,19,34,2,9,4,6,4,4
6_8,5,9,15,17,24,29,99,34,24,33,15,32,4,6,2,7,5,6
6_9,4,8,15,18,23,31,99,35,27,31,15,33,4,7,3,5,8,9
6_10,3,8,16,18,23,31,99,34,28,31,15,34,5,8,2,5,8,7
7_1,5,9,13,17,26,29,99,34,24,35,17,30,4,4,4,9,3,7
7_2,4,11,15,20,22,27,99,31,23,33,11,35,7,4,5,2,5,5
7_3,6,10,14,19,24,29,102,35,23,34,14,33,4,4,5,5,5,5
7_4,4,10,15,19,24,28,100,32,24,34,14,34,6,5,4,5,4,7
7_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,7
7_6,2,4,17,22,26,31,102,33,29,30,22,39,2,13,5,4,5,8
7_7,2,6,16,18,27,31,100,33,29,33,21,34,4,10,2,9,4,5
7_8,4,8,14,19,26,29,100,33,25,34,18,33,4,6,5,7,3,7
7_9,3,10,16,23,26,31,109,34,28,36,16,39,7,6,7,3,5,11
7_10,3,10,17,22,27,31,110,34,28,37,17,39,7,7,5,5,4,10
8_1,4,7,15,20,25,29,100,33,25,32,18,35,3,8,5,5,4,8
8_2,5,14,18,22,25,30,114,35,25,39,11,40,9,4,4,3,5,7
8_3,6,11,18,21,26,31,113,37,25,37,15,39,5,7,3,5,5,7
8_4,5,10,17,22,26,29,109,34,24,36,16,39,5,7,5,4,3,8
8_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,8
8_6,3,6,15,19,24,29,96,32,26,30,18,34,3,9,4,5,5,11
8_7,3,7,16,18,28,32,104,35,29,35,21,34,4,9,2,10,4,7
8_8,5,10,17,19,23,32,106,37,27,33,13,36,5,7,2,4,9,12
8_9,4,9,17,21,25,32,108,36,28,34,16,38,5,8,4,4,7,12
8_10,3,9,18,21,25,32,108,35,29,34,16,39,6,9,3,4,7,10
9_1,8,12,15,20,25,31,111,39,23,37,13,35,4,3,5,5,6,9
9_2,5,9,14,18,24,28,98,33,23,33,15,32,4,5,4,6,4,8
9_3,6,9,15,20,25,30,105,36,24,34,16,35,3,6,5,5,5,5
9_4,4,10,15,20,25,29,103,33,25,35,15,35,6,5,5,5,4,8
9_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,8
9_6,4,7,18,22,29,30,110,34,26,36,22,40,3,11,4,7,1,11
9_7,5,9,17,21,29,31,112,36,26,38,20,38,4,8,4,8,2,9
9_8,5,11,14,19,26,31,106,36,26,37,15,33,6,3,5,7,5,9
9_9,3,10,16,21,25,32,107,35,29,35,15,37,7,6,5,4,7,8
9_10,2,14,18,22,27,32,115,34,30,41,13,40,12,4,4,5,5,6
