Date,Game,less5,less8,less9,less10,row1,row2,row3,row4,sum16,gap16,sum25,gap25,sum34,gap12,gap23,gap34,gap45,gap56,ball,ball_column,blue_sort
20230702,23075,0,10,18,18,0,17,31,2,44,18,45,15,52,2,9,4,2,1,4,14,13
20230704,23076,0,11,10,15,0,28,20,2,25,19,23,15,33,1,11,3,1,3,5,26,2
20230704,400_1,10,5,8,1,1,29,12,7,30,27,29,18,27,4,5,5,7,4,3,9,8
20230704,400_2,10,4,9,2,1,27,14,7,31,25,30,17,28,3,4,5,6,4,3,8,9
20230704,400_3,10,5,8,1,1,27,13,7,30,27,28,18,25,3,4,5,8,4,3,9,8
20230704,400_4,11,5,8,1,0,28,13,7,30,26,28,18,25,3,4,5,7,5,3,9,8
20230704,400_5,10,6,7,1,1,27,12,7,28,27,29,19,23,4,4,4,9,3,3,9,8
20230704,600_1,8,8,6,2,1,28,15,4,27,22,28,16,33,3,7,5,3,2,3,5,8
20230704,600_2,7,8,6,2,1,28,16,4,28,22,29,15,33,3,7,5,3,3,3,6,8
20230704,600_3,6,9,6,2,1,28,16,3,27,23,28,15,33,3,8,4,3,3,3,7,8
20230704,600_4,6,9,6,2,1,29,15,3,28,23,28,15,33,3,7,4,3,3,3,7,8
20230704,600_5,8,9,7,1,1,27,16,4,28,22,28,15,32,3,7,4,3,3,3,6,9
20230704,1000_1,7,8,8,3,2,24,18,3,34,28,31,19,32,3,7,5,6,5,3,11,7
20230704,1000_2,6,9,9,4,2,23,19,4,34,28,31,19,31,3,6,6,6,5,3,10,7
20230704,1000_3,7,8,8,2,1,26,17,4,32,29,29,19,29,3,6,5,7,6,3,11,7
20230704,1000_4,7,8,9,3,1,25,18,4,33,29,30,19,30,3,6,5,7,6,3,11,7
20230704,1000_5,7,10,8,2,1,26,17,4,33,29,30,19,28,3,6,3,8,6,3,11,7
